term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
KN-024 and CM-026,Products, Competitor Other; OPDIVO,20.1954545455,4.42607430869e-06,15,310,"NTL said if not for the Blueprint Project, he would have attributed the differences in CM-026 and KN-024 to differences in the biomarkers and, as a result, different patient populations being included in each study. Blueprint would suggest that wasn?t true. He does feel that the overwhelming history of the clinical trial history suggests the agents are interchangeable. As a result, he?s unsure of how to explain the differences.
He didn?t think the imbalance in -026 in which more patients with 50+% PD-L1 expression were in the chemo arm was a sufficient explanation for the differences in PFS/OS. He mentioned that high PD-L1 expression is otherwise thought to be a negative prognostic factor in chemo-treated patients, and would thus negatively affect the survival metrics in those patients","Met with a regional lung AI/TL post-ESMO, who provided the following unsolicited insights.
?	AI stated that the impact in CM 026 of the Nivo subgroup having a high percentage (37%) of patients having been previously treated with radiotherapy is unclear in whether it contributed to the failure to hit PFS.  
o	It could represent the fact that the Nivo group was a sicker patient population, stacking the deck against the reaching the PFS primary endpoint.  
o	Alternatively, there are some studies that show a hypothesis for potentiation of response to IO therapy when patients are treated with IO post-radiation, due to increase in neo-antigen response.  
o	The key is the temporal relationship of IO after radiation.  
?	She was surprised with the lack of PFS advantage at PDL1 greater than or equal to 50% since she believes that the PD1 agents (Nivo, Pembro) are not different.  We proceeded to review the lack of PDL1 50% or greater stratification of populations, which evidences that the study was not designed to read out PFS for this population, as well as imbalances in sex and PDL1 expression populations as possible contributing factors.  
?	AI thinks the failure has to do with the CM 026 study design, again referencing the fact that she doesn?t believe Nivo and Pembro are different, which leads her to believe that the study design lead to divergent results in KN 024 and CM 026.
?	AI says that this is just a stage on the way to combos and this stage will pass.  She believes this will be the relevant landscape instead of monotherapy.
?	AI believes that at a major cancer center like hers, q3w dosing of Atezo in 2L is an important consideration that may push treatment towards Atezo, since many patients come from far-away places via referrals, which is a big motivator for having a q3w regimen for these patients.","Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights.
?	AI stated that he, along with his institutional colleagues, can?t come to a convincing hypothesis about why CM 026 failed to hit its primary endpoint PFS.
?	AI noted that he is even more puzzled by why there was no signal in PDL1>50% subgroup, despite the noted demographic imbalances in sex and PDL1 expression levels between groups.  Reminded AI that CM 026 was not designed or powered to read out a result in this subgroup, partly due to imbalances and lack of stratification of PDL1 expression (eg. 88 patients in nivo group PDL1>50% versus ~120 in chemo group)
?	He thinks the failure to hit primary endpoint PFS (at 5% or greater) has to do with the trial design in CM 026.
?	He noted that Nivo will still be SOC in other tumors, such as RCC.
?	In 2L lung, Nivo is likely to lose market share simply due to the fact that Atezo has efficacy in an all comer population and most importantly is Q3 weeks instead of Q2 weeks with Nivo.",325
provided the following unsolicited insights,Products, Competitor Other; OPDIVO,8.18734643735,8.45320720515e-06,45,146,"Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights.
?	AI stated that he, along with his institutional colleagues, can?t come to a convincing hypothesis about why CM 026 failed to hit its primary endpoint PFS.
?	AI noted that he is even more puzzled by why there was no signal in PDL1>50% subgroup, despite the noted demographic imbalances in sex and PDL1 expression levels between groups.  Reminded AI that CM 026 was not designed or powered to read out a result in this subgroup, partly due to imbalances and lack of stratification of PDL1 expression (eg. 88 patients in nivo group PDL1>50% versus ~120 in chemo group)
?	He thinks the failure to hit primary endpoint PFS (at 5% or greater) has to do with the trial design in CM 026.
?	He noted that Nivo will still be SOC in other tumors, such as RCC.
?	In 2L lung, Nivo is likely to lose market share simply due to the fact that Atezo has efficacy in an all comer population and most importantly is Q3 weeks instead of Q2 weeks with Nivo.","Met with a regional lung AI/TL post-ESMO, who provided the following unsolicited insights.
?	AI stated that the impact in CM 026 of the Nivo subgroup having a high percentage (37%) of patients having been previously treated with radiotherapy is unclear in whether it contributed to the failure to hit PFS.  
o	It could represent the fact that the Nivo group was a sicker patient population, stacking the deck against the reaching the PFS primary endpoint.  
o	Alternatively, there are some studies that show a hypothesis for potentiation of response to IO therapy when patients are treated with IO post-radiation, due to increase in neo-antigen response.  
o	The key is the temporal relationship of IO after radiation.  
?	She was surprised with the lack of PFS advantage at PDL1 greater than or equal to 50% since she believes that the PD1 agents (Nivo, Pembro) are not different.  We proceeded to review the lack of PDL1 50% or greater stratification of populations, which evidences that the study was not designed to read out PFS for this population, as well as imbalances in sex and PDL1 expression populations as possible contributing factors.  
?	AI thinks the failure has to do with the CM 026 study design, again referencing the fact that she doesn?t believe Nivo and Pembro are different, which leads her to believe that the study design lead to divergent results in KN 024 and CM 026.
?	AI says that this is just a stage on the way to combos and this stage will pass.  She believes this will be the relevant landscape instead of monotherapy.
?	AI believes that at a major cancer center like hers, q3w dosing of Atezo in 2L is an important consideration that may push treatment towards Atezo, since many patients come from far-away places via referrals, which is a big motivator for having a q3w regimen for these patients.","Met with a national/regional lung AI/TL NSCLC NCCN panelist post-ESMO, who provided the following unsolicited insights.

From the podium, he also made the following comments:
?	AI showed the KN 024 data:
o	Emphasized had OS, which he didn't expect due to the percentage of crossover.
o	The percentage of crossover was lower than he expected, which may explain that survival advantage.
o	In the study, smoking status was an important prognostic indicator, more than PDL1 status (showed KN subgroup PFS HR slide).
o	Once patients had over PDL1 50% expression, it didn't further impact their PFS since the expression level was high enough already.
?	In regards to CM 026, he stated that the negative result was not the end of the story, as monotherapy is only a step towards future combo therapies.
?	He referenced the importance of value in medicine.  Since IO therapies such as Nivo, Ipi, and Nivo-Ipi are expensive, there is an increased need to be able to optimize and be smarter about their use, leveraging tools such as PDL1 bio markers to make decisions.  These actions may actually increase value by bringing and increasing survival, which improves value overall.
?	AI said that sequencing of therapy is an important strategy to improve survival, such as using targeted therapy in the right way before even thinking about IO or chemo.  
?	He wouldn't use mutation burden as a factor to make treatment decisions at this time, since the science is not mature yet.
?	He said there's some weak anecdotal data out there that providers should be concerned with patients being more likely to have pneumonitis if they've had radiation before PD1, or surgery.",191
atezo,Products, Competitor Other; OPDIVO,5.1344375963,2.854414527e-07,135,559,"Met with a national/regional lung AI/TL NSCLC NCCN panelist post-ESMO, who provided the following unsolicited insights.
?	He was disappointed with the lack of PFS advantage at PDL1 greater than or equal to 50% and asked about BMS internal perspective as to why there was no result.  We proceed to review the lack of PDL1 50% or greater stratification of populations, which evidences that the study was not designed to read out PFS for this population, as well as imbalances in sex and PDL1 expression populations as possible contributing factors.  
?	He thinks that Pembro, Nivo, and even Atezo are not that different agents.  
?	AI thinks the failure has to do with the CM 026 study design, with BMS taking a chance and reaching for a broad patient population strategy, which won in 2L, but lost in 1L.
?	AI says that this is just a stage on the way to combos and this will pass.
?	He is excited about combo treatments in the future, and believes this will be the relevant landscape instead of monotherapy.
?	He is not sure whether IO-IO or IO-chemo will be more efficacious, but he leans toward IO-IO because he believes in having chemo as a separate option by itself.  Reactively reminded him of the 227 combo 1L trial, representing the commitment of BMS to combo IO-IO in lung.
?	He thinks it's good that the lay public is more aware of myopathy AE with PD1's, with the NY times article citing NEJM article, and is something that he's seen that's important to monitor for.
?	He believes that at an academic center like his, q3w dosing of Atezo in 2L is an important consideration that may push treatment towards Atezo, since many patients come from far-away places via referrals, which is a big motivator for having a q3w regimen for these patients.  He asked whether BMS is considering less frequent dosing so discussed with AI reactively about BMS trials looking at q4w dosing, as well as q3w dosing arm in 227 (360mg q3w mono arm).  AI felt that such a strategy with less frequent dosing, such as q4wk dosing, may play a significant role in adoption of therapies.
?	He mentioned that the NCCN NSCLC panel has been busy with recent updates with Pembro and consideration of Atezo data, with emails flying around the group.","Met with a regional lung AI/TL post-ESMO, who provided the following unsolicited insights.
?	AI stated that the impact in CM 026 of the Nivo subgroup having a high percentage (37%) of patients having been previously treated with radiotherapy is unclear in whether it contributed to the failure to hit PFS.  
o	It could represent the fact that the Nivo group was a sicker patient population, stacking the deck against the reaching the PFS primary endpoint.  
o	Alternatively, there are some studies that show a hypothesis for potentiation of response to IO therapy when patients are treated with IO post-radiation, due to increase in neo-antigen response.  
o	The key is the temporal relationship of IO after radiation.  
?	She was surprised with the lack of PFS advantage at PDL1 greater than or equal to 50% since she believes that the PD1 agents (Nivo, Pembro) are not different.  We proceeded to review the lack of PDL1 50% or greater stratification of populations, which evidences that the study was not designed to read out PFS for this population, as well as imbalances in sex and PDL1 expression populations as possible contributing factors.  
?	AI thinks the failure has to do with the CM 026 study design, again referencing the fact that she doesn?t believe Nivo and Pembro are different, which leads her to believe that the study design lead to divergent results in KN 024 and CM 026.
?	AI says that this is just a stage on the way to combos and this stage will pass.  She believes this will be the relevant landscape instead of monotherapy.
?	AI believes that at a major cancer center like hers, q3w dosing of Atezo in 2L is an important consideration that may push treatment towards Atezo, since many patients come from far-away places via referrals, which is a big motivator for having a q3w regimen for these patients.","Community TL previously he had been testing for PDL1 'sometimes' at 2L NSCLC in order to try to give pembro due primarily to q3w dosing convenience.  Anticipates that having more PDL1 status info at 1L (even though most patients will not end up being candidates for pembro 1L) will likely lead to him giving more pembro 2L.  

However, did share that from a convenience statepoint, our 480mg q4w 'maintenance strategy' could trump continued 3w dosing from a convenience standpoint.",694
Beacon,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),3048.0,3.86190274281e-06,2,326,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,328
copyright,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),3048.0,3.86190274281e-06,2,319,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,321
functionality,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),3048.0,3.86190274281e-06,2,321,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,323
multi-institutional,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),3048.0,3.86190274281e-06,2,319,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,321
ordersets,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),3048.0,3.86190274281e-06,2,319,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,321
EPIC,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),762.0,1.9246383277e-05,5,318,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,323
hospitalizations,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),762.0,1.9246383277e-05,5,7,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,12
TSH,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),508.0,3.58483086335e-05,7,17,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,24
pull,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),435.428571429,4.60404748621e-05,8,313,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,321
P&T committee,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),435.428571429,4.60404748621e-05,8,478,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,486
catch,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),435.428571429,4.60404748621e-05,8,0,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,8
order sets,Products, EMPLICITI; Non Product Specific; OPDIVO; Other (specify below),435.428571429,4.60404748621e-05,8,321,"AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.","AI (and chair of the P&T committee) at an NCCN center in the Midwest stated that his institution uses Beacon (order set within EPIC) to pull HEOR data for his institution. He stated they have a clinical team build it out, so there are hard stops built in for safety issues. He stated because of the clinical build out, they do more testing (TSH etc); however, they believe they have lower total costs because they prevent hospitalizations due to IMARs being caught early. When asked if they share their order sets (to pull multi-institutional data), he stated the functionality is available within EPIC to share the order sets with other institutions; however, they copyright their ordersets.",,329
elo,Products, EMPLICITI; OPDIVO,165.763636364,4.22358719971e-06,7,21,"RTL declined 602 trial, RTL commented BMS is behind Merck (and every other Heme company with respect to research).  RTL already has the Merck PD1 trial in MM.  BMS trial design in not intriguing enough even with elo/nivo arm.  Did note pom/dex as a control is not up to par regardless of cross over.",RTL was initially very excited with Eloquent 2 and 009 trials(her training was at MD Anderson and focused on NK cells) but then was disappointed with results of both trials.  Already has the Merck trial open with a PD1 inhibitor at institution in MM. RTL stated we need to better understand the effects of PD1 on NK cells in addition to the effects of Elo (with respect to mobilization of myeloma stem cells due to the CS1 mechanism of action.  RTL not sure if going to open 602 trial since already has the Merck trial open. RTL is still optimist regarding the potential synergy with elo and nivo.,"RTL at a large academic cancer center stated that the 209-602 study was going to be limiting to accrue patients due to several factors.
1.  prior treatment with pomalidomide and elo are excluded
2.  >/=2 prior lines of therapy 
3.  the washout period for prior monoclonal antibody treatment

Concerned that patients from the community will have seen pom and/or elo prior to referral.
There will be patients that are not going to want to wait the 4 weeks for washout period and/or due to aggressiveness of progression may not be able to wait that length of time",28
AIM,Products, EMPLICITI; OPDIVO; SPRYCEL; YERVOY,677.111111111,2.13941885293e-05,4,12,"Last week, the U.S. Dept of Veterans Affairs conduced a LaunchPad: Pathways to InnoVAtion conference in which select participants and attendees were able to share and discuss the latest innovations in precision oncology and explore various ways to improve cancer screening, treatment and cures.  The VA Precision Oncology Program (POP) currently helps Veterans who have been newly diagnosed with non-small cell lung cancer (and now Prostate cancer) through targeted genomic sequencing which identifies specific mutations and allows patients to benefit from targeted therapies as well as clinical trials aimed towards those specific mutations.  Such advancements are a cornerstone of Vice President Biden?s Cancer Moonshot initiative.","BCBS Alabama has recently expanded their Oncology Select Pathways to include new tumor types affecting BMS.  BCBS Alabama partnered with AIM in development of their Oncology Select Pathways that began as a pilot in Q2 2015 with NSCLC being the only pathway that affected BMS which began full implementation in late 2015 and now with an expansion of pathways.

The updated and expanded pathways now include: 
-CML, (Gleevec is 1L recommendation, Sprycel and Tasigna are 1L recommendation for Intermediate to High Risk Disease,)
-Metastatic Melanoma (Opdivo is listed as only PD-1 as 1L recommendation as montherapy regardless of BRAF status, Yervoy listed as 2L regardless of BRAF status)
-Kidney Cancer (Opdivo is listed as 2L recommendation for Clear Cell)
-Myeloma (Empliciti not listed on pathway)  
-NSCLC (Opdivo remains the only PD-1 recommended for NSCLC 2L; updated to include any histology/pathology)  

Worksheets for the pathways summarized above can be reviewed here: https://www.bcbsal.org/providers/oncology.cfm","Product Wastage in APM setting:  Large community oncology practice 'successfully' reducing costs with Regional Payer APM- Premera BC.  Practice CEO reports that being able to 'bill for waste' is no longer an acceptable solution, as 'billing' for unnecessary product drives up total healthcare cost and reduces performance in APM setting.",16
CheckMate 141,Products, Nivolumab; OPDIVO,108.678571429,1.11564816905e-05,14,868,"A key NCCN panelist for SCCHN a major academic hospital was profiled to understand the treatment landscape in SCCHN.  The panelist was familiar with CheckMate 141 data from AACR.  She was unhappy with BMS for releasing OS data from CheckMate 141 at AACR without PFS or ORR, as well as with AACR for accepting it.  The panelist asked ?What are they trying to hide??  This panelist nor the institution participated in CheckMate 141.  However, she responded favorably to the OS data, and considers this efficacy to be competitive against standard of care in this setting (post-platinum R/M SCCHN).","A key NCCN panelist for SCCHN a major academic hospital in New England was profiled to understand the treatment landscape in SCCHN.  This panelist was an investigator in CheckMate 141, and therefore was intimately familiar with the data presented at AACR.  The panelist considers the efficacy in OS to be better than what is seen in clinical practice with single agent therapies (methotrexate, cetuximab, docetaxel etc.).  He has a very negative opinion on the efficacy and toxicity of these standard of care therapies.  

Combination therapies will enhance the potential of immune-oncology in difficult to treat cancers and advanced stage disease.  Robust data needs to be developed for all options with Opdivo such as IO combinations, IO + targeted therapies and IO + chemotherapy/RT.  He also stressed the need to do clinical trials in nasopharyngeal SCCHN due to its unique etiology and response to treatment.  He does not endorse extending the NCCN recommendations to include this population based on data from other types of SCCHN.",An RTL was impressed with the CheckMate 141 data for H&N. However questioned if we should be testing for PD-L1 since the OS was more significant in the PD-L1>1% group.,882
med,Products, OPDIVO; Opdivo Lung,35.9761904762,1.63082334746e-05,21,3,"Med Academic lung TL inquired if there were any efforts to examine was to examine PDL1 in either a plasma/liquid biopsy form (ie, RNAexpression, etc.). Challenges around this were discussed (ie, systemic vs. local tumor environment, etc).","Med Academic lung TL stated that had been testing as many of his 2L patients as possible for PDL1 via 22C3 test, however has only had 1 out of 15 come back + at 50%.   Motivation for testing was convenience of q3w dosing and perceptions that PDL1 patients did much better on pembro (perception corrected during discussion).  Testing experience:
- only about 40% of his 2L patients had adequate tissue for testing (rest got nivo w/o testing, would not repeat biopsy)
- over half of patients referred to them with only FNA's which he stated ""you're lucky if you have enough tissue to diagnose it as cancer and maybe get an EGFR test)
-they have started to utilize cfDNA testing for EGFR when possible, limiting need/opportunity for biopsy","Among community and low/med tier academic TLs, Recurrent belief that pembro is more efficacious in PDL1+ patients.  Many completely unaware of KN-010 data (or that study exists) and their thoughts based on KN-001 data from PI. 

TLs unaware of magnitude of OS and ORR benefit in PDL1 >1% population and upon further discussion of 057 data, opinions noticeably shifted toward believing that nivo efficacy is superior.",24
pazaponib,Products, OPDIVO; Opdivo RCC,675.777777778,3.53466041017e-05,2,1,"RTL, who is IL-2 referral center, stated that he has believes that all RCC patients should get any and all IO options as soon as possible.  For patients who are good candidates (~10% of RCC pts largely due to organ fxn), starts with IL-2.  Currently dissapointed that nivo PI and 025 trial req'd anti-angiogenic, rather than any prior trx (ie, IL-2 only). Has given several patients a short course of pazaponib until 'any first toxicity' as a pass-through to fulfill insurance requirements per PI.","RTL shared that he is disappointed that CA209-214 is using sunitinib, rather than pazaponib, as the control arm.  Stated that ""pazap has clearly beaten sunitinib so all these trials are just setting themselves up for success"". When shared data from 025 subgroups that about 2x as many patients had gotten prior sunitinib rather than pazopanib, suggesting sunit was still predominant 1L therapy, TL stated that ""people are creatures of habit"" but was surprised.","GU RTL shared some factors he considers when deciding between nivo (~70% of pts) and TKI (now cabo, ~30% of pts) for 2L RCC trx:
- pace of progression (20% of pts exhibiting faster progression prefers TKI) 
- toxicity of 1L VEGF TKI (if had minimal tox/dose reduction, more likely to give cabo 2L due to convience of oral dosing)
- compliance to taking oral meds and reporting of side effects
- Performance status (lower PS would always get nivo)",3
