term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
platform,Territory,  N.NV,86.7428571429,8.05617792021e-07,18,149,Insight from molecular/lung pathologist TL (CAP/NCCN panelist) from an academic institution in NW territory: i) TL is not a fan of PD-L1 testing; ii) TL?s molecular lab has seen a recent increase in MMR/MSI testing in colorectal cancer; iii) TL described observing lack of concordance between IHC-based and molecular based MMR/MSI assays; iv) all samples are sent out to Neogenomics for PD-L1 testing but TL would like to bring PD-L1 testing in-house; v) institution only has Ventana platform but TL is not excited on SP142 antibody based IHC; vi) TL favors Ventana over Dako platforms and would like to have a reliable IHC assay on the Ventana platform; vii) TL was very interested to learn more on the Blueprint study and potentially importing SP263 clone into her lab for clinical testing as a result of this study; viii) conclusions from Blueprint study were briefly discussed with TL and link to publication was provided to TL after the meeting; ix) TL mentioned that CAP and NCCN ?near-future guidelines are under strict confidentiality? but that the requests for rolling out new guidelines have been made (in NCCN setting). Revision of guidelines is driven by requests to release new guidelines.,"Insights from TL working at large community hospital who is also Ventana consultant in NW territory: i) since 1L pembro NSCLC approval, PD-L1 testing has sky-rocketed to about 5 cases per week; ii) medical oncologists at institution will start reflex PD-L1 testing (22C3) for all NSCLC patients in the next couple of weeks along with ALK and EGFR; iii) laboratory only has Ventana platform and uses SP142 assay and is currently trying to validate Dako Abs (22C3 and 28-8) on Ventana platform; iv) since 2L atezo approval for NSCLC, no requests have yet been made for SP142 IHC in NSCLC samples; v) all Dako platform based tests are sent out to Clarient/NeoGenomics for testing; vi) TL fully aware of conclusions from Blueprint studies","Insights from 1:1 meeting with anatomic and clinical pathologist, IHC expert, and director of pathology laboratory from academic institution/large medical center in NW territory: i) PD-L1 is a challenge for this institution in trying to meet specific needs of medical oncologists in part as PD-L1 diagnostics are linked to individual FDA approved PD-1 and PD-L1 inhibitors; ii) institution would like to start testing in-house but only has Leica Bond III platform; iii) institution pathologists are very interested in PD-L1 bridging studies that identify PD-L1 clone for Leica platform and is concordant with PD-L1 IHC diagnostics on the market; iv) all PD-L1 tests are sent out to PhenoPath; v)reflex testing for 22C3 for stage III and IV NSCLC patients along with molecular ALK and EGFR testing; v) volume of requests has sky-rocketed with pembro 1L approval to a current rate of about 5-10 per week; vi) TL estimates 300-500 NSCLC cases will be tested for PD-L1 in a calendar year at this rate; vii) TL is very interested in MMR/MSI testing in GI space and focused on bridging IHC based to molecular based tests; viii) TL requested regular updates and information on Blueprint project and I plan to follow-up accordingly.",167
IHC,Territory,  N.NV,79.8947368421,1.38045570756e-10,25,536,Insight from molecular/lung pathologist TL (CAP/NCCN panelist) from an academic institution in NW territory: i) TL is not a fan of PD-L1 testing; ii) TL?s molecular lab has seen a recent increase in MMR/MSI testing in colorectal cancer; iii) TL described observing lack of concordance between IHC-based and molecular based MMR/MSI assays; iv) all samples are sent out to Neogenomics for PD-L1 testing but TL would like to bring PD-L1 testing in-house; v) institution only has Ventana platform but TL is not excited on SP142 antibody based IHC; vi) TL favors Ventana over Dako platforms and would like to have a reliable IHC assay on the Ventana platform; vii) TL was very interested to learn more on the Blueprint study and potentially importing SP263 clone into her lab for clinical testing as a result of this study; viii) conclusions from Blueprint study were briefly discussed with TL and link to publication was provided to TL after the meeting; ix) TL mentioned that CAP and NCCN ?near-future guidelines are under strict confidentiality? but that the requests for rolling out new guidelines have been made (in NCCN setting). Revision of guidelines is driven by requests to release new guidelines.,"Insights from TL working at large community hospital who is also Ventana consultant in NW territory: i) since 1L pembro NSCLC approval, PD-L1 testing has sky-rocketed to about 5 cases per week; ii) medical oncologists at institution will start reflex PD-L1 testing (22C3) for all NSCLC patients in the next couple of weeks along with ALK and EGFR; iii) laboratory only has Ventana platform and uses SP142 assay and is currently trying to validate Dako Abs (22C3 and 28-8) on Ventana platform; iv) since 2L atezo approval for NSCLC, no requests have yet been made for SP142 IHC in NSCLC samples; v) all Dako platform based tests are sent out to Clarient/NeoGenomics for testing; vi) TL fully aware of conclusions from Blueprint studies","Insights from 1:1 meeting with lung pathologist at large community hospital in NW territory: i) NSCLC samples sent out to Neogenomics for 22C3 PD-L1 testing; ii) PD-L1 testing is reported as >50% (high expressers), 1-49% (expressers), and <1% (non-expressers); iii) PD-L1 testing is reported through Epic medical records system and made available through the network for viewing by pathologists and medical oncologists; iv) institution has Ventana platform and SP142 clone is validated for use on lung and mUC tissues; v) TL stated that they will start using the validated SP142 IHC for internal testing in NSCLC.",561
insights,Territory,  N.NV,72.2857142857,6.80940292148e-14,137,0,Insight from TL from private pathology practice in NW territory: 10 NSCLC cases have been sent out for 22C3 PD-L1 testing to Neogenomics in the month of November.,Insights from TL from large healthcare network NW territory: i) molecular pathologists in the group have carefully assessed available testing methodologies and have as a result established their referral testing practices; ii) 3-5 cases per week are sent out for PD-L1 testing; iii) all PD-L1 tests are sent out to PhenoPath; iv) pembro is not considered for all NSCLC patients and as a result reflex testing for PD-L1 is not performed.,Insight from molecular/lung pathologist TL (CAP/NCCN panelist) from an academic institution in NW territory: i) TL is not a fan of PD-L1 testing; ii) TL?s molecular lab has seen a recent increase in MMR/MSI testing in colorectal cancer; iii) TL described observing lack of concordance between IHC-based and molecular based MMR/MSI assays; iv) all samples are sent out to Neogenomics for PD-L1 testing but TL would like to bring PD-L1 testing in-house; v) institution only has Ventana platform but TL is not excited on SP142 antibody based IHC; vi) TL favors Ventana over Dako platforms and would like to have a reliable IHC assay on the Ventana platform; vii) TL was very interested to learn more on the Blueprint study and potentially importing SP263 clone into her lab for clinical testing as a result of this study; viii) conclusions from Blueprint study were briefly discussed with TL and link to publication was provided to TL after the meeting; ix) TL mentioned that CAP and NCCN ?near-future guidelines are under strict confidentiality? but that the requests for rolling out new guidelines have been made (in NCCN setting). Revision of guidelines is driven by requests to release new guidelines.,137
molecular,Territory,  N.NV,61.9591836735,2.41434585398e-06,17,42,"Insights from 1:1 meeting with anatomic and clinical pathologist, IHC expert, and director of pathology laboratory from academic institution/large medical center in NW territory: i) PD-L1 is a challenge for this institution in trying to meet specific needs of medical oncologists in part as PD-L1 diagnostics are linked to individual FDA approved PD-1 and PD-L1 inhibitors; ii) institution would like to start testing in-house but only has Leica Bond III platform; iii) institution pathologists are very interested in PD-L1 bridging studies that identify PD-L1 clone for Leica platform and is concordant with PD-L1 IHC diagnostics on the market; iv) all PD-L1 tests are sent out to PhenoPath; v)reflex testing for 22C3 for stage III and IV NSCLC patients along with molecular ALK and EGFR testing; v) volume of requests has sky-rocketed with pembro 1L approval to a current rate of about 5-10 per week; vi) TL estimates 300-500 NSCLC cases will be tested for PD-L1 in a calendar year at this rate; vii) TL is very interested in MMR/MSI testing in GI space and focused on bridging IHC based to molecular based tests; viii) TL requested regular updates and information on Blueprint project and I plan to follow-up accordingly.",Insight from molecular/lung pathologist TL (CAP/NCCN panelist) from an academic institution in NW territory: i) TL is not a fan of PD-L1 testing; ii) TL?s molecular lab has seen a recent increase in MMR/MSI testing in colorectal cancer; iii) TL described observing lack of concordance between IHC-based and molecular based MMR/MSI assays; iv) all samples are sent out to Neogenomics for PD-L1 testing but TL would like to bring PD-L1 testing in-house; v) institution only has Ventana platform but TL is not excited on SP142 antibody based IHC; vi) TL favors Ventana over Dako platforms and would like to have a reliable IHC assay on the Ventana platform; vii) TL was very interested to learn more on the Blueprint study and potentially importing SP263 clone into her lab for clinical testing as a result of this study; viii) conclusions from Blueprint study were briefly discussed with TL and link to publication was provided to TL after the meeting; ix) TL mentioned that CAP and NCCN ?near-future guidelines are under strict confidentiality? but that the requests for rolling out new guidelines have been made (in NCCN setting). Revision of guidelines is driven by requests to release new guidelines.,"Insights from medical oncologist giving featured podium presentation at pathology conference in NW territory: i) TL stated that only 22C3 guides 1L NSCLC decisions; ii) TL stated the following: ""In 2L NSCLC setting: if the tissue is PD-L1 positive, pembrolizumab is the therapy of choice. If the tissue is PD-L1 negative, atezolizumab and nivolumab are therapies of choice. Pembrolizumab is favored for PD-L1 positive patients""; iii) TL made the statement that ""FDA invented the term 'complementary diagnostics' just for the sake of 28-8 assay as FDA did not know what to do with this assay""; iv) TL is reflex testing using 22C3 for PD-L1 along with molecular testing (EGFR, ALK, ROS1); v) TL stated that ""22C3 is the test to do"".",59
SP142,Territory,  N.NV,61.9591836735,2.41434585398e-06,17,146,"Insights from TL working at large community hospital who is also Ventana consultant in NW territory: i) since 1L pembro NSCLC approval, PD-L1 testing has sky-rocketed to about 5 cases per week; ii) medical oncologists at institution will start reflex PD-L1 testing (22C3) for all NSCLC patients in the next couple of weeks along with ALK and EGFR; iii) laboratory only has Ventana platform and uses SP142 assay and is currently trying to validate Dako Abs (22C3 and 28-8) on Ventana platform; iv) since 2L atezo approval for NSCLC, no requests have yet been made for SP142 IHC in NSCLC samples; v) all Dako platform based tests are sent out to Clarient/NeoGenomics for testing; vi) TL fully aware of conclusions from Blueprint studies",Insight from molecular/lung pathologist TL (CAP/NCCN panelist) from an academic institution in NW territory: i) TL is not a fan of PD-L1 testing; ii) TL?s molecular lab has seen a recent increase in MMR/MSI testing in colorectal cancer; iii) TL described observing lack of concordance between IHC-based and molecular based MMR/MSI assays; iv) all samples are sent out to Neogenomics for PD-L1 testing but TL would like to bring PD-L1 testing in-house; v) institution only has Ventana platform but TL is not excited on SP142 antibody based IHC; vi) TL favors Ventana over Dako platforms and would like to have a reliable IHC assay on the Ventana platform; vii) TL was very interested to learn more on the Blueprint study and potentially importing SP263 clone into her lab for clinical testing as a result of this study; viii) conclusions from Blueprint study were briefly discussed with TL and link to publication was provided to TL after the meeting; ix) TL mentioned that CAP and NCCN ?near-future guidelines are under strict confidentiality? but that the requests for rolling out new guidelines have been made (in NCCN setting). Revision of guidelines is driven by requests to release new guidelines.,"Insights from 1:1 meeting with lung pathologist at large community hospital in NW territory: i) NSCLC samples sent out to Neogenomics for 22C3 PD-L1 testing; ii) PD-L1 testing is reported as >50% (high expressers), 1-49% (expressers), and <1% (non-expressers); iii) PD-L1 testing is reported through Epic medical records system and made available through the network for viewing by pathologists and medical oncologists; iv) institution has Ventana platform and SP142 clone is validated for use on lung and mUC tissues; v) TL stated that they will start using the validated SP142 IHC for internal testing in NSCLC.",163
pathologist,Territory,  N.NV,60.2380952381,3.13304006788e-13,45,211,"Insights from 1:1 meeting with anatomic and clinical pathologist, IHC expert, and director of pathology laboratory from academic institution/large medical center in NW territory: i) PD-L1 is a challenge for this institution in trying to meet specific needs of medical oncologists in part as PD-L1 diagnostics are linked to individual FDA approved PD-1 and PD-L1 inhibitors; ii) institution would like to start testing in-house but only has Leica Bond III platform; iii) institution pathologists are very interested in PD-L1 bridging studies that identify PD-L1 clone for Leica platform and is concordant with PD-L1 IHC diagnostics on the market; iv) all PD-L1 tests are sent out to PhenoPath; v)reflex testing for 22C3 for stage III and IV NSCLC patients along with molecular ALK and EGFR testing; v) volume of requests has sky-rocketed with pembro 1L approval to a current rate of about 5-10 per week; vi) TL estimates 300-500 NSCLC cases will be tested for PD-L1 in a calendar year at this rate; vii) TL is very interested in MMR/MSI testing in GI space and focused on bridging IHC based to molecular based tests; viii) TL requested regular updates and information on Blueprint project and I plan to follow-up accordingly.","Insights from TL working at large community hospital who is also Ventana consultant in NW territory: i) since 1L pembro NSCLC approval, PD-L1 testing has sky-rocketed to about 5 cases per week; ii) medical oncologists at institution will start reflex PD-L1 testing (22C3) for all NSCLC patients in the next couple of weeks along with ALK and EGFR; iii) laboratory only has Ventana platform and uses SP142 assay and is currently trying to validate Dako Abs (22C3 and 28-8) on Ventana platform; iv) since 2L atezo approval for NSCLC, no requests have yet been made for SP142 IHC in NSCLC samples; v) all Dako platform based tests are sent out to Clarient/NeoGenomics for testing; vi) TL fully aware of conclusions from Blueprint studies","Insights gained from medical director, clinical and anatomic pathologist at community hospital in NW territory: i) PD-L1 tests are sent out to GenPath diagnostics; ii) no near-future efforts will be made to bring testing in-house; iii) 3-4 NSCLC cases are sent for testing per month; iv) Med-oncs are not reflex testing for PD-L1 as of yet but TL expects this is likely to change in the near future.",256
network,Territory,  N.NV,57.8285714286,3.04305772666e-06,18,441,"Insights from 1:1 meeting with chief of pathology at large healthcare network in NW territory: i) within network, payment in regards to PD-L1 testing is not an issue, whatever medical oncologists order for testing is ultimately covered including PD-L1 testing; ii) no in-house PD-L1 testing is performed, all testing sent out to NeoGenomics; iii) medical oncologists only order 22C3 test but are not reflex testing although TL suggests this will happen very soon; iv) currently reconsidering using ARUP as the prices may be better; v) reports provided by paper/PDF copy which is then scanned and entered into patient records upon receipt; vi) PD-L1 reported as % positive tumor cells and binned into one of the three bins: >50% (high expressers), 1-49% (low expressers), <1% (non-expressers);",Insights from TL from large healthcare network NW territory: i) molecular pathologists in the group have carefully assessed available testing methodologies and have as a result established their referral testing practices; ii) 3-5 cases per week are sent out for PD-L1 testing; iii) all PD-L1 tests are sent out to PhenoPath; iv) pembro is not considered for all NSCLC patients and as a result reflex testing for PD-L1 is not performed.,"Insight from three different TLs from the same large healthcare network in NW territory: i) all NSCLC samples are sent out for testing to Neogenomics; ii) none of the pathologists have any granularity on the numbers of cases sent out, exact tests performed, nor whether PD-L1 is currently reflex tested for; iii) no near future effort will be made to bring testing in-house.",459
pathology,Territory,  N.NV,54.2142857143,3.78503245281e-06,19,213,"Insights from 1:1 meeting with anatomic and clinical pathologist, IHC expert, and director of pathology laboratory from academic institution/large medical center in NW territory: i) PD-L1 is a challenge for this institution in trying to meet specific needs of medical oncologists in part as PD-L1 diagnostics are linked to individual FDA approved PD-1 and PD-L1 inhibitors; ii) institution would like to start testing in-house but only has Leica Bond III platform; iii) institution pathologists are very interested in PD-L1 bridging studies that identify PD-L1 clone for Leica platform and is concordant with PD-L1 IHC diagnostics on the market; iv) all PD-L1 tests are sent out to PhenoPath; v)reflex testing for 22C3 for stage III and IV NSCLC patients along with molecular ALK and EGFR testing; v) volume of requests has sky-rocketed with pembro 1L approval to a current rate of about 5-10 per week; vi) TL estimates 300-500 NSCLC cases will be tested for PD-L1 in a calendar year at this rate; vii) TL is very interested in MMR/MSI testing in GI space and focused on bridging IHC based to molecular based tests; viii) TL requested regular updates and information on Blueprint project and I plan to follow-up accordingly.","The following insights were gained from a pathologist and medical director of a large reference laboratory in NW territory: i) Since pembrolizumab 1L approval, PD-L1 testing has sky-rocketed in this reference lab. The lab tests about 20 tissues per day yielding 75-100 cases per week. 80-90% of tests are 22C3 and 10-20% are 28-8; ii) TL stated that several medical oncologists order both 22C3 and 28-8 staining for individual patients. Reference lab is not made aware of what specific therapy is being considered by medical oncologists who order tests; iii. For PD-L1 tests, this reference lab reports scores as the specific percentage of positive tumor cells and positive/negative status based on the appropriate cut-off for the individual test; iv. TL is not a fan of SP142 assay due to complexity of scoring paradigms as well as challenges posed to pathologists in differentiating immune cells from tumor cells; v. Checkmate-026 data was presented to TL. TL was surprised at imbalances (% women in chemo v. nivo arm; % high PD-L1 expressers in chemo v. nivo arm). TL stated that one of the ways to explain the study was that PD-L1 testing may have been suboptimal in Checkmate-026.","Insights gained from medical director, clinical and anatomic pathologist at community hospital in NW territory: i) PD-L1 tests are sent out to GenPath diagnostics; ii) no near-future efforts will be made to bring testing in-house; iii) 3-4 NSCLC cases are sent for testing per month; iv) Med-oncs are not reflex testing for PD-L1 as of yet but TL expects this is likely to change in the near future.",232
gained,Territory,  N.NV,54.2142857143,3.78503245281e-06,19,86,"The following insights were gained from a surgical pathologist and medical director at large university hospital in NW territory: i) Last week, medical oncologists at this university hospital have made a decision to reflex test all NSCLC patients for PD-L1 expression. All tests are done in-house, the institution has only Dako platforms, and only 22C3 tests are performed. ~4 NSCLC samples are tested per week; ii) Laboratory reports PD-L1 test results as approximate percent positive tumor cells. In addition, they report tests as high (>50% PD-L1 expression), low (1-50% PD-L1 expression), and negative (0% PD-L1 expression); iii) very interested in idea of IHC multiplexing in immuno-oncology space.","Insights gained from medical director, clinical and anatomic pathologist at community hospital in NW territory: i) PD-L1 tests are sent out to GenPath diagnostics; ii) no near-future efforts will be made to bring testing in-house; iii) 3-4 NSCLC cases are sent for testing per month; iv) Med-oncs are not reflex testing for PD-L1 as of yet but TL expects this is likely to change in the near future.","The following insights were gained from a pathologist and medical director of a diagnostics laboratory at large academic institution in NW territory: i) TL believes that rather than a single biomarker (e.g. PD-L1), combination of biomarkers (e.g. immune cell markers) will provide higher precision in predicting response to IO; ii) TL is spearheading efforts in developing multiplex IHC using immune cell markers in CAP/CLIA certified lab; iii) TL is involved in pembrolizumab studies in prostate cancer (PC) setting. Initial study was published and now they are performing larger scale studies in PC; iv) TL is excited about combination therapies (IO + IO and IO + chemo) and believes that these will provide patients with strong therapeutic benefit.",105
Neuro-ONC,Territory,  NC,48.404494382,1.84056592588e-09,11,39,"When discussing some contradicting data surrounding the effect of WBR and SRT on Tcell infiltration into GBM tumors, one study saying that if facilitated Tcell infiltration, and another study said that RT reduces Tcell's ability to infiltrate the tumor, Neuro-ONC expressed his frustration as ""F- me, we can't seem to figure out anything with this disease.""","Neuro-ONC stated that MGMT as a bio marker for GBM is just as bad as PDL1 status.  ""It can change after RT, or Chemo.  Recurrent tumors can change MGMT status as well.  It also has the same problems as PDL1 status in that there is heterogeneity within the tumor, intratumor and intertumor differences as well.  It is not a great bio marker, but it is all we have to go with now.""","Neuro-ONC stated that in ""slow growth"" recurrent GBM patients that he will try combinations of Opdivo, Opdivo+Bev, Opdivo+Yervoy.  Has had limited success with each possible, but stated that ""limited success is still success in GMB.""",50
National Thought leader,Territory,  NC,37.6479400749,2.71798589994e-07,9,0,"A National Thought leader stated, when asked about the future of bio markers in NSCLC:  To solve the puzzle (in lung), people are going to have to forget about PDL1.  PD1 inhibitors work but that doesn't mean that PDL1 expression is the first place that people should look.","National Thought leader answering questions about PDL1 testing at a recent dinner presentation stated:
1.  I think PDL1 data will be big at ASCO this year, but I think it will take a big step back.  I think the data will muddy the water more than it already is.  
2. PDL1 (expression) will be something big in the future, but right now we just don't know enough about it to use the data correctly.  
3.  Regardless of the PDL1 expression you are doing your patients a disservice if you are not using Opdivo 2L in your NSCLC patients.","A National Thought leader stated, when asked about the future of bio markers in NSCLC: I think investigators should start looking at it from the end and work backwards.  We should focus on the responders.  Find out what commonalities they have and work from there.  We are currently testing for a bio marker (PDL1) from samples where we know the expression can be different than when treatment starts (biopsy before 1L treatmen) and then assuming that the marker we looked at is the same when determining the use of 2L treatment.",9
respect,Territory,  NC,12.1011235955,1.47871143543e-06,20,122,"Regional meeting TL stated "" PD-1, PD-L1 and CTLA4 are not the whole story with respect to the immune system, there is much more that we need to find out""","With respect to Opdivo ""Cancer is the nail and you guys own the hammer""","With respect to 026, KOL in my territory noted, ""So single agent Nivo didn't meet PFS end point, big deal!  We're all waiting for the combination data with ipilimumab anyway in the front line!""",142
GBM,Territory,  NC,5.09520993495,3.06941013789e-05,49,79,"Neuro-ONC stated that they look forward to seeing OPDIVO + OPTUNE in GBM patients.  When asked why she thought this combination would benefit patients she stated that OPTUNE will keep the tumor at bay, giving Opdivo time to mount a response.  She is an OPTUNE speaker, and stated that she will be submitting an ISR for this concept, and has already been told by NOVOCURE that they would like to participate jointly with an IO company.","Neuro-ONC stated that in ""slow growth"" recurrent GBM patients that he will try combinations of Opdivo, Opdivo+Bev, Opdivo+Yervoy.  Has had limited success with each possible, but stated that ""limited success is still success in GMB.""","Neuro-ONC stated that 18months is her average from initial diagnosis with GBM to death.  Recurrence at about 10-12 months and roughly 6 months post recurrence till death.  Patients where recurrence isn't until 20months are on the far end of the GBM spectrum, and not representative of the normal patient.  Stated this in discussion around the Pembro GBM population of -028.",128
IO therapy,Territory,  NC,4.42916942058,2.66011600489e-05,64,26,"When asked what his criteria was for determining treatment beyond progression for RCC, National Thought leaders stated, that if the progression appears to be a ""slow growing"" or 1-2 new lesions, he will treat beyond this ""progression"" because he feels this is likely an IO induced progression/Non-traditional response.

However, if the primary grows rapidly, or if there are more than 2 new lesions then that is most likely true progression and it is unlikely that continuing IO therapy will sway the balance.",A National Lung TL stated that she thinks that Chemotherapy plus IO therapy is a mistake.  The tails of the OS curves will minimize 1L IO therapy because basically you are giving chemo to patients that don't need it.  So when those patients come off treatment because of the toxicities (likely from the chemo) you have lost the benefit of the IO therapy.,"A National Thought Leader (and NCCN member) stated that she feels community treaters of NSCLC with IO therapy are not experienced enough to treat appropriately.  She stated she has patients that show up to her that are 6 months past NSCLC diagnosis and have gone through sometimes 2 IO agents (used one PD1 fail, try other PD1).  

She says that she does not think community treaters wait long enough for IO agents to work and are too quick to call a treatment ""a failure"" and aren't providing the patients immune system with enough time to actually mount a response.

Too often they are associating a decrease in performance status, or more often, AEs with no tumors shrinkage seen within the first 3-6 weeks as an IO failure when that may not be the case.",90
NCI,Territory,  ND,206.980392157,5.29197999052e-12,16,112,"RTL from a NCI cancer center involved in CA209-039 trial showed stated at a regional conference that data with nivolumab in DLBCL are ""disappointing"" and this therapy is not ready for DLBCL right now.","RTL at a NCI cancer center noted that nivolumab for cHL is ""fabulous"". In this individuals experience the drug is well tolerated and providing results.","NTL at a NCI cancer center stated at a conference that the data with nivolumab in cHL are ""stellar"" particularly in that most of patients on the trial were very sick and that re-treatment can be conducted.",128
hematologic malignancies,Territory,  ND,88.7058823529,3.18892283084e-05,5,4,"TL presenting at a national congress stated that even though cHL is the ""poster child"" for  PD-1 blockade in hematologic malignancies, there may be a role in DLBCL and FL, but will be limited to certain populations.",NTL mentioned the requirement for more education and understanding around the development and/or persistence of AEs over time following IO therapy in hematologic malignancies.,"NTL at an academic center noted that although the topic of pseudoprogression is being understood in solid tumors, there is a gap in the understanding of how to interpret responses when using IO agents in hematologic malignancies.  NTL suggested that either BMS internally, or in partnership, review available PET data from trials  in HL and correlate with outcomes for patients. This information would  help clinicians understand responses of hematologic malignancies during treatment with IO agents.",9
PET,Territory,  ND,44.3529411765,9.30596448229e-06,11,0,"RTL from an NCI Cancer Center stated that be believes in a PET directed approach to treating lymphoma,  but that changing treatment modifications based on PET results should only be done on trail at this point. In addition, if changes to therapy are going to be made based on a positive PET result, a second biopsy should be conducted to prove disease.","A NTL commented that at the recent IWNHL meeting there was a major discussion on the use of scans in lymphoma trials. There is concern that FDA is too heavy on scans for therapies (ie. requiring both contrast CT and PET). Moreover, as scans become utilized more frequently, and the ability to detect MRD increases patients will develop ""scan-xiety"" and always be afraid of what the next scan will say. Thus, there is a need to have a healthy balance between understanding MRD and what level of disease really affects QoL and survival.","NTL at an academic center confirmed that the shortage of bleomycin has had an impact on their practice, even though this institution has a stock pile.  As a result, they are treating patients according to the RATHL study by dropping bleomycin from ABVD after two cycles if the PET scan is negative.  In addition, belomycin is not being used for treatment of testicular lymphoma.",11
cancer center,Territory,  ND,21.0092879257,7.36228258141e-09,46,130,"RTL at a NCI cancer center noted that nivolumab for cHL is ""fabulous"". In this individuals experience the drug is well tolerated and providing results.","A TL at an NCI cancer center noted that Pembrolizumab is ?taking over? at their institution and that there was something big coming, the details of which he could not discuss but that is was in both hematology and solid tumors,  noting that pembrolizumab is ?very hot?. In addition, this TL stated if  BMS wants to keep the lead they need to have nivolumab data generation in hematology.","RTL from a NCI cancer center involved in CA209-039 trial showed stated at a regional conference that data with nivolumab in DLBCL are ""disappointing"" and this therapy is not ready for DLBCL right now.",176
lymphoma,Territory,  ND,15.0348953141,1.97012771657e-08,73,12,TL at academic center noted that there is a big gap in secondary CNS lymphoma and that the population is bigger than primary. Offered that Merck is doing a trial in primary CNS lymphoma and is missing an bigger opportunity.,A NTL and NCCN panel member noted that the International Workshop on Non-Hodgkin Lymphoma has a manuscript in review that proposes updated response evaluation criteria. This criteria will be ?uni-dimensional? (one rather than two measurements).  One impetus for the update was to reduce compounding errors that occur in the two dimension criteria. There was no clear timeline for publication as it is only the review process.,"RTL and academic center spoke positively about anti-PD1 therapy in lymphoma, noted that transformed lymphoma and EBV-driven lymphomas are gaps in research, offered anecdote that they treated nasal NK driven lymphoma off-study with promising reuslts.",85
academic center,Territory,  ND,11.4459203036,2.74846782088e-06,103,319,"NTL at an academic center confirmed that the shortage of bleomycin has had an impact on their practice, even though this institution has a stock pile.  As a result, they are treating patients according to the RATHL study by dropping bleomycin from ABVD after two cycles if the PET scan is negative.  In addition, belomycin is not being used for treatment of testicular lymphoma.",TL at academic center noted that there is a big gap in secondary CNS lymphoma and that the population is bigger than primary. Offered that Merck is doing a trial in primary CNS lymphoma and is missing an bigger opportunity.,"RTL and academic center spoke positively about anti-PD1 therapy in lymphoma, noted that transformed lymphoma and EBV-driven lymphomas are gaps in research, offered anecdote that they treated nasal NK driven lymphoma off-study with promising reuslts.",422
noted,Territory,  ND,8.73618538324,7.53534212771e-08,144,0,"RTL at a NCI cancer center noted that nivolumab for cHL is ""fabulous"". In this individuals experience the drug is well tolerated and providing results.","RTL noted that he is still trying to wrap his head around the ATHERA trial data for high-risk young HL patients noting the PFS benefit with BV but not OS benefit. Thus, not sure if maintenance in cHL is useful.","A TL at an NCI cancer center noted that Pembrolizumab is ?taking over? at their institution and that there was something big coming, the details of which he could not discuss but that is was in both hematology and solid tumors,  noting that pembrolizumab is ?very hot?. In addition, this TL stated if  BMS wants to keep the lead they need to have nivolumab data generation in hematology.",144
Numerous TLs,Territory,  NE,108.805970149,1.04978432174e-06,6,253,"Numerous TLs expressed maintains a rigid threshold for pembro use 1L to only those with >50% PDL1 expression. With them stating the reasoning is the current science and that you ""don't want to burn a therapeutic bridge by using an IO in the wrong setting (using in the wrong PDL1 population in 1L when all comers can derive benefit from 2L).","With the press release around OAK it is anticipated that Roche is a significant competitor to BMS in 2L NSCLC, numerous TLs expect an indication irrespective of PDL1 status, a flat dose, and a Q3wk dosing schedule. Hence, these TLs expect the dosing discussion/convenience to become a significant topic.","TLs all feel that the pembro data is ""practice changing"" and that the use of pembro is now established in 1L for >50% PDL1 expression. TLs are split however on how to will impact 2L Nivo use. Some state they will have the PDL1 data from 1L and if a patient was not eligible then they will use Pembro 2L (anticipating coverage at >1% or through Merck's access support for non-expressors) due to not having the biopsy restriction any longer and a preference for q3wk. Other's state they will only reserve pembro for the select small 1L population and Nivo will remain SOC in 2L.",259
tone,Territory,  NE,87.0447761194,1.92626860849e-05,4,0,"With many experienced Ipi+Nivo TLs, the tone is increasing that the imAE profile is ""toxic"" and that they are significantly in need of alternatives. The top two strategies are: clinical trials (with those that have IDO+PD1 as a significant favorite - reporting ORRs above 50% with a highly manageable AE profile) or reserving Ipi+Nivo to a salvage therapy post PD1 progression.","Increasing tone that the benefit from Opdivo therapy in all comer patients is not ""living up"" to the excitement of last year and the ""cost in proving Opdivo to everyone when most do not respond is significantly more than providing keytruda in the selected population."" Hence, there is increasing pressure to test PDL1 status to ""more appropriately choose patients for IO therapy.""","Nivo is regarded as SOC in 2L RCC by numerous TLs, however there is Increasing tone that if a patient had a good response to a TKI in 1L then they are in higher favor of using Cabo in 2L because of the comfort with the AE profile and the potential for another good response and then reserving nivo for when the targeted therapies fail. Data about using a TKI after IO would help with the MOA switch discussion.",4
