driver,type,subset,impact,score,related_terms,doc_count,example_doc,example_doc2,example_doc3
mets,auto_found,Month,-2.8096718257159043,-0.04496316145519702,['mets'],124,"Call warm transferred from Milca at CIC. Caller is a doctor who has a patient with NSCLC with previously radiated brain mets. She stated that the patient went into the hospital on Friday because she had hemorrhage of her brain mets. Caller would like to know if we had ever heard of this happening before. No information in the brain mets SRLs or other SRLs. Offered to escalate this request to see if there is any information on a GPVE search or in the literature. Pubmed search using search terms ""nivolumab/ brain metastases/ hemorrhage"" found the following citation: Clinical outcomes of melanoma brain metastases treated with stereotactic radiation and anti-PD-1 therapy. Ahmed KA1, Stallworth DG2, Kim Y3, Johnstone PA1, Harrison LB1, Caudell JJ1, Yu HH1, Etame AB4, Weber JS5, Gibney GT6. Would also like to escalate for GPVE search. Sent email to PPD Onc team for consensus. AE filed under case# 117074. Caller had no additional questions today. No survey offered due to AE report/escalation. MH 01FEB2016 Consensus with internal PPD Onc team is to escalate for GPVE search. Assigned to US Oncology Esc Que and chatter sent to Cara. MH 01FEB2016 Emailing GPVE for additional information and checking CSRs. 1Feb2016 CS Received guidance from Cara stating the following: "" ""On a search of the BMS Safety Database today (01-Feb-2016), it revealed that there was a case of PT term intracranial tumour haemorrhage for marketed nivolumab. "" It is unknown about prior radiotherapy. Please also send the citation you found, I think it is relevant for this request."" Per guidance, attached the Opdivo-TEM-No data available-US Nov15 SRL and customized to Opdivo-AES@brain mets hemorrhage. Added in citation and information from GPVE search. Updated TR. No other changes made. MH 02FEB2016","Verified requester credentials in google. Requester first name spelled wrong on eMIRF. Pulled business name from google. Phone number in google matches ATHENA. Original question, ""Is there any data with Opdivo in patients receiving concurrent steroids for brain metastases? If so what dose of steroids were used?"". ABH17Mar2016 Called to clarify request, spoke with requester. Requester stated ANY tumor type and no patient took BMS product and request was not in reference to a specific patient. Requester also stated that patients with non-small cell lung cancer develop brain mets and wanted to know if there was data on use of Opdivo in patients with brain metastases currently receiving steroids. ABH17Mar2016 Search of SRLs/ct.go/pubmed searching ?nivolumab/""brain metastases""/steroids? revealed nothing specific to the request Per guidance from case 036564 from lung and melanoma perspective there is no data, but the request does not address RCC. For this request a no data statement with WNS was added to the brain mets letters for lung and melanoma. After internal PPD escalation, escalating request for guidance from the RCC perspective. Chattered and assigned to the US oncology escalation queue. ABH17Mar2016 Emailed USKM for access to letter being requested- RCC brain mets letter. 17 March 2016 CS Fulfilling per guidance from Cara, ""Hi Alicia, The RCC brain mets letter is available now and I have attached it here. Also, for the melanoma letter, we should customize to add the exclusion criteria #1 from 037 regarding brain mets and corticosteroid use, the reference is already in the melanoma brain mets letter, it's the Weber Lancet Onc pub. Please let me know if you have any questions. I will re-assign to you. Thanks!"". Adding a no data statement with WNS to all the brain mets letters ABH18Mar2016","* Accidently pressed fulfillment, so ""please specify a person message is on request * SH 3/29/16 --------- Verified attachment with contact information documented. Email notification was already sent. Need to clarify tumor type. MH 29MAR2016 Sent email to MSL regarding clarification needed for tumor type. MH 29MAR2016 MSL responded: ""I believe her question was in general or in any of our data is there activity in brain mets. Hope this clarifies."" Per MSL's response, will send all brain mets letters. MH 30MAR2016"
selected,auto_found,Month,-1.6388189090332062,-0.043139497012700166,['selected'],63,"mailing address attached Verified attachment with contact details. Verified acknowledgement email sent. ABH14Jan2016 Original question, ""Can you please send me all pertinent clinical information leading to the FDA approval of OPDIVO?s latest indication (monotherapy for patients with BRAF V600 wild-type unresectable or metastatic melanoma)?"". ABH14Jan2016 Access and reimbursement selected due to request submitted via HEOR and requester is from the Minnesota Department of Human Services. ABH14Jan2016","Pulled business name from google. Original question, ""1. Asked for Opdivo in metastatic melanoma by PDL1 status. 2. Asked for Opdivo in ovarian cancer-platinum resistant"". Verified attachment and contact details. Entered requester and referred by. Sent acknowledgement email. Split into 2 requests. Marked customer deadline due to urgent selected on MIRF. ABH20Apr2016 Customize the ""Nivolumab-Biomarker predictive for nivolumab activity in patients with melanoma"" letter with TR and leave in only information specific to PD-L1 expression. ABH20Apr2016","******Emailed SR for Amer Sildani's demographics****** Unable to send acknowledgement email. SR called to say eMIRF submitted under wrong HCP, but no demographics left. Emailed SR for demographics. ABH06Jun2016 Called SR for demographics. ABH07Jun2016 per case:269599 Hello all, Please be on the lookout for an Opdivo MIRF submitted by BMS sales representative Conni Morgan. She indicates she just submitted the MIRF (in checking the US New Request queue- it doesn?t appear to have reached us yet). She indicates that she was filling out the MIRF information on the iPad, and she was trying to type in the requester?s name, but she inadvertently selected another requester?s name. She indicates the signature and the email address match the correct requester. The request is supposed to be for Dr. Amer Sidani, but she accidentally submitted it under Dr. Bilal Siddiqui. "" Received callback from SR. Obtained correct demographics. Sent acknowledgement email. Split into 2 requests. ABH07Jun2016 Waiting for clarification on case 269656. ABH07Jun2016 Assigning to Melissa due to OOTO. ABH10Jun2016 Chart on p.3 of the Nivolumab-Use of nivolumab monotherapy for the first-line treatment of patients with advanced NSCLC SRL is running off side of page. Escalated to TA for reformatting. MH 13JUN2016 Roma stated: 'the letter has been reformatted. I have attached it for you below.' MH 16JUN2016"
24 hr,auto_found,Month,4.28366506881598,0.3469796163534984,"['24 hr', 'notification sent', 'email sent', 'Delivery method', '15Nov2016', 'Confirmed HCP', 'demographics', 'See related request', 'Confirmed', 'no email address', 'Notes already in Athena', 'Emailed', 'Sent email notification to field', 'HCP', 'Corrected demographics', '24 hour ack', 'CW', 'Internet searched phone number', 'Original Question Text', '16Dec2016', 'Updated demographics', '02Dec2016', 'reply', '05dec2016', 'Verified credentials', 'Internet searched business name', '15Dec2016', 'data for Opdivo', '09Dec2016', 'Sent acknowledgement email to field', 'Sent clarification email', '12Dec2016', 'Sent email', 'undeliverable', '23Dec2016', 'email address', 'correct email address', 'Reactive Response', 'acknowledgement', 'No email', 'XS', 'acknowledgement email']",15881,Original Question Text: Reactive Response - LUNG: The Health Care Professional asked... 2 year data.....in lung ___________________________ 24 hr notification sent. ED13Dec2016,"24 hr notification sent. ED19Dec2016 Sent email notification to field. XS 20dec2016 Split into 3 requests: 1. Request #497017: whether PD-L1 cut points were re-evaluated as a subset analysis in study CA209-026 2. Request #498841: the reason why the progression free survival in renal cell carcinoma with nivolumab was not statistically significant 3. Request #498842:the reason why progression free survival is only 2.3 months when the overall survival is greater than 12 months in lung cancer Request 2 of 3. Attached ""Nivolumab-Use of nivolumab monotherapy in RCC"" SRL. Likely referring to page 2 where: In an earlier analysis (minimum follow-up of 14 months), the median OS was 25 (95% CI, 21.8 to not estimable) months in the nivolumab arm and 19.6 (95% CI, 17.6-23.1) months in the everolimus arm (HR, 0.73; 98.5% CI, 0.57-0.93; P = 0.002). Median PFS in nivolumab treated patients was 4.6 (95% CI, 3.7-5.4) months and 4.4 (95% CI, 3.7-5.5) months in everolimus treated patients (HR, 0.88; 95% CI, 0.75-1.03; P = 0.11). PFS CI interval included 1, thus would not be considered as clinically significant. Unable to find explanation in the SRL. Escalate to see how to proceed. XS 20dec2016 Sent follow-up chatter to USKM. XS 22dec2016 Per USKM, use Q&A question 14A to help answer this question. Made call to relay verbal response and clarify specific study for 3rd portion of request. Left message with Lisa. XS 22dec2016 Made 2nd attempt to deliver information verbally. Left message with Erin. XS 28dec2016 No response from HCP. No information will be sent, instead unreachable clarification verbiage will be included in the cover letter. XS 30dec2016","Original Question Text: Reactive Response - LUNG: The Health Care Professional asked... Long term OS __________________________ 24 hr notification sent. ED09Dec2016 Chattering with Tier 2 to see if SRLs Nivolumab-The use of nivolumab monotherapy as second-line therapy in patients with NSCLC, long-term and Nivolumab-Overall survival data for nivolumab in NSCLC are the appropriate responses to send. ED12Dec2016 Made correction and attached BMS-RMC-4839 and BMS-RMC-4840 documents. Reassigned back to Ellie. XS 12dec2016"
delivery,auto_found,Month,3.0339681617512113,0.13240962333851355,"['Delivery method', 'Confirmed', 'no email address', 'Emailed', 'Sent email notification to field', 'HCP', 'Corrected demographics', 'Internet searched phone number', 'delivery', 'Updated demographics', '05dec2016', 'Verified credentials', 'Internet searched business name', '09Dec2016', 'Sent acknowledgement email to field', '12Dec2016', 'Sent email', 'undeliverable', 'email address', 'correct email address', 'acknowledgement', 'fulfillment', 'XS', 'acknowledgement email']",13071,Original Question Text: Reactive Response - aRCC: The Health Care Professional asked... Overall survival update ---------- Verified HCP information. reactive response Emailed sales rep for delivery method. CW 15Nov2016 Emailed sales rep for delivery method. CW 17Nov2016 ----------- Rep called back and provided email address (see chatter). Emailed Nivolumab-Long-term overall survival data in patients with RCC receiving nivolumab monotherapy letter. CW 17Nov2016,Original Question Text: Reactive Response - aRCC: The Health Care Professional asked... Long term data Unable to send 24 hour email due to no email. CW 13Dec2016 Emailed BMS sales rep to request delivery method. CW 13Dec2016 Emailed BMS sales rep to request delivery method. CW 15Dec2016 No response from BMS sales rep regarding delivery method. CW 19Dec2016 Sent Nivolumab-Long-term overall survival data in patients with RCC receiving nivolumab monotherapy SRL via mail. CW 21Dec2016.,Original Question Text: Reactive Response - LUNG: The Health Care Professional asked... Is there long term data. Emailed BMS sales rep to clarify delivery method. CW 23Dec2016 Unable to send 24 hour ack. email due to lack of email. CW 23Dec2016 BMS sales rep responded with email address for email delivery. CW 27Dec2016. 24 hour ack. email sent to HCP. CW 27Dec2016 Emailed Nivolumab-Use of nivolumab as second-line therapy in squamous NSCLC SRL and Nivolumab-Use of nivolumab in patients with non-squamous NSCLC in the at least second-line setting SRL. CW 27Dec2016
scheduled,auto_found,Month,4.662153371535453,0.12921806476165654,"['scheduled', 'delay', 'flat dosing']",397,Original Question Text: Physician would like to receive any data on alternative dosing schedule for Opdivo. Confirmed demographics in Notes already in Athena. CW 15Dec2016 Sent 24 hour ack. email. CW 15Dec2016 Emailed HCP for indication. CW 15Dec2016 Emailed HCP for indication. CW 19Dec2016 Closed request due to no response from HCP. CW 22 Dec2016,"Debbie from Opdivo support line warm transferred a pharmacist to the line with questions regarding Opdivo. Patient has one more infusion before the year ends and caller would like to know whether it would be okay to give a dose 2-3 days earlier than scheduled time due to the upcoming hoildays and change in insurance coverage for next year. Obtained demographics information. Confirmed indication is for lung cancer. Spoke from the ""Nivolumab-Dosing and administration of nivolumab"" SRL in that the medication is recommended to be given every 2 weeks, but no information on whehter medication could be given 2-3 days earlier than intended. Offered to take off-line for further research with a 24-48 hours of turnaround time. Caller agrees. No additional questions at the moment. XS 19dec2016 Escalate for CSR or protocol search. XS 19dec2016 Rechattered with lung team. XS 21dec2016 Rechattered with lung team, and included pan tumor team since unsure who is out for holiday. XS 22dec2016 Per USKM via chatter, no information. Made outbound call and provided information verbally. XS 22dec2016","Corrected demographics. AJM 28Sep2016 *URGENT* Sent email notification to field and HCP. XS 29sep2016 Per team, no clarification is needed since the only labeled indication for Regimen is melanoma, and the question is asking for data on that dosing schedule. Attached the ""Nivolumab-Use of flat dose 240 mg in patients with melanoma or NSCLC"" SRL, updated title for metrics purposes. XS 29sep2016"
Awaiting,auto_found,Month,3.6843771810232577,0.12816312814855163,"['Emailed', 'Updated demographics', 'Awaiting', 'reply', '05dec2016', 'Waiting', 'HCP requested', 'complete', 'Sent email', 'undeliverable', 'correct email address', 'acknowledgement', '29SEP2016', 'fulfillment', '31oct2016', 'XS', 'acknowledgement email']",7681,"Pulled phone number from internet search. Sent email notification to field and acknowledgement email to HCP. XS 21oct2016 Question: ""Please send data on pats who have had radiation to lung and subsequent treatment with nivolumab (safety data)."" No information found in SRLs/pubmed (nivolumab/lung/prior radiation/safety). Escalate to see if information is available. XS 21oct2016 Accepted as Tier 2 case. Awaiting on guidance. XS 24oct2016 Per chatter with Tier 2, agreed with sending no data response. XS 24oct2016","Question: ""-May I have the slides from the deck 34,35,36,37. Time of onset of immune-mediated adverse events from Pan tumor deck. -Safety and efficacy of flat dosing 240mg Opdivo."" Delivery method: email Split into 2 requests: 1. Request #00419760: Slides 34 - 37 regarding time of onset of immune-mediated adverse events from the Pan Tumor Deck. 2. Request #00421180: safety and efficacy of nivolumab 240 mg flat dosing. Request 2 of 2. Attached the ""Nivolumab-Rationale for use of flat dose 240 mg in patients with melanoma NSCLC or RCC"" SRL. Awaiting for field to clarify slide deck from first portion of request. XS 18oct2016","Verified credentials, internet searched phone number, and updated demographics. Sent notification email to field. XS 15sep2016 Per Email: ""Could you please share any information you have the new labeling for Opdivo as far as the flat dosing? I know it is based on PK/PD data but can't seem to find it published as of yet."" Attached the ""Nivolumab-Rationale for use of flat dose 240 mg in patients with melanoma NSCLC or RCC"" SRL. Header in the SRL is repeated on every page. Awaiting for team to see whether to chatter or wait until meeting tomorrow to address the formatting. XS 15sep2016 After meeting with BMS TA, per Ijeoma, send the SRL as is for now and she will work on updating the letter. XS 15sep2016"
02nov2016,auto_found,Month,3.802860457226029,0.127238959966162,"['notification sent', '15Nov2016', 'no email address', 'HCP', '16Dec2016', '02Dec2016', '02nov2016', '05dec2016', 'Waiting', 'HCP requested', '15Dec2016', '28SEP2016', '30Nov2016', '09Dec2016', 'NPI', '10NOV2016', 'tumor type', 'Sent clarification email', '12Dec2016', '11NOV2016', '16Nov2016', '23Dec2016', '01Dec2016', '22SEP2016', '12OCT2016', 'sales representative', '21SEP2016', '29SEP2016', '17Nov2016', '07Nov2016', 'precaution', '19Oct2016', 'fulfillment', '08NOV2016', '31oct2016', 'XS', '22Nov2016', '18Oct2016', 'Spoke to HCP', '18Nov2016', 'Split request into 2 questions']",9231,Reactive Response - LUNG: The Health Care Professional asked... Longer term data in NSCLC sending notification 02Nov2016 Verified HCP is an MD via google; verified address via google. CS 02Nov2016 Sent email to sales representative about delivery method. CS 02Nov2016 Sales representative clarified email as the preferred fulfillment method. CS 02Nov2016,"Question: ""*She is new NP* Asked for Opdivo + Yervoy New England Journal Articles/and JCO Articles of melanoma, NSCLC, RCC & Head and Neck. Wants actual publications*"" Delivery method: email and urgent Sent email notification to field and HCP. Too broad, emailed HCP to clarify the exact publications. XS 31oct2016 Made outbound call, per Lucille, HCP will return to the office between 1-2. Will call back then. XS 02nov2016 Made return outbound call, left message with Kristen. XS 02nov2016 HCP calls back with clarification: ""I don't know Opdivo or yervoy, they are new drugs to me."" HCP is looking for publications under Opdivo and Yervoy PI. Sales rep states there are 9 NEJM publications. She would like to receive publications for the main ones. Xs 02nov2016 Split case into 2: 1. Request #00439822: copy of journal publications of main registrational trials from the nivolumab prescribing information. 2. Request #00445659: copy of journal publications of main registrational trials from the ipilimumab prescribing information. Request 1 of 2. Customized the ""Opdivo-TEM-Reprint"" SRL to include journal publications of trial 037, 017, 057, 066, 025, 067, 205, and 039. XS 07nov2016","* Prevalence by PDL1 expression by tumor type * 057 OS data for PDL1 expression more than 1% * 026 1st line lung ESMO presentation * 227 1st line lung study design o Any data suggesting the rational for higher dose for the flat dose cohort with pdl1 < 1%? * Sensitivity of tests for PDl1 and potential implication in patient selection (ventana versus Dako) Splitting into 6 requests: 442283, 443794, Tim Chiu, PharmD, BCPS Pharmacist Evidence Analyst & Strategist Kaiser Permanente - Drug Information Services Phone: 510-625-2348 (tie 8-428) Email: timothy.j.chiu@kp.org Attempting to decide whether this is a Payor. CS 02Nov2016 sending notification. CS 02Nov2016 I have attached the 057 letter with updated 2-year data, but HCP is specifically asking for greater than 1%, so requires customization since data exists at 1% and less than 1%. Escalating to Access MI for fulfillment since requires customization. CS 02Nov2016 11/16/16 SM Had sent email to field to approve responses and confirm responses on 11/14. Received no response so followed up again to confirm. Field has stated that they will be addressing these responses verbally. See attached email."
send data,auto_found,Month,1.7596248537014654,0.10338614067427529,"['Original Question Text', 'data for Opdivo', 'send data', 'NCCN guidelines', 'data', 'nivolumab use', 'adjuvant', 'SCLC', 'combo', 'use of Opdivo', 'overall survival', 'Regimen', 'head and neck']",4707,Original Question Text: Please send all data on the use of Opdivo in Gastric cancer. Confirmed demographic information in Notes is already in Athena. CW 22Nov2016 Emailed Nivolumab-Nivolumab use in patients with gastric cancer_GEC letter. CW 22Nov2016,Original Question Text: Send data on Opdivo in triple negative breast. Confirmed demographics in Notes are already in Athena. CW 06Dec2016 24 hour email sent. CW 06Dec2016 Sent Nivolumab-The use of nivolumab to treat patients with breast cancer letter via email. CW 06Dec2016,Original Question Text: Please send all data with Opdivo in clinical trial with Triple negative breast cancer. HCP already in Athena. Added fax # from Notes. CW 15Dec2016 Unable to send 24 hour ack. email due to no email address. CW 15Dec2016 Sent Nivolumab-The use of nivolumab to treat patients with breast cancer SRL via fax. CW 16Dec2016 Confirmation of successful fax per BGR. CW 16Dec2016
available,auto_found,Month,4.146601442969761,0.08883555029685565,"['available', 'interested', 'indication']",1363,"Original Question Text: Information on opdivo in non-hodgkins lymphoma, clinical data; bladder data also please. Split request into 2 questions. See related request 492694. CW 14Dec2016 Confirmed HCP demographics in Notes already in Athena. CW 14Dec2016 24 hour ack. email sent. CW 14Dec2016 Nivolumab-Use of nivolumab monotherapy in metastatic urothelial carcinoma Letter available. Attached to case and reassigning to CW. CS 15Dec2016 Emailed Nivolumab-Use of nivolumab monotherapy in metastatic urothelial carcinoma Letter. CW 19Dec2016","Verified credentials, corrected demographics. Sent email notification to field. HCP did not provide email address on MIRF form. Question: ""Send information on using anticoagulation therapy with Opdivo."" Delivery method: mail XS 14dec2016 No info found in US variant SRLs. ""Nivolumab-Nivolumab interactions with anticoagulants"" is a WW variant. Pubmed search using search terms nivolumab/anticoagulant, nivolumab/anticoagulation did not return any citations. Escalate to see if the US variant for the anticoagulants letter is available for use. XS 15dec2016 USKM made US variant avaiable for use. Fulfilling via mail. XS 16dec2016",Is there data looking at adding Yervoy for a metastatic melanoma patient who already started on Opdivo monotherapy? When will the regimen of Opdivo and Yervoy be available in lung and is there data? Splitting into two requests: 485110 and 485903 Sending notification 08Dec2016 Published lit search 2000- December 2016: nivolumab/melanoma/addition of ipilimumab See previous case #223681 for guidance.CS 13Dec2016
notes,auto_found,Month,0.9389687024298434,0.0874614621428931,"['NPI', '11NOV2016', 'notes', '22SEP2016', '12OCT2016', '21SEP2016', 'Spoke to HCP', 'Split request into 2 questions']",1457,Original Question Text: Reactive Response - LUNG: The Health Care Professional asked... OS DATA -- Reactive Response *follow up email sent to SR - fulfillment method for follow up on RR* Verified HCP credentials and contact information per request notes and via NPI search (added phone via NPI). DP 01DEC2016 Assigned to Xuan due to OOTO. DP 02DEC2016 2nd attempt to obtain a valid delivery method for reactive response. Sent email to sales rep. XS 05dec2016 Sales rep responded to send via regular mail. XS 05dec2016,Original Question Text: Reactive Response - aRCC: The Health Care Professional asked... What is long term data for Opdivo in rcc -- Verified HCP credentials and contact information per request notes (already in database). DP 15NOV2016 Attached Nivolumab-Long-term overall survival data in patients with RCC receiving nivolumab monotherapy SRL per slide mapping guide. DP 15NOV2016 Received bounce back email (undeliverable). Case reopened by Ellie. DP 17NOV2016 Received VM from De. Kasper's assistant Alexandra providing alternate email address: aviney@pvhomed.com. DP 21NOV2016,Original Question Text: Reactive Response - LUNG: The Health Care Professional asked... 2 year OS Nivo in lung -- Reactive Response *24 hr email sent* Verified HCP credentials and contact information per request notes (already in database). DP 22NOV2016
obtain,auto_found,Month,2.613937779495496,0.08649945416068282,"['Confirmed', 'obtain', 'email address']",1264,"Debbie from Opdivo support line warm transferred a pharmacist to the line with questions regarding Opdivo. Patient has one more infusion before the year ends and caller would like to know whether it would be okay to give a dose 2-3 days earlier than scheduled time due to the upcoming hoildays and change in insurance coverage for next year. Obtained demographics information. Confirmed indication is for lung cancer. Spoke from the ""Nivolumab-Dosing and administration of nivolumab"" SRL in that the medication is recommended to be given every 2 weeks, but no information on whehter medication could be given 2-3 days earlier than intended. Offered to take off-line for further research with a 24-48 hours of turnaround time. Caller agrees. No additional questions at the moment. XS 19dec2016 Escalate for CSR or protocol search. XS 19dec2016 Rechattered with lung team. XS 21dec2016 Rechattered with lung team, and included pan tumor team since unsure who is out for holiday. XS 22dec2016 Per USKM via chatter, no information. Made outbound call and provided information verbally. XS 22dec2016",Original Question Text: Reactive Response - LUNG: The Health Care Professional asked... OS DATA -- Reactive Response *follow up email sent to SR - fulfillment method for follow up on RR* Verified HCP credentials and contact information per request notes and via NPI search (added phone via NPI). DP 01DEC2016 Assigned to Xuan due to OOTO. DP 02DEC2016 2nd attempt to obtain a valid delivery method for reactive response. Sent email to sales rep. XS 05dec2016 Sales rep responded to send via regular mail. XS 05dec2016,"Were PD-1 checkpoints studied in Delivery Notes: Sorry Dr Hall was in a hurry.....wants to see if PD 1 markers were in Checkmate 141? Or in future studies. Phone number obtained via NPI public search engine. Acknowledgement email sent to HCP. LS 23Dec2016 Split request into 2 questions. See 502851. ""For future studies"" needs to be a no data since we cannot answer that about future studies yet. Add a no data statement to the letter about studying the PD-L1 expression in future studies with a statement following: The following information has been provided to you for your professional review: I think that the SRL is appropriate for the question since HCP is asking were the PD-1 markers studied? and you are providing the answer... yes they were studied and here is the data. Reassigning to you for completion and fulfillment. CS 26Dec2016 Emailed Nivolumab-Efficacy of nivolumab by PD-L1 expression in patients with head and neck cancer SRL with no data statement for future studies (for related request 502851). CW 27Dec2016"
presented,auto_found,Month,4.392171253407279,0.08173138853289619,"['NCCN guidelines', 'data', 'SCLC', 'presented']",2883,Internet search done for phone #. ED14Dec2016 Original Question Text: Dr. Young would like to get more information on data that was presented for 026 at ESMO Sent Nivolumab-Use of nivolumab for the first-line treatment of PD-L1 positive NSCLC SRL via mail. CW 16Dec2016,"Can Doctor get copies of the abstracts that were presented at ESMO. Will be presenting in Vienna next week and would like to see the abstracts before hand, especially the Lung abstracts, but all would be appreciated. Would like a very quick turnaround as Doctor is presenting next week. Sending notification 30Nov2016 Need further clarification on what exactly HCP is asking for when asking for abstracts. Emailing HCP. CS 30Nov2016 HCP has replied back: Looking for an update on the data on lung ca and renal cell data presented at esmo. Splitting into two requests: 473878 for lung and #477958 for RCC.","Can Doctor get copies of the abstracts that were presented at ESMO. Will be presenting in Vienna next week and would like to see the abstracts before hand, especially the Lung abstracts, but all would be appreciated. Would like a very quick turnaround as Doctor is presenting next week. Sending notification 30Nov2016 Need further clarification on what exactly HCP is asking for when asking for abstracts. Emailing HCP. CS 30Nov2016 HCP has replied back: Looking for an update on the data on lung ca and renal cell data presented at esmo. Splitting into two requests: 473878 for lung and #477958 for RCC"
concerned,auto_found,Month,3.52909898927481,0.07651660884436456,"['concerned', 'indication']",422,"Good morning. I wanted to thank you for stopping by yesterday and as always answering my questions. If at all possible, could you please send me information you might have concerning immunotherapy drug(s) combined with chemotherapy. Dr. Spann is interested in this topic. I look forward to hopefully seeing you soon at our GYN Tumor Conference. Alicia Reubert, R.N., ONC Gynecologic Oncology Specialists of Atlanta Alicia Reubert Alicia.Reubert@dekalbmedical.org<mailto:Alicia.Reubert@dekalbmedical.org> 2665 North Decatur Rd. Suite 130 Decatur, GA 30033 Admin Phone: 404.501.EASY (3279) From: Kline, Erik Sent: 25 August 2016 14:52 To: services, literature <literature.services@bms.com> Subject: FW: Info on immunotherapy combined with chemotherapy Hello, Please see the request below for information on Nivolumab given in combination with chemotherapy. Emailed Erik Kline, MSL, to gain some clarification on the question. Emailing the HCP to gain some clarification. Sent acknowledgment emails to both the HCP and the MSL. CS 25Aug2016 MSL emailed reply stating that he went over the use of nivolumab in combination with chemotherapy in NSCLC. MSL stated that she probably wants that information. CS 25Aug2016 Emailed the MSL again to confirm what study that the data he reviewed with her came from. CS 25Aug2016 MSL confirmed study CA209-012 information was reviewed with HCP. Sending the SRL, Nivolumab-Use of nivolumab in patients with NSCLC in combination with platinum-based therapy as first-line therapy, to the HCP. CS 25Aug2016","Doctor has a concern with going to flat dosing with both lower weight patients, Potentially tripling the Opdivo dose for an 80lb patient, or with obese patients. Can you please provide additional info to the doctor regarding this. HCP has indicated that an AE has occurred, however AE is not apparent from the request. Filing an AE out of precaution. CS 30Sep2016 Verified HCP an MD via google; Verified address of HCP via google. CS 30Sep2016 No clarification email sent since SRL available for request. CS 30sep2016 AE#394328 Sending flat dosing letter for underweight/obese. CS 30Sep2016 Received an email that the request was undeliverable due to incorrect email. Made outbound call to find correct email address. Asked JJ to reopen case and resending the reqeust. CS 03Oct2016","Updated demographics. Sent email notification to field and acknowledgement email to HCP. XS 27sep2016 Email: ""In speaking with our physicians concerning the changing of the flat dose of 240 mg, instead of the mg/kg based dose, they had concerns for possible increase in toxicities due to some of the doses being almost double what they are currently getting based on their weight. Could you provide some information/education for them to verify that this flat dose has not been seen to increase toxicities."" Sending the ""Nivolumab-Use of flat dose 240 mg in obese or underweight patients with melanoma NSCLC or RCC"" SRL. Updated SRL title to reflect the question asked. XS 28sep2016"
diagnosis,auto_found,Month,1.8197164865569913,0.07626182355449479,"['diagnosis', 'indication']",374,Please send information on the diagnosis and management of adrenal insufficiency in the clinical study setting. Sending notification CS 14Dec2016 Did PubMed search 2000-Dec2016 using the search terms nivolumab/diagnosis/signs and symptoms/ adrenal insufficiency which did not return any citations. CS 16Dec2016,"This is a request for any available data on Opdivo and cardiac adverse events. Sent notification to both HCP and sales representative. CS 04Aug2016 Verified HCP an NP via google; verified address via google; Shenandoha Oncology. CS 04Aug2016 Did a Pubmed literature search 2000- August 2016 using the search terms nivolumab/cardiac adverse events which returned one possibly relevant citation: Neurological, respiratory, musculoskeletal, cardiac and ocular side-effects of anti-PD-1 therapy. Zimmer L1, Goldinger SM2, Hofmann L3, Loquai C4, Ugurel S1, Thomas I5, Schmidgen MI4, Gutzmer R6, Utikal JS7, Göppner D8, Hassel JC9, Meier F10, Tietze JK11, Forschner A5, Weishaupt C12, Leverkus M13, Wahl R13, Dietrich U10, Garbe C5, Kirchberger MC3, Eigentler T5, Berking C11, Gesierich A14, Krackhardt AM15, Schadendorf D1, Schuler G3, Dummer R2, Heinzerling LM16. Eur J Cancer. 2016 Jun;60:210-25. doi: 10.1016/j.ejca.2016.02.024. Epub 2016 Apr 13. Abstract BACKGROUND: Anti-programmed cell death 1 (PD-1) antibodies represent an effective treatment option for metastatic melanoma and other cancer entities. They act via blockade of the PD-1 receptor, an inhibitor of the T-cell effector mechanisms that limit immune responses against tumours. As reported for ipilimumab, the anti-PD-1 antibodies pembrolizumab and nivolumab can induce immune-related adverse events (irAEs). These side-effects can involve skin, gastrointestinal tract, liver, the endocrine system and other organ systems. Since life-threatening and fatal irAEs have been reported, adequate diagnosis and management are essential. According to the PI, section 6.1, other clinically important adverse reactions in less than 10% of patients treated with Opdivo in Trial 1 were: Cardiac: ventricular arrhythmia Sent email to HCP to possibly narrow the focus of cardiac events. CS 04Aug2016 Per internal team, reaching out to TA's to see if any information to provide. Escalating to US Oncology queue. CS 10Aug2016 Cardiac events listed in the PI Ventricular arrhythmia->in <10% of pts Vasculitis in <1.0% of pts No SRL in Vault Agree with approach to send lit search reassigning to PPD DL 10Aug2016","Hi Brian, Rita Sneed suggested I contact you. I am looking for documentation for Opdivo used for diagnoses Hypopharynx and how it is used. I have check clinicaltrials.gov, but could not find any trials except for head and neck. If BMS has any documentation to support Opdivo used for Hypopharynx can you send me a copy? Verified address via google: Cannot verify HCP via google. CS 12Apr2016 Did Pubmed lit search 2000-April 2016 using the search terms nivolumab/use in hypopharyngeal cancer which did not return any citations. Searched through www.clinicaltrials.gov (April 2016) using the search terms nivolumab and hypopharyngeal cancer which did not identify any trials/studies for this indication. Per consultation with internal oncology team, escalating to Access MI for fulfillment. CS 12Apr2016"
