term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
EASL update,Area, VIROLOGY,508.050966608,6.49013921883e-42,37,154,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",MD has GT3 pt decompensated and wants to see data without RBV when treatment is expended to 24 weeks because he doesn't like using RBV. Used real world data from MSL reactive deck.,Dr. Dunn asked to see DDI profile specifically interactions with HIV drugs but also wanted to see the slide on all PK studies. Asked me to send a copy of both slides. MIRF completed. He also wanted to see data in SOF/RBV failures and extended treatment duration with and without RBV in decompensated cirrhotics. Used reactive MSL deck to answer. He requested I send the slides with efficacy data from the French study in decompensated cirrhotics. Added this request to the written MIRF.,191
EASL data,Area, VIROLOGY,466.857644991,1.61111387082e-38,35,606,EASL: TL requesting high level overview of Daklinza data presented at EASL. This was fulfilled and reviewed by MSL at visit.,TL requesting high level overview of post EASL data relating to Daclatasvir. This was reviewed by MSL at visit.,What BMS Data was presented at EASL? Reviewed a high level overview of EASL presentations from BMS-answered via MSL at visit.,641
GT2,Area, VIROLOGY,411.933216169,5.46910640115e-34,48,158,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",Asked about efficacy in GT2 pts. Discussed 040 study. Also asked about studies in extending treatment duration to be in line with guideline recommendations. 24 week study is being conducted. Discussed real world 24 week data.,Email from customer requesting guideline recommendations for extended treatment for a cirrhotic patient who was no longer eligible for RBV but had already received 8 weeks of SOF/DCV. Used guidelines for 24 week duration for GT3 cirrhotic patients with or without RBV.,206
SOF/DCV,Area, VIROLOGY,357.008787346,1.87160578767e-29,29,119,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",Email from customer requesting guideline recommendations for extended treatment for a cirrhotic patient who was no longer eligible for RBV but had already received 8 weeks of SOF/DCV. Used guidelines for 24 week duration for GT3 cirrhotic patients with or without RBV.,Physician has a GT3 cirrhotic patient that has failed 24 weeks SOF/DCV among other therapies. Asked about data in retreatment since he is considering Epclusa. No available data on retreatment once patient has failed 24 wk SOF/DCV.,148
cirrhotic patients,Area, VIROLOGY,288.353251318,8.73929929601e-24,34,119,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",Email from customer requesting guideline recommendations for extended treatment for a cirrhotic patient who was no longer eligible for RBV but had already received 8 weeks of SOF/DCV. Used guidelines for 24 week duration for GT3 cirrhotic patients with or without RBV.,"Wants to see data more data for GT3 in cirrhotic patients other than Ally 1 & 3, specifically in decompensated patients and ask what is the efficacy rate for 24 weeks SOF/DCV in GT3 patients. Used reactive deck to show French compassionate use. Discussed Ally 3+. Completed paper MIRF because he asked for a copy of speaker slide deck, real word decks, and Ally 3+ deck.",153
extending treatment duration,Area, VIROLOGY,274.622144112,1.18843512446e-22,20,128,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",Email from customer requesting guideline recommendations for extended treatment for a cirrhotic patient who was no longer eligible for RBV but had already received 8 weeks of SOF/DCV. Used guidelines for 24 week duration for GT3 cirrhotic patients with or without RBV.,Ask about most common polymorphisms with GT3 patients. Used GT3 speaker deck to respond. Also ask about efficacy in extending treatment duration with GT3 cirrhotic patients. Discussed real world European data and showed slides for real world French data.,148
without RBV,Area, VIROLOGY,247.159929701,2.19276528605e-20,18,132,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",Email from customer requesting guideline recommendations for extended treatment for a cirrhotic patient who was no longer eligible for RBV but had already received 8 weeks of SOF/DCV. Used guidelines for 24 week duration for GT3 cirrhotic patients with or without RBV.,Ask about most common polymorphisms with GT3 patients. Used GT3 speaker deck to respond. Also ask about efficacy in extending treatment duration with GT3 cirrhotic patients. Discussed real world European data and showed slides for real world French data.,150
GT3,Area, VIROLOGY,226.563268893,3.55749539937e-36,48,156,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",Email from customer requesting guideline recommendations for extended treatment for a cirrhotic patient who was no longer eligible for RBV but had already received 8 weeks of SOF/DCV. Used guidelines for 24 week duration for GT3 cirrhotic patients with or without RBV.,Ask about most common polymorphisms with GT3 patients. Used GT3 speaker deck to respond. Also ask about efficacy in extending treatment duration with GT3 cirrhotic patients. Discussed real world European data and showed slides for real world French data.,204
RBV,Area, VIROLOGY,219.69771529,4.69037362116e-35,51,110,Email from customer requesting guideline recommendations for extended treatment for a cirrhotic patient who was no longer eligible for RBV but had already received 8 weeks of SOF/DCV. Used guidelines for 24 week duration for GT3 cirrhotic patients with or without RBV.,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",Provider asked to see updated GT3 data from real world studies with SOF/DCV used for 24 weeks without RBV.  Also asked to see data in SOF/RBV failures with SOF/DCV. Used approved reactive medical deck to respond,161
cirrhotics,Area, VIROLOGY,219.69771529,4.0267720626e-18,21,153,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",Email from customer requesting guideline recommendations for extended treatment for a cirrhotic patient who was no longer eligible for RBV but had already received 8 weeks of SOF/DCV. Used guidelines for 24 week duration for GT3 cirrhotic patients with or without RBV.,Dr. Dunn asked to see DDI profile specifically interactions with HIV drugs but also wanted to see the slide on all PK studies. Asked me to send a copy of both slides. MIRF completed. He also wanted to see data in SOF/RBV failures and extended treatment duration with and without RBV in decompensated cirrhotics. Used reactive MSL deck to answer. He requested I send the slides with efficacy data from the French study in decompensated cirrhotics. Added this request to the written MIRF.,174
GT2 patients,Area, VIROLOGY,219.69771529,4.0267720626e-18,16,142,"Has GT2 patient that can't tolerate RBV and is treatment experienced. Is there data with SOF/DCV. Discussed 040 study, ALLY 1 & 2",Asked about efficacy in GT2 pts. Discussed 040 study. Also asked about studies in extending treatment duration to be in line with guideline recommendations. 24 week study is being conducted. Discussed real world 24 week data.,"Wants to see data more data for GT3 in cirrhotic patients other than Ally 1 & 3, specifically in decompensated patients and ask what is the efficacy rate for 24 weeks SOF/DCV in GT3 patients. Used reactive deck to show French compassionate use. Discussed Ally 3+. Completed paper MIRF because he asked for a copy of speaker slide deck, real word decks, and Ally 3+ deck.",158
dcv data was presented at EASL,Area, VIROLOGY,205.966608084,5.44271480819e-17,15,499,Can you show me dcv data presented at EASL this year?,What dcv data was presented at EASL this year?,What dcv data was presented at EASL this year?,514
DCV/SOF,Area, VIROLOGY,185.369947276,1.85779260746e-29,72,124,"Data for DCV/SOF in Gt2, TE (DAA failure), co-infected patients.",What data is there to support DCV/SOF in HIV GT1 &3 co-infected patients?Answered with MSL comprehensive reactive deck,Use of DCV/SOF in GT2 TE. MSL spoke to comprehensive reactive deck.,196
SOF,Area, VIROLOGY,178.504393673,9.87013843934e-15,110,79,Ask about data in pats with renal insufficiency because she had a patient denied SOF/DCV and insurance company wanted her to prescribe 48 weeks of SOF/RBV. Not recommended to use SOF in pts with creatinine clearance less than 30. Also asked about use in GT2. Discussed 040 data.,What is the efficacy in genotype 2 patients? Also asked about using in GT3 hemodialysis patient. Discussed 040 trial and SOF precaution in renal failure. No recommendation for usage with renal failure due to SOF being cleared renally.,Can SOF/DCV be used in renal insufficiency? SOF cleared renally therefore not recommended in patients with creatinine clearance less than 30.,189
040 study,Area, VIROLOGY,164.773286467,1.32269841565e-13,12,183,"Has GT2 patient that can't tolerate RBV and is treatment experienced. Is there data with SOF/DCV. Discussed 040 study, ALLY 1 & 2",Asked about efficacy in GT2 pts. Discussed 040 study. Also asked about studies in extending treatment duration to be in line with guideline recommendations. 24 week study is being conducted. Discussed real world 24 week data.,Provider asked to see updated GT3 data from real world studies with SOF/DCV used for 24 weeks without RBV.  Also asked to see data in SOF/RBV failures with SOF/DCV. Used approved reactive medical deck to respond,195
cirrhotic,Area, VIROLOGY,151.042179262,1.76500052995e-12,48,108,What data do you have with DCV/SOF RBV for 16 week treatment of GT3 Compensated cirrhotic?Answered via MSL Comprehensive reactive deck.,Data on use of DCV/SOF/RBV x24wks in decomp gt3. MSL spoke to eu cup.,Jaw pain with use of DCV/SOF/RBV. GT3 advanced cirrhotic male self-DC regimen at week 19 due to jaw pain. Was undetectable at DC but relapsed 2 weeks later. AE/PQC reported to hotline within 24hrs by MSL.,156
Use of DCV/SOF,Area, VIROLOGY,151.042179262,1.76500052995e-12,15,191,Email from customer requesting guideline recommendations for extended treatment for a cirrhotic patient who was no longer eligible for RBV but had already received 8 weeks of SOF/DCV. Used guidelines for 24 week duration for GT3 cirrhotic patients with or without RBV.,"Telephone call requesting SVR rates in GT3 cirrhotic patients. Discussed Ally 1 clinical trial. Then ask about guideline recommendations for 24 weeks with and without RBV. Wanted to know what data there is to support extended treatment duration and whether RBV makes a difference in efficacy. Discussed real world data both European and French study, as well as ALLY 3+ data.",Provider asked to see updated GT3 data from real world studies with SOF/DCV used for 24 weeks without RBV.  Also asked to see data in SOF/RBV failures with SOF/DCV. Used approved reactive medical deck to respond,206
AASLD,Area, VIROLOGY,137.311072056,2.34280056189e-11,10,106,requested copy of ALLY3+ presentation from 2015 AASLD Conference provided via on demand pilot.,request copies of ALLY-1 and French ATU presentations.  Provided via on demand pilot.,requested copies of the AASLD 2015 presentations for French ATU and EU CUP,116
ALLY-1,Area, VIROLOGY,137.311072056,2.34280056189e-11,10,111,request copies of ALLY-1 and French ATU presentations.  Provided via on demand pilot.,requested copy of ALLY3+ presentation from 2015 AASLD Conference provided via on demand pilot.,requested copies of the AASLD 2015 presentations for French ATU and EU CUP,121
ALLY3+,Area, VIROLOGY,137.311072056,2.34280056189e-11,10,111,requested copy of ALLY3+ presentation from 2015 AASLD Conference provided via on demand pilot.,request copies of ALLY-1 and French ATU presentations.  Provided via on demand pilot.,requested copies of the AASLD 2015 presentations for French ATU and EU CUP,121
coinfection,Area, VIROLOGY/NS,643.769230769,1.7881926283e-05,3,372,Will Daklinza be indicated for coinfection in GT-3 only?,When is BMS expecting approval of the coinfection indication?,What data do you have on daclatasvir/sofosbuvir/rbv treatment in decompensated patients?,375
GT-2,Area, VIROLOGY/NS,429.179487179,2.40227626111e-09,9,127,What data do you have on GT-2  coinfected treatment experienced patients treated with Daklinza/Sovaldi?,What data do you have on daclatasvir/sofosbuvir/rbv treatment in decompensated patients?,What data do you have on gt-2 patients treated with DCV/SOF?,136
section,Country,,1396.33333333,4.26133143161e-06,4,302,The room was full at AACR for the FDA Blueprint project presentation and I wasn't able to attend.  Do you have hte results?|||Shared FDA Blueprint slide section from MSL Biomarker Reactive mini-deck|Chao Huang|USA|Field Medical USOLI|5658|2016-08-04 00:44:05.447000000,"Why is there a boxed warning for edoxaban and why is there so little use.|||Briefly discussed important outcomes of the ENGAGE-AF trial and directed here to several parts of the FDA review of edoxaban, especially data sections addressing ischemic stroke rate by decile of baseline renal function.|Katherine Cabral|USA|Field Medical USOLI|5535|2016-07-07 02:00:30.763000000",What is the status of andexanet alfa?|||Discussed FDA decision and the Annexa-4 study.|Scott Beegle|USA|Field Medical USOLI|6221|2016-12-15 10:33:44.250000000,306
medical,Country,,380.818181818,4.98709536594e-09,38,224,The room was full at AACR for the FDA Blueprint project presentation and I wasn't able to attend.  Do you have hte results?|||Shared FDA Blueprint slide section from MSL Biomarker Reactive mini-deck|Chao Huang|USA|Field Medical USOLI|5658|2016-08-04 00:44:05.447000000,What is the status of andexanet alfa?|||Discussed FDA decision and the Annexa-4 study.|Scott Beegle|USA|Field Medical USOLI|6221|2016-12-15 10:33:44.250000000,"Why is there a boxed warning for edoxaban and why is there so little use.|||Briefly discussed important outcomes of the ENGAGE-AF trial and directed here to several parts of the FDA review of edoxaban, especially data sections addressing ischemic stroke rate by decile of baseline renal function.|Katherine Cabral|USA|Field Medical USOLI|5535|2016-07-07 02:00:30.763000000",262
FDA,Country,,349.083333333,3.858452551e-05,28,762,What is the status of andexanet alfa?|||Discussed FDA decision and the Annexa-4 study.|Scott Beegle|USA|Field Medical USOLI|6221|2016-12-15 10:33:44.250000000,"Why is there a boxed warning for edoxaban and why is there so little use.|||Briefly discussed important outcomes of the ENGAGE-AF trial and directed here to several parts of the FDA review of edoxaban, especially data sections addressing ischemic stroke rate by decile of baseline renal function.|Katherine Cabral|USA|Field Medical USOLI|5535|2016-07-07 02:00:30.763000000",The room was full at AACR for the FDA Blueprint project presentation and I wasn't able to attend.  Do you have hte results?|||Shared FDA Blueprint slide section from MSL Biomarker Reactive mini-deck|Chao Huang|USA|Field Medical USOLI|5658|2016-08-04 00:44:05.447000000,790
