text,date
LTLs at 2 H&N iplan programs have stated that given the over doubling of the 1 year OS rate in SCCHN this is the 'best' option for these patients and they will be using nivolumab in the indicated setting going forward.,1479704400.0
"A LTL after giving a SCCHN program stated they had 2 patients that had received prior platinum that they were considering giving cetuximab, but said they will likely give nivolumab instead since it is now approved.",1479704400.0
A LTL stated that they were 'disappointed' that the SCCHN indication is weight based dosing.  The LTL stated it is starting to get 'confusing' keeping up with the different doses with nivo.,1479704400.0
Local H&N TLs have stated that pseudo-progression not observed at all with use of nivo or pembro vs melanoma.,1482814800.0
H&N RTL hardly uses the EXTREME regimen based toxicities and feels that the 209-714 trial with IO-IO combination will accrual better than the 209-651 trial.,1482814800.0
"Local HN TL commented how confusing the dosing landscape is for the PD-1 agents, with weight-based dosing vs flat dosing and when to use which.  He ended up prescribing 240 mg flat dose for nivo in H&N assuming flat dose was across all solid tumors similar to the flat dose for pembro.  Made TL aware of the data available currently with nivo on flat dose and TL switched to wt-base dosing for the HN patient.",1482814800.0
"Local and regional HN TLs have used nivo for H&N even prior to NCCN adoption or FDA approval, based on the OS endpoint being met and had not had issues with reimbursement.",1480914000.0
SCCHN TL stated that the quality of life and symptom burden data was impressive and was also impressed with BMS's efforts to capture.,1467000000.0
TLs have mentioned BMS has scientifically rigorous trials with OS as primary endpoint displace SOC vs pembro single arm baffled by the type of study designs that are rolling out from Merck however they are riding off of BMS shoulders because many lump PD1 inhibitors as similar,1467000000.0
"SCCHN RTL uses a modified version of EXTREME, PTC (platinum/taxane/cetuximab) due to toxicities from 5-FU.  He mentioned EXTREME is SOC because of the Vemorken study in Belgium where taxanes were not approved at the time.  

Patient selection: For patients who are young and fit (i.e. good ECOG PS) uses PTC in the metastatic setting.  Does not see benefit of single agent cetxuimab in recurrent metastatic setting based on low response rates and toxicities.  For patients with worse PS, would use a PD1 inhibitor

Dosing: majority of patients are started on pembro because of the convenience of the q3 week dosing, which has been echoed across two other TLs in the region.  RTL mentioned only one of his patient being on Opdivo but responding well to therapy.",1466395200.0
RTL who heads up Head & Neck program mentioned that given his experience nivolumab would be his choice in the 2L setting for H&N moving and would consider cetuximab in the 3L setting.  He also mentioned a need for trials and interest in salivary gland malignancies.,1456722000.0
"With regards to competitor development of IO in head and neck cancer, NTL mentioned Merck's strategy seems to be predominately Pembro+chemo focused.  AZ's strategy is more IO focused with different combinations of durvalumab and treme along with other IO agents.  He said BMS needs to continue strong and rapid development of IO combinations in Head and Neck.  He believes we have an advantage in this area due to our IO rich pipeline.",1456722000.0
"NTL mentioned the recent press release of Checkmate-141 early stoppage for OS advantage is a ""game changer"".  He was particularly impressed that it was against standard of care agents that included Erbitux.  He stated it would be adopted as standard of care upon approval and no treating oncologist is concerned with the toxicity profile bc it's so well tolerated.",1456722000.0
An RTL was impressed with the CheckMate 141 data for H&N. However questioned if we should be testing for PD-L1 since the OS was more significant in the PD-L1>1% group.,1461556800.0
"A RTL from the New England area stated that he was impressed with Nivolumab's data in SCCHN.  He added that prior to using cetuximab, he would definitely use Nivolumab based on the better safety profile and improved OS data.",1480309200.0
"Spoke with a LTL for H&N.  He was aware that Pembro is FDA approved for H&N, but he stated that the Merck Reps have not been around to promote the indication yet.  He also added that he is going to tell them that he is going to continue to use Nivolumab in his H&N pts because of the phenomenal support program (BMS Access support) that BMS has and the success that he has had getting access to Nivo. He added, if for some reason Nivo was denied, only then would he consider using pembro.",1471752000.0
An oncology pharmacist at an academic institution mentioned that he was surprised to see Nivolumab already being used so quickly in patients with Head & Neck. He mentioned two different MDs that are regularly using it in their pts.,1462852800.0
"After reactive discussing the positive OS data announcement with CA209-141 for H&N, the RTL actually asked for a copy of the BMS Press Release.  Upon inquiring further why the need for a copy of the press release, the RTL shared that with that information in hand, he stated that they can start using nivolumab for H&N without having insurance companies pushing back on it.  The TL was excited to have another option for his H&N pts and was eager to start using it.",1454043600.0
"During an unsolicited reactive discussion, a SCCHN LAI/NTL at a large academic institution indicated that:
IFN-gamma 6 gene signature currently is the most promising biomarker to predict response to PD-1/PD-L1 inhibitors.",1474516800.0
"During a discussion focusing primarily on research interests, a RAI/advisor to an NCCN H&N panelist/member of the NCCN Steering Committee shared the following unsolicited insights:
•	Considers that there is no better treatment option for PIat-refractory R/M SCCHN than a PD-1 inhibitor, including for P16-negative/PD-L1 negative tumors.",1475208000.0
"During an unsolicited reactive discussion, a SCCHN LAI/NTL at a large academic institution indicated that:
PD-L1 testing should not be used to guide treatment decisions for PD-1 inhibitor therapy in patients with platinum-refractory R/M SCCHN (""there is no useful predictive biomarker to guide cetuximab treatment either"").",1474516800.0
A regional TL offered that she has been treating a head and neck patient off-label with Nivo for over a year.  This patient was on 5L therapy and has had a significant clinical response and much better quality of life.,1481259600.0
"A regional TL shared with me that he has been treating SCCHN patients with nivolumab off-label but has yet to see any good responders.  Even with pembro being approved in that space, he offered that he is going to continue using nivo off-label because of his preference for the drug.",1472616000.0
"A regional TL shared that she was able to get Nivo approved for a SCCHN patient.  This patient is under 50 years old and had failed 5 lines of prior therapy, and after 6 months of Nivo he is near a complete response.",1468987200.0
"A national H&N TL at an NCI designated cancer center offered that she substitutes Taxol for 5FU in the EXTREME regimen. She said that she ""loves"" weekly taxol and erbitux because she always sees responses.",1466568000.0
A regional HNSCC TL and lung TL shared that he was very impressed by the -141 data presented at AACR.  He expressed that he is very anxious for the FDA to approve it as he believes it is superior to any other therapeutic options.  He said that he will use it in patients who are PDL1 negative and always prefers an agent that does not require PDL1 testing.,1462507200.0
RTL noted a recent case where he used Pembro in advanced SCCHN and pt had CR.  After 6 mo. pt. elected to stop Tx and appox 4 months later still in CR,1480914000.0
RTL noted that he is aware that some oncologists have been using less aggressive chemo in HPV positive tumors but stressed there is no evidence to support,1481432400.0
"NTL from large University hospital in midwest noted on results from 141 from podium ""The RR may have been 16% but the OS was stunning""",1481173200.0
RTL in SCCHN noted on duration of therapy and stopping:  Many patients come in and want to know how long Jimmy Carter was on pembro and want to use that as their guide.,1480914000.0
"Met with for SCCHN

She stated that Nivo will absolutely be drug of choice now over pembro given data

Interestingly she stated she has been using Nivo exclusively after Pt in HN for over 6 months.  She stated she has had no denials from any carrier (Large urban area with likely BCBS, UHC, UHC, Aetna, Cigna and CMS)  She stated when initial request goes in data (abstract?) for Nivo in HN is included by her staff and she has gotten no denials",1480222800.0
Met with NTL in HN.  Stated now that we have HN approval we clearly should be the market leader given out larger phase 3 trial with OS.  Stated everyone at his institution would use Nivo after Pt in HN,1479618000.0
"Per TL, interested in deescalating therapy for H&N patients. For example, patients with HPV+ disease who typically have better prognosis, perhaps less intense chemo/XRT upfront to prevent toxicity.",1482296400.0
"Per RTL, majority of head and neck ca is diagnosed in the LA stage; Most patients receive Platinum based therapy upfront. Therefore, prefer not to reuse platinum in recurrent setting. Present standard of care now Nivolumab in rec/metastatic setting.",1482296400.0
"Per TL, at this time not testing for PD-L1 in head and neck cancer as no role in treatment decision.",1482296400.0
"TL preference for rec/met setting now Nivo, except would prefer EXTREME regimen in patients with bulky disease. Prefers to save taxane for later down the line.",1482296400.0
"HCP states team holds monthly tumor boards with team including rad/onc, med/onc, ENT, RNs. Works closely with multidisciplinary team. High volume of H&N patients. Radiation and chemo suite in same building.",1482296400.0
"Per HCP Platinum typically used in frontline LAD, therefore, prefer not to use EXTREME regimen or platinum in rec/met setting. Concern with toxicity and especially renal toxicity. If used EXTREME may use carbo instead of cisplatin or modify the dose. Options include Erbitux, radiation, taxane. Now preferred agent Nivo, and HCP has several patients on treatment thus far.",1482296400.0
"Per HCP, no role for PD-L1 testing at this time in H&N cancer.",1482296400.0
"RTL sees no value in PDL1 testing at this time in SSCHN. Says the test is not ready for ""prime time."" States anyone familiar with IHC testing understands that it is not a binary result and there are challenges to testing. Would not want to deny PDL1 negative patients from PD-1 inhibitor given that understanding.",1479358800.0
RTL states that PD-1 inhibitor is now the standard of care in platinum refractory patients in rec/met setting. Either Nivo or Pembro are options. Has been using pembro since received FDA approval in August. Will use nivo also. Mentioned the q3week may be preferred for patients who have to travel long distances to the clinic.,1479358800.0
"RTL stated further research in SSCHN will include IO-IO combos, other immunomodulatory agents, and targeted agents (though a challenge finding actionable targets). Working on possible IO-IO combos in lab and plans to use nivo in these models.",1479358800.0
"TL feels that tumor mutational burden should be measured in Head and Neck trials. States that all humans are exposed to radiation over time and some cells develop resistance to radiation as a result, which is the theory why radiation therapy at times fails. Feels that HPV negative patients are being left behind, and feels that tumor mutational burden may have a relation to nivo responses in these patients.",1478840400.0
Our TL expressed their site was closing Keynote- 040 early as pembrolizumab now approved in the second line setting as superior to chemotherapy,1477368000.0
"RTL from an advanced community institution still believes in platinum-based chemo backbone for combination studies in locally-advanced SCCHN.  RTL is currently studying the safety/efficacy of pembrolizumab + chemoradiotherapy (CRT) with a cisplatin backbone.  Trial design is below:
- Combo: pembro 200 mg q3w + cisplatin 40 mg/m2 qweekly + 70 Gy RT (fractionated)
- Adjuvant: pembro 200 mg q3w",1479618000.0
"RTL from a major academic institution was excited for nivo in SCCHN.  However, for those patients who progress on or after I-O therapy, RTL suggested perhaps liri +/- nivo may be something of interest to investigate.",1481432400.0
"RTL from a major academic institution does routine HPV testing via p16 as a surrogate, but does not routinely test for PD-L1.",1478404800.0
RTL from a major academic institution mentioned that he is eager for Opdivo's approval in head and neck as he's already using it at his institution.,1478404800.0
"RTL from a large, progressive community institution (who also happens to be an investigator for KEYNOTE-055) is more inclined to use nivo in rec/met SCCHN within clinical practice than pembro based on data from CheckMate 141 as it was a Phase 3 study with a comparator arm of IC chemo.  RTL is eagerly anticipating the approval for nivo for SCCHN.",1477627200.0
"RTL from a major academic institution is already using nivolumab for SCCHN in the 2nd+ line, so the information from ESMO 2016 wasn't anything new.",1477195200.0
NTL from a large academic institution mentioned that currently pembro is only used in very late stage SCCHN patients at his practice.,1475380800.0
HCP from a community institution who regularly sees head and neck patients was enthusiastic to see results from CheckMate 141.  HCP also mentioned that he does not use the EXTREME regimen often.,1469332800.0
"RTL from a major academic institution prefers to use platinum-based therapy up front in rec/met setting, then cetuximab in platinum refractory patients.

RTL said that she's not a big fan of the EXTREME regimen, but would not hesitate to open up an I-O study with EXTREME as a comparator arm.

RTL was very impressed with CheckMate 141 post-AACR and post-ASCO.  She's eagerly anticipating the approval for Opdivo in SCCHN.",1466308800.0
"RTL from a major academic institution sees mostly patients who are HPV-positive with cancers at the oropharynx site.  In early stage (locoregional), the importance of curative intent post surgery is crucial at this institution.  Additionally, chemo/RT is mainstay in the adjuvant setting.

The RTL also mentioned that there are quite a number of patients with salivary cancers, particularly adenoid cystic carcinoma.

There is close communication within the multidisciplinary treatment team structure with a dedicated SCCHN disease group consisting of: medical oncologists (oncs), radiation oncs, and surgeons.",1466308800.0
"RTL from a major academic institution uses p16 as a surrogate for HPV status.  HPV testing is routine practice.  The institution has a significant SCCHN population with 70-80% being HPV positive.

RTL doesn't see PD-L1 status as important for the time being, and PD-L1 testing for SCCHN is not routine practice.",1466308800.0
"RTL in a progressive community institution shared that he was extremely impressed with the new OS data from AACR on CheckMate 141.

RTL inquired about first-line SCCHN studies as well as CheckMate 651 he found from clinicaltrials.gov.  RTL mentioned that he is extremely looking forward to the results of this trial as he uses the EXTREME regimen extensively in his practice for 1st line.  RTL also mentioned that he would've loved to be a site for this trial, except that his institution is also a site for KEYNOTE 040, which he isn't too fond of since 141 already provided exceptional OS data.",1462680000.0
RTL in Minneapolis was excited from the press release for CheckMate 141.  He's been doing some considerable research with anti-KIR compounds and would like to see more trials in SCCHN with anti-KIR + PD-1 combination therapy.  Fully aware of the lirilumab + nivolumab Phase 1 trial and is excited to see the results in the future.,1461470400.0
"Regional TL in head and neck cancer mentioned that E67 vaccine combined with nivolumab would be promising.  Moreover, simultaneous NK augmentation and T-cell activation is the way of the future for these trials, especially in HPV negative patients.",1457240400.0
A H&N TL commented that he is afraid of the immune-related side effects and several of his H&N colleagues recently discussed this at the recent H&N meeting in Arizona. This may represent a pocket of HCPs with limited or no exposure to immunotherapy that need targeted education on immune related AEs and appropriate management.,1458705600.0
"An academic TL felt that for future BMS trials in Head and Neck, we should not limit our focus to metastatic setting, but consider earlier stage setting with nivolumab as maintenance/consolidative therapy since nivo is so well tolerated and would likely benefit both HPV+ and HPV- patients",1457499600.0
RTL shared site is closing Keynote 040 due to approval of pembrolizumab in this patient population and chemotherapy no longer being standard of care in this setting.,1477368000.0
"Community RTL shared that insurance denied pembrolizumab for H&N indication, but came back and approved nivolumab. TL felt this might be due to Cat 1 NCCN recommendation for nivo as this payer tends to follow NCCN and is the dominant payer in the State.",1476936000.0
TL commented that the positive impact on QOL with Opdivo from CM-141 is tremendous in H&N cancer,1476417600.0
"TL shared that she is currently combining nivolumab with radiation (quad shot) to potentially improve response in patients with incurable H&N. She has treated 12 patients with this approach so far with no increase in toxicity . She did say it is too early to know anything about long term outcomes, but seems to be a safe approach and not having to delay immunotherapy.",1476417600.0
"Academic TL shared that she does not believe EXTREME regimen to be widely used in 1L rec/met setting. IN her experience, majority of patients are not able to tolerate the triple cocktail",1475467200.0
RTL expressed frustration in the lack of data in H&N cancer patients with PS2+. Felt that majority of patients in the real world setting would be PS2 following surgery/radiation/platinum. Suggested BMS generate data in this patient population,1475467200.0
TL shared that a current AZ trial in platinum refractory H&N cancer combining MEDI4736 with AZD5069 or AZD9150 (NCT024499328) was put on hold due to unexpected AE concern. TL mentioned that they were in the process of opening the study when this happened and believed the AE of concern to be hematologic/bleeding related.,1475467200.0
RTL was very impressed with nivo data from CM 141 in p16+ patients. He suggested that nivo monotherapy could potentially be a first line metastatic option in the p16+ patient population,1467950400.0
Community TL was impressed with the nivo data in p16+ SCCHN patients from -141 study. He suspected that virally driven disease may not respond as well due to less genomic instability vs those p16- patients,1461902400.0
"An RTL was impressed with the -141 data, but questioned whether we should be identifying p16+/PDL1+ patients for use of nivolumab based off the biomarker data presented in -141 AACR presentation",1461211200.0
TL shared that there have been bleeding complications in the Durva+treme arm in the AZ study of Durva or Durva+treme vs soc chemotherapy for H&N cancer,1476417600.0
An RTL commented that he felt enrollment to CheckMate 651 may be a challenge with having EXTREME regimen as control arm as it is not widely used in community setting,1461211200.0
"Melanoma TL had been frustrated about lack of direction concerning provided drug with adjuvant Yervoy when there is a need to decrease the dose from 10 mg/kg to 3 mg/kg due to AEs.  Met with ARS who was able to answer his questions, and he now feels more comfortable with ordering this therapy and counseling his patients.",1465704000.0
"RTL (radiation oncologist) highlighted the huge unmet need in the locally advanced elderly (>70 y.o.) population with CRT as current standard of care, many can't tolerate the toxicity from the chemo and recent meta-analysis now actually show CRT doesn't correlate to survival and might actually be detrimental",1482382800.0
RTL shared that while he does test for PDL1 status in his NSCLC patients he does not test in H&N at this time as pembro's label does not require this; he also elaborated that  seeing the Checkmate 141 data from ASCO and looking at the OS curves based on PDL1 status that once nivo is approved he also will likely continue to not test for PDL1 in H&N patients,1474516800.0
Regional academic TL stated that a huge unmet need within the H&N landscape is for those patients that require reirradiation and adding an agent to treatment for these patients,1456722000.0
"Local TL voluntarily shared and commented on the recent press release regarding the early stop of CheckMate -141, stating he feels nivolumab would be a great choice in this tumor type specifcally for elderly patients (older than 65 years old) due to the current level of toxicity that is seen with the use of cetuximab",1454994000.0
"Regional H/N TL commented that even with EXTREME being the SoC for 1L rec/met, she's surprised there isn't more of an option left to physicians for clinical trial settings where investigator's choice could be part of the protocol. She expressed that EXTREME is very rarely used as-is and is very challenging to sell a pt on when they know they may be randomized to this therapy. Most often 5-FU is swapped out for a taxane and occasionally cetuximab is left out altogether depending on the state of the pt. She felt this may create a lag to the ongoing I/O trials that are using this as a comparator.",1481432400.0
"Local TL commented that there is really no use for PDL1 or p16 testing when it comes to use of immunotherapy in SCCHN. While p16 is SoC for oropharyngeal and will be routinely completed, treatment decision when it comes to use of PD1 agents is regardless of outcome. The utility of p16 at this point has more to do with optimizing radiation dose given rather than immunotherapy or even chemotherapy at this point.",1481432400.0
"Local TL commented that while the H/N market is relatively simple at this point with a couple of new drugs on the scene, he feels the nature of biomarker (PDL1/p16) testing may gradually become more and more important just as it now has for lung cancer. When everything began in NSCLC with I/O it was straightforward as well and is now becoming more and more complex.",1480827600.0
"RTL in SCCHN commented that he really could not believe pembro received approval in H/N as quickly as they did with the data they filed with. For him, the choice is clear b/t pembro and nivo since nivo has actually proven to be superior to chemo while pembro has no comparator at this point. In addition, he feels experience with the drug makes a considerable impact. He had a pt with a CR on the nivo trial and several other pts do well so will stick with what he knows has the potential to work.",1480827600.0
"National SCCHN TL who serves as NCCN panelist commented that regardless of which product ultimately comes to market first for head/neck (b/t nivo and pembro), she feels that nivo should win in H/N mainly because OS trumps ORR and she presumes that the NCCN guidelines should reflect that in the way they did for NSCLC following launch of the 2 PD1 agents.",1462507200.0
Regional TL at academic site commented that he's seen on several occasions a patient being excluded from certain I/O-based SCCHN studies because of prior exposure to anti-PD1 agents. He claimed that some community physicians have been reporting lung mets as primary disease in SCCHN pts and getting approval for nivo or pembro based on current NSCLC indications.,1461902400.0
Local TL at academic institution was very excited to see the strength of the nivolumab SCCHN data and felt it will easily become the standard of care in the 2nd line rec/met setting regardless of PDL1 status. Was very eager to see formal FDA approval.,1461297600.0
HCP treating pt with met SCC single agent Nivo and has melted tumors away from his arm and head. He is in PR.,1454907600.0
RTL stated he is treating a H&N pt with Nivo. 4 cycles and PR. Pt doing well.,1454907600.0
Community TL using Keytruda in H&N pt - 3 doses and severe pneumonitis admitted to hospital on high dose steroids after bronch.,1479704400.0
Largest Community Practice in state: TL stated H&N pt started on Keytruda but also getting tacrilimus for renal ca after transplant. Too early to tell response from keytruda. Would have used opdivo but was not indicated at the time. His colleague said take off T and give Erbi + Keytruda! Stated probably will lose kidney but better to be on dialysis than dead.,1479704400.0
Largest Community Practice in state: TL stated Concerned of ORR so low but bc pts had received prior Erbi not surprised.,1479704400.0
"When asked about toxicity associated with front line EXTREME use, my TL said ""why do you think they call it the EXTREME regimen?""",1479272400.0
"Tumor burden/tumor volume definitely a concern especially in areas of the neck impinging on vital structures. (vessels, trachea, etc.) concern over t-cell accumulation in those areas having an impact on creating problems with airway, etc.  Would definitely opt for chemo and/or XRT in those specific areas to reduce tumor burden quickly.",1480395600.0
"From the perspective of a NTL at a large academic institution.
Radiation Oncologists do not make the decisions or order the chemotherapy (or I/O therapy).  Do they need to know about what the patient is receiving = Yes, do they ever order = No.  While it would be a ""good idea"" to speak to them about IO therapy, they are not part of the ordering process for drugs. (At this particular institution)",1480309200.0
"Large academic center TL - had issues with the trial design in 141, stating that no one really uses MTX anymore, she prefers to go with carbo/taxol/cetuximab as she feels the data is much better compared to CM 141",1480395600.0
"Academic TL, national recognition: ""You get a lot of complete misses with I/O therapy whereas with chemotherapy you always get something in the way of a response""",1480309200.0
"NTL visit today:
1. If patient tolerates chemo, he will consider chemo again in the future.
2. The longer the time of initial response, would consider chemo again.
3. Where is the patient in the course of their disease?
4. Bulky or symptomatic disease would go chemo every time.
5. Volume of disease is an important factor in the treatment decision process as well.",1480309200.0
SCCHN TL like Extreme in the front line setting - she likened it to FOLFIRINOX for Pancreatic cancer - tough regimen but the data is there in the front line setting.  IN patients with lesser PS -she plays with drugs/dosages for EXTREME to make sure the patient see them but maybe not at the full doses.,1479272400.0
Academic lung/H&N TL feels as though the biggest bang for the buck in SCCHN will be the PDL1 (-) and the HPV (+) group.  Although he is still wondering why the competition is FDA approved on response rates?  Very difficult from his perspective to have a conversation with patient around RR rather than survival.,1478145600.0
"Academic HDB TL - ""Rarely use 5FU because of toxicity concerns""",1480395600.0
"NTL shared that he is excited about the 141 data and that nivo will become the new SOC once it is approved- regardless of PD-L1 status. He is waiting for more data to fully understand the implications of PD-L1 and hoped that approval would be without a companion diagnostic.  He also shared that regardless of PD-L1 status, he will use it in his patients. He thought that the most impactful data from the trial was the doubling of the median OS.",1462939200.0
A LTL expressed surprise that Merck will have an indication in head and neck before BMS based on the announcement of the trial stopping early in January.,1462334400.0
"A local community TL shared that he saw SCCHN data presented and that even though it wasn't Nivolumab data, he felt confident using it in head and neck patients. He also shared that he has not had any issues with reimbursement from payers.",1459137600.0
A community oncologist from a medium size community cancer center uses EXTREME in 1L for patients with metastatic H&N cancer.,1474603200.0
A reaction to the Checkmate 141 data regarding efficacy by PD-L1 expression thought it was interesting how in SCCHN there was a correlation of efficacy and PD-L1 levels whereas in sq-NSCLC there wasn't.  There are confounding factors other than histology.,1479877200.0
TL continues to use premedications including dexamethasone. Discussed in detail with staff. Staff will discuss changes in their premedication protocol. Plan to return to center soon to follow up and will continue to be available for questions.,1481173200.0
"Community HCP stated he just started a 1L R/M SCCHN patient on Keytruda because the patient refused 1L Chemo. HCP was originally planning to approach BMS Access Support for compassionate use of Nivo. However, the office billing person said they should approach Merck for compassionate use of Keytruda because it at least has an FDA indication in 2L H&N cancer. Merck did provide Pembro free of charge.
As a side note, this office typically prescribes Opdivo for 2L NSCLC, rather than Keytruda because they don't like to test for PDL1 and feel that BMS Access support is generally easier to work with. Clearly, 1st mover advantage went to Pembro in this case.",1475553600.0
"ENT/H&N surgeon is excited to add Opdivo to his arsenal of Tx options in SCCHN. TL said he would be referring several patients to the local med-onc. However, TL said his ENT office staff could use education around IMARs because patients often will call his office for advice, even after being handed off to the med-onc.  TL said patients strike up a very strong relationship with the surgeon, who is often the first physician to correctly diagnose and treat the disease.  TL requested an in-service by our IOCL (currently in training).",1480568400.0
"In a group discussion with multi-disciplinary H&N team (Surgeons, RadOncs, MedOncs), TLs were very excited about efficacy & tolerability of Opdivo. Regarding the post-platinum indication, several TLs asked about use in patients who are ineligible for platinum chemo (due to age/comorbidities). One TL suggested potentially giving just one dose of chemo to satisfy the requirement of being post-platinum. This is reminiscent of similar comments heard from other TLs soon after 2L NSCLC approval.",1480568400.0
"RTL, oncologist in research-focused community hospital, said he is used to treating H&N patients with weekly chemo. So Q2W dose of Nivo is not a problem. TL has lots of IO experience and said he likes to see patients frequently to assess for IMARs.  His staff are very experienced, so TL is considering seeing his patients every second infusion, while support staff will see them in the interim.  We heard that from some melanoma Drs in the past.",1479790800.0
"Academic NTL views PD1 agents as equivalent, so expects majority of R/M SCCHN post-platinum patients to receive Pembro, rather than Nivo, due to Pembro's convenience of Q3W dosing. However, TL doesn't think this will be an immediate spike in Pembro use because there are already a number of existing patients receiving Nivo (compassionate use), who will continue onto commercial Nivo. But any new post-platinum patients would likely receive Pembro.",1479618000.0
"NTL thinks Pembro and Nivo are equivalent. At this point in the life-cycle of the two agents, phase III vs phase I/II data doesn't make any difference. TL said the choice now comes down to cost and convenience. Clearly Pembro wins on Q3W convenience. So Nivo will need to win on cost. Currently, with weight-based dosing for H&N, Nivo is slightly cheaper for the local population. But if Opdivo switches to flat-dosing for H&N, that cost advantage will be lost, so Pembro will again win on convenience of dosing.",1479531600.0
"NTL and NCCN SCCHN panel member stated that the Checkmate 141 results are ""impressive"" and appreciates the efficacy/safety benefit of Nivo regardless of PDL1 expression.  
TL particularly liked the breakdown of responses by PDL1 and p16 status.  TL said the effect of PDL1 expression was reminiscent of the 057 data. For that reason, as for their NSCLC patients, would not be inclined to use PDL1 testing to make a Tx decision for SCCHN patients.

TL was surprised at the high use of methotraxate in the IC arm.  I explained this was an international trial, so different SOC by region. TL liked the forest plot showing Nivo vs IC broken down by intended investigator's choice therapy.",1461816000.0
Academic RTL shared that two AZ-sponsored studies with Durvalumab in Head & Neck cancer (CONDOR and HAWK) recently closed to enrollment. So he is currently looking to fill that void with another I/O agent in H&N cancer.,1459310400.0
"RTL at academic institution shared that ""There has been some discussion that the EXTREME regimen might be phased out in favor of a similar regimen that adds a TLR8 agonist (motolimod) to the EXTREME and has shown good activity in preliminary phase II study. The phase III study is called ACTIVE8 and was presented at this year's ESMO (LBA37), adding motolimod to EXTREME didn't show much benefit. The moral of the story is that there's room for Ipi/Nivo to rise and shine in the recurrent/metastatic H&N cancer.""",1477972800.0
"A general trend among SCCHN TLs is that they have very polarized/embedded treatment perspectives...they are in the pembro camp because of trial experience, q3wk dosing, first to market, perceived equivalence OR they are in the nivo camp because of trial experience, experience through lung, experience through off label use once -141 was stopped/incorporated into NCCN guidelines.",1481259600.0
"When discussing SCCHN, the TL stated they were surprised by the news of the FDA indication as they have been using Nivo for that population since Spring with no push back from payers and thought it was already indicated.",1479877200.0
"TL generally regards pembro and Nivo as the same. However, the reported rates of facial swelling with pembro and not with Nivo is a key differentiator and has resulted in the TL choosing  Nivo.",1479877200.0
"NTL acknowledged the power of a ph3 trial and QoL for Nivo, but stated ""I treat pragmatically so first to market and q3wk dosing makes me prefer Keytruda in the absence of a head to head trial.""",1479531600.0
"Several TLs have mentioned they are concerned about Nivo in SCCHN due to the length of time for indication. Specifically, these TLs were under the impression KN -012 and checkmate -141 were similar trial designs and were confused how Merck had already received the indication, hence they started questioning the integrity of -141... After review of the trial designs and a reminder of the -141 data the concerns appeared alleviated.",1473825600.0
Disappointed that -141 only dealt with refractory and metastatic patients as that is a very rare population and believes the local group will derive maximal benefit with Opdivo.,1457499600.0
"RTL participating in Keynote-048 (1st line R/M SCCHN, pem vs. pem+plat+5FU vs EXTREME) shared that  recruitment in about half way complete (~400 out of ~800) .  He shared that he personally hasn't seen any great responses in his 4 patient that have been randomized to the pembro or pembro+chemo arms. he did share that 1 of his patients on the pem+chemo arm developed a significant rash.",1473220800.0
"RTL who has been involved with both pembro and durva SCCHN trials, stated that he will be primarily prescribing Nivo now that it is approved, due to the strength of Ph3 data and OS benefit.  He did state that if a patient traveled long distanced and had objectives/difficulty to travel, that he would use Pembro due to q3w dosing.  Estimated this might be 25% of his PD1 patients. 

TL stated ""I just can't understand why the FDA waited so incredibly long to approve Opdivo with that data.  It boggles my mind how the bar seems so low for Ph1 data approval anymore...""",1479618000.0
"RTL at NCCN institution stated that he sees no value in testing for PDL1 in the rec/met setting.  Stated that he feels story in HN will be the same as in NSCLC... when aPD1 moves into initial treatment/pre-platinum setting, that patient selection by PDL1 will be necessary.  

He states that they 'try' to perform HPV testing, but it is not a reflex test, and rarely occurs outside of oropharyngeal.",1479618000.0
"NTL in HN (who has been involved with pembro and durva trials, but not nivo trials) stated that he believes that that the 141 data was 'quite superior to the pembro data' and is 'very confused' why nivo hasn't received approval yet.  Prior to pembro approval, TL was using nivo as preferred agent in off-label space, however stated that he can't justify that now that pembro is approved.  

TL shared general concern around the trend of FDA approving agents on relatively small Phase 1 data sets and commended BMS for doing the 'right trials' even though it ""'hasn't seemed to pay off for you guys recently"".",1475985600.0
"HN RTL states that they are testing all of their patients for PDL1, however is treating with aPD1 regardless of PDL1 status (mainly pembro since it is approved, however has used nivo off-label on occasion).  He states he is using this information mainly to set treatment expectations.  He also stated that getting tissue/biopsy is easy in HN (as opposed to other tumor types), so ""why wouldn't I test and get all the information that I could?""  Site is currently testing with same 22C3 antibody/test they are using for lung, so believe that is is measuring Tumor Cell PDL1 only.",1474862400.0
HN RTL states that they have (surprisingly) seen the most responses to aPD1 (pembro or nivo) in PDL1 negative patients to date.,1474862400.0
"RTL in lung&HN shared that he is not currently, and does not plan, to test for PDL1 in HN. He likened the 141 data to being ""extremely reminiscent to the 057 and the lung space. Clearly PDL1 is enriching for nivo efficacy, but in 2L even it it was dead even with SOC, I would use it in everyone 2L based on safety and QOL one.  However, this argument might change in 1L HN like it does in 1L lung."" 

He stated that has several HN patients currently nivo off-label, however has started new patients on pembro since their approval due to ""similar data and ease of them having the approval"".  He sees himself using primarily nivo again if approved for HN.",1473220800.0
