term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
GU RTL,Segmentation, Clinical Practice Influencers,115.311732606,5.25360224565e-10,24,20,"I met with a GU RTL the Monday morning after the publication of the New York Times article on IO therapy AEs.  The RTL brought up the article and stated that it was good that the article discussed real world patient immune mediated adverse events that occurred, so the community is aware of how serious the immune mediated adverse events can be with IO agents.  The RTL also thought it was good that the article talked about how these events can begin with very subtle symptoms and can happen any time while on treatment and even after being off treatment.  The RTL also commented that the article was ?a bit harsh? on IO therapy however, and ?hopes it does not scare? physicians from using IO therapies in appropriate patients, because the symptoms are ?manageable?.",GU RTL did not feel that the sunitinib/RCC adjuvant data presented at ESMO was impactful and that the toxicity profile was not reasonable for an adjuvant population,A GU RTL commented that he thought the nivo plus cabo data in mUC presented at ESMO looked 'promising'  and we will see how it plays out going forward.,44
Academic RTL,Segmentation, Clinical Practice Influencers,96.0931105048,1.00153601958e-15,29,108,"Academic RTL for GI stated that even though the AST/ALT elevations seemed to be higher, particularly in the HCV patients in 040 than have been seen in other tumor types, he was pleased that they weren't 'nearly as bad as I would have thought'.",An academic RTL participating in the E6134 study shared that enrollment across all sites has been difficult to the the rapidly changing landscape and the majority of investigators prefer immunotherapy first line to BRAF inhibition in BRAF mt patients. He feels this will be a barrier to enrollment and expressed concern in this trial being able to enroll patients,"Academic RTL for GI questioned when we would see any data with niv+ipi or other IO combinations in HCC.  Shared that 10-20% ORR's seen in 040 were 'ok', but ""anything is better than sorafenib so that's a really low bar... we can do better"".",137
PR Hem Onc,Segmentation, Clinical Practice Influencers,89.6869031378,7.94899516463e-08,7,1255,A National TL at a lung cancer lecture at the PR Hem Onc Symposium noted that because of the complexity of the microenvironment not one biomarker would be truly predictive.,"A National TL at a lung cancer lecture at the PR Hem Onc Symposium highlighted that because of the complexities in PD-L1 testing, he does not use it to make treatment decisions.  He also highlighted that PD-L1 expression denotes properties of the microenvironment, not the tumor.","A National TL at a lung cancer lecture at the PR Hem Onc Symposium commented that there is no difference in pembro or nivo biologically, just in the biomarker strategy.",1262
substitute,Segmentation, Clinical Practice Influencers,89.6869031378,7.94899516463e-08,7,142,"Met with national Lymphoma AI/TL, who shared the following unsolicited insights
?	AI stated that due to shortage of Bleomycin as part of the ABVD front line treatment, her practice is substituting Brentuximab Vedotin (BV) for Bleomycin as part of the regimen.
?	She says other colleagues in the region either substitute BV for Bleomycin or are giving 2-3 cycles of Bleomycin and then discontinuing it and continuing with other components of the regimen.
?	She was quite disappointed that the early phase trials group communicated to her that the Checkmate 205 Cohort D will not be opening a trial at her institution, as she has been an active investigator in the 205 trial overall.  This issue has been escalated to leadership to determine if this decision is final and if so, to provide a rationale response to investigator.","Met with national Lymphoma/cHL NCCN panelist AI/TL and cHL external disease chair for the VIA pathway, who shared the following unsolicited insights
?	In light of the Bleomycin shortage, she has been either shortening Bleomycin to 2-3 cycles and then discontinuing or substituting Brentuximab Vedotin (BV) in place of Bleomycin.  
?	AI thinks that BV is moving to front line status in practice, especially with Bleomycin shortage, which elevates the need for combination trials involving nivolumab with other agents.
?	She stated that BV moving into the front line was an opportunity for Nivo to conduct more trials using combinations of agents, particularly because the current BV data in the 2L will no longer be applicable. 
?	She is interested in T-cell lymphoma trials, involving the various subtypes.  Medical will continue follow-up with AI to discuss any ISR interests she may have.",A RTL mentioned that he is starting to substitute brentuximab for bleomycin in ABVD.,149
Webex Congress Series,Segmentation, Clinical Practice Influencers,89.6869031378,7.94899516463e-08,7,391,"In the context of an online lecture about IO role in NSCLC (NCCN 2016 Webex Congress Series), a NSCLC NCCN panelist made the following comment from the podium::
In study CM-012, very impressive results were observed with nivo+ipi regimen in patients with PD-L1 expression levels of ?1% and ?5%, but cohorts were very small. In KN-021, the pembro+ipi combination regimen was very toxic and more toxic than nivo+ipi. Let?s wait for results of CM-227.","In the context of an online lecture about IO role in NSCLC (NCCN 2016 Webex Congress Series), a NSCLC NCCN panelist made the following comment from the podium:

 KN-021 was a small phase II study. The high response rate, short time to response, improved PFS, and good safety profile observed in the pembro+CT arm are encouraging, but there was no OS benefit with this combination regimen. OS and safety results are extremely immature. Phase 1b study GP28328 of atezo+CT combination therapy has provided quite impressive results, but it included < 20 patients per group. It is too early to switch to IO+CT in 1L NSCLC. Let?s see what happens in a large phase III study.","In the context of an online lecture about IO role in NSCLC (NCCN 2016 Webex Congress Series), a NSCLC NCCN panelist made the following comment from the podium::
In response to a question about differences between nivo, pembro, and atezo, indicated that the efficacy and safety profiles of the three drugs is equivalent; only clinically meaningful difference is in term of frequency of administration.",398
applauded,Segmentation, Clinical Practice Influencers,76.8744884038,9.57837126098e-07,6,9,"Mixed TL opinions regarding IO+Chemo, some are excited about the potential to overcome PDL1 and the ORR, others feel the strategy is a ""shame"" as it does not seem to provide added efficacy and more toxicity. All TLs have applauded BMS forthe -227 trial design as addressing the key IO+Chemo or IO+IO question.",Regional lung TL stated that Merck has finally convinced the medical community of the importance of PDL1 testing and applauds their commitment to sticking with using this strategy across the development of pembro in lung since it's clearly an important selection criteria to focus on the pts that have the highest likelihood of responding to the drug. He felt that BMS maybe handled 026 with a bit more greed based on later line studies that didn't have a very high bar to overcome.,Several TLs have mentioned they have used BMS Access Support or Compassionate use program to request Nivo for off-label use for their pts and they have received approval and used it in those settings.  TLs have been extremely please and applauded the Access Support Program and they are very thankful BMS could help their pts.,15
IO+IO,Segmentation, Clinical Practice Influencers,76.8744884038,9.57837126098e-07,6,700,"Mixed TL opinions regarding IO+Chemo, some are excited about the potential to overcome PDL1 and the ORR, others feel the strategy is a ""shame"" as it does not seem to provide added efficacy and more toxicity. All TLs have applauded BMS forthe -227 trial design as addressing the key IO+Chemo or IO+IO question.",TL feels that BMS will be in a challenging position until -227 reads out with intense competition from pembro use 1L spilling into 2L and atezo q3wk convenience in 2L. Believes future will be IO-IO but concerned the combination will meet endpoints in non-expressing population leaving need chemo - IO sequencing (does not believe in IO-chemo). Thinks BMS has the right dosing for Ipi/Nivo and that Durva/Treme will not be popular because the dosing is wrong.,"In regards to KN-021 the TL feels that the trial has potentially promising activity and disregards the no difference in OS as not being reliable because of the short duration of follow-up. When discussing CM012 also stated that IO-IO was also promising and the AE profile seemed favorable (especially with the low discontinuation rates) ""at least so far."" But more data that is more mature for safety needs to be shown to increase comfort with Nivo+Ipi in NSCLC. In regards,
To Ipi+Nivo combination ""it's good against the cancer but not good for the rest of the patient's organs.""",706
minority,Segmentation, Clinical Practice Influencers,76.8744884038,9.57837126098e-07,6,52,"Path TL (NCCN panelist) stated that there are two groups of people on the NCCN board, the majority is all oncologists that want more PD-L1 guidance and higher category of recommendation in the guidelines and there is a minority (including the TL) and some other oncologists who are more conservative and feel that there is not enough information to raise the category and more data and time is needed
-TL stated that it is much harder to reverse something so it is better to be cautious","Academic RTL states that he does not test for PDL1  in any GU tumors (RCC, bladder).  

This is consistent with trend observed in territory where no TLs (academic or community) report testing in RCC.  Very small minority report running genomic panels (ie Foundation One, etc) for RCC but are not making treatment decisions based on PDL1 testing obtained 'incidentally' from panels.","Numerous TLs have now stated ""the standard is to get PDL1 testing up front and if the patient is >50% then pembro is the standard."" These TLs continue to emphasize this will only be for a minority of patients (20%).",58
RTL at a large academic center,Segmentation, Clinical Practice Influencers,64.0620736698,2.35711563403e-10,22,295,RTL at a large academic center stated that they are participating in the ABVD and AVD + brent study and depending on the results will possibly use Brentuximab upfront in cHL.  If that is the case then we can move Nivo to earlier lines of therapy as it would make clinical sense too.,"RTL at a large academic center mentioned that elder patients with HL are being treated with AVD without Bleo due to toxicity. Also mentioned that he will use BV earlier in this patient population due to ability to tolerate chemotherapy. Feels using BV in place of bleo is very real/possible although he does not see bleo toxicity too often. However, replacing bleo in the young population to minimize long term toxicity complications makes sense.","Transplant physician at an academic center discussed 2 recent patients who were both young and demonstrated refractory disease despite ABVD, ICE salvage and Brentuximab vedotin. He placed both patients on Nivolumab before transplant, the first patient achieved a CR after 2 cycles and the other achieved a PR. Both are now transplant eligible and will receive Auto transplant in November. Due to their refractory disease the TL had originally considered trying to get them eligible for Allo transplant but stated the responses after Nivo were so good he will now proceed with an Auto transplant instead.",317
magnitude,Segmentation, Clinical Practice Influencers,57.6558663029,2.70015820346e-09,10,25,"Pan Tumor community research TL:

Surprised at and impressed by how big the magnitude of benefit was in KN024.  Acknowledges that it is going to fit for a very small portion of patients (he estimated 20% for his practice based on his own synthesis of PDL1 prevalence reported and PS/brain mets/etc in his own patients), however think that it is worth testing everyone at diagnosis and would try to treat anyone with >50% PDL1 with pembro 1L.  He is completely perplexed by the CM026 >50% negative data.  Thinks that this is likely ?a fluke?, but given the magnitude of benefit in 024 doesn?t think that small difference in patient populations could make data from ?super positive? to ?solidly negative? between trials so ?could be a real difference?. 

Note that prior to ESMO data, TL had low expectations overall for KN024 data, thinking magnitude would likely be reasonably small and that he would not likely make a huge push to PDL1 test everyone at 1L, so this is a marked shift in his attitude after seeing data.  He was, and remains, strongly pro-nivo regardless of PDL1 expression, for 2L - views haven?t changed.","Lung RTL also investigator on the OAK trial mentioned that the data presented at ESMO is consistent with what has been observed in 017/057, however he was very impressed by the magnitude of difference in CNS mets patients on the OAK trial, ""almost doubling"" in response rate that was disclosed to him.  When asked how he viewed the PD-1/PDL-1 agents, he mentioned there's certainly a difference with Roche's compound and said that with the q3wk dosing and additional benefit observed in subset of patients, strong likelihood of physicians adopting atezo in the 2L especially with an all-comers population.  He repeated again that while the % of pneumonitis was low in OAK that did not impress him as much compared to the data surrounding patients with brain mets.","NTL in lung stated that at this point, and ""maybe it will change if the numbers for KN-024 are actually much better than I think they will be"" he sees his use of pembro (or any aPD-1 monotherapy) in the first line to be very limited. He expects that the magnitude of benefit may be somewhat modest. ""significant doesn't always mean incredibly meaningful""  

He's states that either in 1L for trials, or in 2L, that he has seen such a ""tiny, maybe 15%"" of patients with >50% PDL1.  ""Whatever the trials data says for proportion of the population, I figure my experience is half of that it almost makes me questioning if I should bother holding up starting chemo for such a tiny fraction"".",35
Path TL,Segmentation, Clinical Practice Influencers,57.6558663029,2.70015820346e-09,18,250,"Path TL is validating 22C3 on the Ventana platform in-house and has just completed antibody titration
-TL is using the protocol published in August in JTO by Neuman et. al. for the LDT","Path TL states that there were a few 22C3 requests when pembro was approved 1L but once the oncologists were educated in PD-L1 testing they were ok with E1L3N LDT
-TL states that if reimbursement doesn?t care about the antibody or assay then bringing in-house an FDA-approved IVD is not necessary","Regional lung TL stated the despite performing all diagnostic tests in-house up to this point, the pathologist at their major academic institution is reluctant to implement their own testing procedures for PDL1 assessment and is persistent in continuing to send out samples for this IHC assessment to a commercial company (which is not using the Dako platform and does not provide an actual level of expression but rather just a ""positive"" or ""negative"" designation.",268
trx,Segmentation, Clinical Practice Influencers,57.6558663029,2.70015820346e-09,10,0,"RTL, who is IL-2 referral center, stated that he has believes that all RCC patients should get any and all IO options as soon as possible.  For patients who are good candidates (~10% of RCC pts largely due to organ fxn), starts with IL-2.  Currently dissapointed that nivo PI and 025 trial req'd anti-angiogenic, rather than any prior trx (ie, IL-2 only). Has given several patients a short course of pazaponib until 'any first toxicity' as a pass-through to fulfill insurance requirements per PI.","GU RTL shared some factors he considers when deciding between nivo (~70% of pts) and TKI (now cabo, ~30% of pts) for 2L RCC trx:
- pace of progression (20% of pts exhibiting faster progression prefers TKI) 
- toxicity of 1L VEGF TKI (if had minimal tox/dose reduction, more likely to give cabo 2L due to convience of oral dosing)
- compliance to taking oral meds and reporting of side effects
- Performance status (lower PS would always get nivo)","RTL stated that as more data has come out pan tumor, he has decided that 'psudoprogression is a extremely rare occurrence and not something that 'any longer plays into his decisions making'.  He stated that in RCC, given numerous trx options, he typically won't treat beyond progression with nivo alone.  State that he has found many people with PD on nivo have a mixed response and he hesitates to completely stop nivo. Instead, if patient is fit and experiencing minimal AE, he will continue nivo while adding in his next line of therapy at a reduced dose (3L typically cabo or axitinib).  To date has not experienced any addidive/unexpected toxicity",10
KN-024 and CM-026,Segmentation, Clinical Practice Influencers,55.5204638472,7.21345675643e-13,15,795,"In the context of an online lecture about IO role in NSCLC (NCCN 2016 Webex Congress Series), a NSCLC NCCN panelist made the following comment from the podium::
In response to a question about the role of nivo in 1L NSCLC, said: the scientific community is grappling to explain differences in results of KN-024 and CM-026. Both nivo and pembro are good, but there is no role for nivo in 1L NSCLC at this point.","NP with experience using Nivo and Pembro in NSCLC stated that difference between results of CM-026 and KN-024 could potentially be explained entirely by schedule of 1st scan: 6w for CM-026 and 9w for KN-024.  NP said she can usually tell within a few weeks if patient is responding to chemo, but feels it takes a bit longer to see responses to PD1 inhibitors.  NP feels it's likely the 1st 6wk scan was too early to detect some of the responses to Nivo. Those patients would be classified as progressors. So the response rate to Nivo was underestimated and the progression rate on Nivo was overestimated.  Whereas most responses to chemo would have occurred by 6w, so that response rate and progression rate was probably more accurate.","At a national conference, panelists seemed in agreement that differences in CM-026 and KN-024 could be explained by differences in patient populations. They also mentioned differences in PD-L1 assays and differences in drug efficacy as other possibilities. 
An audience commenter (NTL) said the studies ?shake the previous belief? that Pembro and Nivo are interchangeable, but didn?t definitively say Pembro was better. He also cited possibility of different tests and patient populations. ?We at least need to be less dismissive about potential differences between drugs.? Panelists agreed.",810
lecture,Segmentation, Clinical Practice Influencers,51.2496589359,2.26099004541e-15,19,89,"A National TL at a lung cancer lecture at the PR Hem Onc Symposium commented that there is no difference in pembro or nivo biologically, just in the biomarker strategy.",A National TL at a lung cancer lecture at the PR Hem Onc Symposium noted that because of the complexity of the microenvironment not one biomarker would be truly predictive.,"A National TL at a lung cancer lecture at the PR Hem Onc Symposium highlighted that because of the complexities in PD-L1 testing, he does not use it to make treatment decisions.  He also highlighted that PD-L1 expression denotes properties of the microenvironment, not the tumor.",108
designated,Segmentation, Clinical Practice Influencers,44.8434515689,3.34955523356e-07,8,1094,"A national H&N TL at an NCI designated cancer center offered that she substitutes Taxol for 5FU in the EXTREME regimen. She said that she ""loves"" weekly taxol and erbitux because she always sees responses.","A very large community cancer center has a core group of nurses as a designated triage center.  Unfortunately, few of them had any experience/knowledge of immuno-oncology therapies.  They were educated on recognition/management of IMARs, which will hopefully impact safety of the many patients they have receiving our drugs.","RTL at an Academic NCI designated institution shared that In second line, he does not believe that the data with atezo is compelling enough for him to move away from his SOC choice of nivo. He did highlight the never smoker results being stronger than what was seen with nivo, but shared that the Q3 dosing would be his reason to consider atezo over nivo, particularly if the patient has issues with getting to his clinic Q2 weeks.",1102
not meeting primary endpoint,Segmentation, Clinical Practice Influencers,44.8434515689,3.34955523356e-07,8,325,"[026 Top 300] RTL from a major academic institution was not surprised by the 026 ESMO data, but was fairly disappointed that the trial was negative.

RTL mentioned that even if 026 was not powered for survival, the PFS curves criss-crossing is expected given the high crossover, but the high crossover shouldn't impact the OS curves to criss-cross.

RTL was not too thrilled about KEYNOTE-024 at the 50% PD-L1 expression level.  RTL does not test routinely for PD-L1 expression up front.","NTL in lung stated that he was ""neither surprised nor discouraged' but CM-026 not meeting its primary endpoint.  He did however, applaud BMS ""for doing the RIGHT study, not the easy study"". He shared that, with the data we had at the time this study was started, it was absolutely a reasonable design, albeit a very lofty goal.  He is confident that once sub-analyses are run at higher cutoffs in CM026 that the data will look just as good as pembro, and ""maybe you'll even be able to show that cutoff should be 25% not 50%"", and that ""even without an indication I'd use nivo 1L if the identified population if the data was good enough""","Regarding the upcoming 026 data release, an investigator commented that he truly doesn't view the study as ""negative"" but rather that it didn't meet it's primary endpoint. He stated that we have so much to learn from this study compared to 024, that will provide very little information overall. He believes we designed the trial the right way...the way it should've been done based on what we knew from prior study results and feel that we'll still get very valuable information from it in the end.",333
pace,Segmentation, Clinical Practice Influencers,44.8434515689,3.34955523356e-07,8,220,"TL stated that while he initially treated 'everyone with aPD-1 regardless of PDL1 expression', his experience (pan-tumor) is that ""those who don't respond to IO, actually increase their speed of progression, compared to a chemo or TKI where even non-responders tend to get a temporary slow-down, and thus he feels IO can have a negative impact on ability to response to subsequent therapy.  In nonsq-NSCLC, he has started to test for PD-L1 and will often treat those with <1% with chemo+/-ramucirumab prior to IO in order to 'slow pace before moving on to IO'","Academic TL stated that his nivo non-benefittors (ie, PD w/o any SD/PR) tend to progress at a much faster pace than their 1L progression, sometimes causing them to not be able to get a 3L therapy.  However if they have had any benefit, even a short term slowing of disease prior to progression, their progression is much more tapered and they tend to do better on 3L chemos","GU RTL stated that he is very commonly 'bridging' patients from 1L sunitinib to 2L nivolumab by overlapping the drugs for about 6 weeks.  Stated that when he has just stopped the 1L TKI, he often sees a 'bounce back effect with increased pace of progression that can just be too much for nivo to catch up to'.  Stated that RCC patients tend to 'gradually' stop responding to TKI so you can still get months of 'slowed pace' even after progression, making it ideal situation to give IO time to work.  

States that he has observed no toxicity to date.",228
3L,Segmentation, Clinical Practice Influencers,43.5622100955,8.36135421776e-16,21,614,"NCCN panelist expects Cabo to be SOC in 1L with Nivo remaining SOC in 2L with lenvantinib/Everolimus or axitinib in 3L. The TL is highly skeptical of Ipi/Nivo adoption in 1L mostly due to ""bad Ipi experiences in melanoma and prostate"" (a theme that has been echoed by several GU TLs with Ipi experience in prostate). However, willing to change opinion if the HR significantly outperforms sunitinib, has an AE profile similar to Nivo monotherapy, and good QoL outcomes.","At an academic Grand Rounds, TL shared from podium that he was confident that nivo would remain clear 2L SOC for RCC even with cabozatanib demonstrating a significant OS benefit due to durability and favorable tox.  Much discussion about durability of responses in IO vs. TKIs.  Group was split as to whether they would prefer axitinib or cabo in 3L, but most agreed mTORs would be pushed to 4L.","NTL at ASCO review discussed that with over 10 agents now either approved or being investigated in RCC, the treatment paradigm is shaking out to one of two options. 1L therapy is currently either sunitinib or pazopanib followed by 2L nivo or 2L axitinib, cabo, lenv/everolimus. Depending on your 2L choice the other agent would be used. He commented that the data on sequencing is not yet clear enough to know which approach is best but that this paradigm will likely change again in well under a year given the evolving clinical trials.",635
large academic center stated,Segmentation, Clinical Practice Influencers,42.7080491132,2.6642191078e-18,25,1121,NTL at a large academic center stated that there needs to be an interest on BMS part for CAR-T in NHL.  He is nterested in research with CART cell therapy in second line lymphoma.  He would give CHOP then transplant then candidate for CART.  Noticed significant Lymphocyte depletion and hard to collect T cells. Give Nivo then response without depleting T cells and can achieve CRs with enhancement of lymphocytes prior to CART.,RTL at a large academic center stated that they are participating in the ABVD and AVD + brent study and depending on the results will possibly use Brentuximab upfront in cHL.  If that is the case then we can move Nivo to earlier lines of therapy as it would make clinical sense too.,RTL at a large academic center stated an ISR interests AML studies in older patient population > 60 yo to combine nivo with eltrombopag and 7 + 3 induction.  He stated that he will be presenting a study at ASH  Eltrombopag given day 14 and has anti leukemic effect in 13 patients with very impressive results.  He saw 13/13 response seen ? CR.,1146
MSCO,Segmentation, Economic/Value Influencers,1063.73684211,1.1396928027e-05,2,43,"Omar Eton MD (Boston Medical Center, past President of MSCO) commented that the updated ASCO Value Framework reflects a mindset more suitable for assessment of chemotherapeutic agents, and not the recent advances such as anti PD-1 agents.  He feels that the bonus points for long term survival in the ASCO Value Framework are insufficient for capturing the long term survival benefits offered by IO agents.  He also expressed concern about the inaccurate cost estimate for ipilimumab in adjuvant setting in melanoma used in the updated value framework.  Dr. Eton is planning to alert Lowell Schnipper MD (ASCO Value Task Force) to correct this error.","Elizabeth Blanchard MD (President, MSCO) discussed her views on alternate payment models that are currently being piloted in oncology care.  Overall, she was disappointed by the lack of financial impact and cost savings by these models, given the initial investment required to meet the standards of payers.  COME HOME project, though improved the quality of care significantly, did not make a major impact on the overall cost.  She is also skeptical whether the Part B Demo model being rolled out will reduce the cost of care incurred by CMS.","Eric Wong MD (BIDMC, Boston & CAC member) expressed disappointment in the low response rates achieved in recurrent glioblastoma patients in CheckMate 143 trial.  This is in reference to the poster presented at ASCO 2016.  He was particularly surprised by the lack of response to the combination of nivolumab and ipilimumab.  Dr. Wong has received nivolumab previously to treat his glioblastoma patients through the compassionate access program of BMS.  He is hopeful that the larger phase III trial will give a more positive outcome in this disease with major unmet needs.",45
tasked,Segmentation, Economic/Value Influencers,531.868421053,2.2763098412e-05,3,19,"A RTL/ AI tasked with quality and data management at a large community oncology practice in the southeast, which happens to be the biggest prescriber of Opdivo in the country, volunteered these unsolicited comments regarding pathway creation across their entire oncology practice:
-in an effort to improve their position when negotiating with payers, the practice is looking to design qualitative pathways beginning with the areas of lung, breast, prostate, and colon.
-a serious concern was physician pushback to pathways, and since this AI is tasked with quality and data management, a potential solution was discussed where past physician prescribing behavior could be captured and used to create pathways in order to minimize physician resistance. Referred to this as ""reverse pathway.""    
-in addition, other qualitative metrics will be put in place and are compiled from OCM, CMS, QOPI, COA, ASCO, among others. 
-at an upcoming community oncology conference, this AI also expects to present data showing how community practices are providing greater value to payers by offering comparable care to academic centers at a significant fraction of the cost.","Omar Eton MD (Boston Medical Center, past President of MSCO) commented that the updated ASCO Value Framework reflects a mindset more suitable for assessment of chemotherapeutic agents, and not the recent advances such as anti PD-1 agents.  He feels that the bonus points for long term survival in the ASCO Value Framework are insufficient for capturing the long term survival benefits offered by IO agents.  He also expressed concern about the inaccurate cost estimate for ipilimumab in adjuvant setting in melanoma used in the updated value framework.  Dr. Eton is planning to alert Lowell Schnipper MD (ASCO Value Task Force) to correct this error.","Dawn Holcombe (Exec Director, Connecticut Oncology Association) described the efforts of CTOA to stop widespread implementation of clinical pathways in oncology care.  CTOA is spearheading an effort in Connecticut legislature to regulate clinical pathways in the state.  CT SB00435 is intended to set requirements for pathways and force disclosure of all financial incentives provided to physicians for adhering to the pathways.  This bill has been referred by the Senate to Committee on Appropriation, and will be taken up again in the next session.",22
investment,Segmentation, Economic/Value Influencers,531.868421053,2.2763098412e-05,3,13,"Elizabeth Blanchard MD (President, MSCO) discussed her views on alternate payment models that are currently being piloted in oncology care.  Overall, she was disappointed by the lack of financial impact and cost savings by these models, given the initial investment required to meet the standards of payers.  COME HOME project, though improved the quality of care significantly, did not make a major impact on the overall cost.  She is also skeptical whether the Part B Demo model being rolled out will reduce the cost of care incurred by CMS.",National TL and -026 investigator advises that BMS go back and rerun all the PDL1 samples. He honestly believes that a mistake happened and it would be worth the investment for the company and for patients.,"National TL with significant concerns over ""value"" of IO agents. Thinks the cost isn't always justified. Said his institution was $1,000,000 over budget last quarter due to IO agents. He thinks the patient, provider, and payer will all become more dubious of IO agents, and payers will increase patient co-pays to discourage their use.",16
Executive,Segmentation, Economic/Value Influencers,398.901315789,2.67875923635e-07,6,598,"During a proactive meeting to discuss CM-026 data, a member of the NCCN Board of Directors and Executive Director of a large regional cancer center made the following comments:
+++CM-227+++
?	Indicated that CM-227 might be BMS last chance in lung.
*       Since enrollment is nearly complete would not change anything (e.g., adding a new cohort would not be scientifically sound). 
*       Concerned about cohorts with PDL1 <1% (concerns only partially alleviated by review of CM-012 latest results).","During a proactive meeting to discuss CM-026 data, a member of the NCCN Board of Directors and Executive Director of a large regional cancer center made the following comments:
+++New NCCN guidelines+++
?	At first wondered if there might be a role for PD1 inhibitors in 1L NSLCL for patients with PDL1 5%-to-50%. However was sensitive to the arguments that: 1) there is no data with pembro in 1L for PDL1<50%NSCLC; 2) no parallel should be made between exploratory results of CM-057 in patients with <1% PDL1 - a trial that met its primary endpoint - and results of CM-026 ? a negative study not designed as a non-inferiority trial.","During a proactive meeting to discuss CM-026 data, a member of the NCCN Board of Directors and Executive Director of a large regional cancer center made the following comments:
+++CM-024+++
?	Knew only what had been published in the press release and the ESMO abstract. Was shocked to see that CM-024 had missed all of its endpoints.
?	 Suggested that the following factors probably contributed to the negative results: inclusion of very low PDL1 expressors and low power resulting in major imbalances between groups. 
?	Commented that the PFS KM curves were baffling. Asked if pseudoprogressions in the nivo arm might have played a role (noted that pseudoprogressions seem to be rarer with NSCLC than melanoma, but first follow-up assessment in CM-026 took place early at 6 wks).
?	Suggested that nivo had shown no clinical activity in CM-026. After being reminded that PFS, OS, and ORR were similar in both study arms, agreed that it was more appropriate to conclude that nivo had an efficacy similar to that of CT in PDL1 ?5% NSCLC, with a better safety profile.",604
CMS,Segmentation, Economic/Value Influencers,354.578947368,3.78873143375e-05,4,70,"A RTL/ AI tasked with quality and data management at a large community oncology practice in the southeast, which happens to be the biggest prescriber of Opdivo in the country, volunteered these unsolicited comments regarding pathway creation across their entire oncology practice:
-in an effort to improve their position when negotiating with payers, the practice is looking to design qualitative pathways beginning with the areas of lung, breast, prostate, and colon.
-a serious concern was physician pushback to pathways, and since this AI is tasked with quality and data management, a potential solution was discussed where past physician prescribing behavior could be captured and used to create pathways in order to minimize physician resistance. Referred to this as ""reverse pathway.""    
-in addition, other qualitative metrics will be put in place and are compiled from OCM, CMS, QOPI, COA, ASCO, among others. 
-at an upcoming community oncology conference, this AI also expects to present data showing how community practices are providing greater value to payers by offering comparable care to academic centers at a significant fraction of the cost.","Elizabeth Blanchard MD (President, MSCO) discussed her views on alternate payment models that are currently being piloted in oncology care.  Overall, she was disappointed by the lack of financial impact and cost savings by these models, given the initial investment required to meet the standards of payers.  COME HOME project, though improved the quality of care significantly, did not make a major impact on the overall cost.  She is also skeptical whether the Part B Demo model being rolled out will reduce the cost of care incurred by CMS.","Attended an International Lung Congress where a lung AI/NTL speaker made these comments from the podium.  The topic was discussion of whether PDL1 testing is clinically relevant for immune checkpoint inhibitor therapy. 
o	Checkpoint inhibition is relevant biologically
o	Sophisticated pre-clinical testing in animal models demonstrated biologic relevance
o	PDL1+ expressers demonstrate higher response in many different cancers
?	057 KM curves by PDL1 show higher response for higher expressers
?	017 not same, but different beast
?	012 shows higher response in higher expressors
o	the problem is not PDL1 (a good test), it?s Pharma that has confused with different cuts of data, etc.
o	PDL1 (life cycle of PDL1 as biomarker), PDL1 testing validated in 1st and 2L NSCLC
o	PD1 oversold as good for everybody, but actually only good for smaller percentages
o	Checkpoint IO only cost effective when they are employed for pts most likely to benefit (defined as predictive biomarker)
?	Testing will save 3.4 billion in US (jokingly)
o	PDL1 measurement by alt. methods (CfRNA) will help measure response.
o	PDL1 testing will become SOC for 1L in advanced NSCLC
o	Can learn from not meeting 026, is different trial than KN
?	Was trying to capture larger proportion, and reason that endpoint not met, versus Merck trial looking at enriched pop.
?	Not because Nivo is less effective, than Pembro, but failure due to PDL1 enrichment pop. Versus not.",74
