doc_id,term,association
uuid-139f22bf9478476ea760b6e72f1f1f0d,nivolumab,0.557995
uuid-139f22bf9478476ea760b6e72f1f1f0d,evaluating,0.460622
uuid-139f22bf9478476ea760b6e72f1f1f0d,not conducted any controlled clinical trials/studies,0.467885
uuid-139f22bf9478476ea760b6e72f1f1f0d,Pubmed literature search,0.575178
uuid-139f22bf9478476ea760b6e72f1f1f0d,purposes other than its labeled indication must be considered investigational,0.631098
uuid-139f22bf9478476ea760b6e72f1f1f0d,not identify any citations relevant to your inquiry,0.565516
uuid-139f22bf9478476ea760b6e72f1f1f0d,using the following search terms,0.536057
uuid-139f22bf9478476ea760b6e72f1f1f0d,efficacy and safety of nivolumab,0.339265
uuid-42614a9bd1234ff3b0b961d77f1e5d5c,Opdivo,0.50165
uuid-42614a9bd1234ff3b0b961d77f1e5d5c,open-label,0.304253
uuid-42614a9bd1234ff3b0b961d77f1e5d5c,trial,0.521827
uuid-42614a9bd1234ff3b0b961d77f1e5d5c,docetaxel,0.30238
uuid-42614a9bd1234ff3b0b961d77f1e5d5c,safety of nivolumab monotherapy,0.432481
uuid-42614a9bd1234ff3b0b961d77f1e5d5c,phase,0.378496
uuid-d694171792324e289bb9fb0cf12ff256,use of nivolumab for the treatment,0.305739
uuid-d694171792324e289bb9fb0cf12ff256,patients with advanced or metastatic,0.509457
uuid-d694171792324e289bb9fb0cf12ff256,nivolumab combined with ipilimumab,0.496885
uuid-d694171792324e289bb9fb0cf12ff256,not approved,0.397631
uuid-d694171792324e289bb9fb0cf12ff256,clinical trials investigating the safety,0.478965
uuid-d694171792324e289bb9fb0cf12ff256,bladder cancer,0.940126
uuid-7c4813c4ee544adbabba66eae8398f8d,nivolumab,0.413583
uuid-6436175d53254872b4c2c8ab5a6b350e,ipilimumab,0.385692
uuid-6436175d53254872b4c2c8ab5a6b350e,ASCO 2015,0.417944
uuid-6436175d53254872b4c2c8ab5a6b350e,partial response,0.382425
uuid-6436175d53254872b4c2c8ab5a6b350e,Stable disease,0.586335
uuid-6436175d53254872b4c2c8ab5a6b350e,cohort,0.307748
uuid-128f90dd9d6d4020804a3a8aa3b1bd51,fatigue,0.323475
uuid-5fa4c94e51a34f6c91ba06f7d2e38353,nivolumab,0.63431
uuid-5fa4c94e51a34f6c91ba06f7d2e38353,Bristol-Myers Squibb,0.447514
uuid-5fa4c94e51a34f6c91ba06f7d2e38353,evaluating,0.636878
uuid-5fa4c94e51a34f6c91ba06f7d2e38353,not conducted any controlled clinical trials/studies,0.675018
uuid-5fa4c94e51a34f6c91ba06f7d2e38353,Pubmed literature search,0.818877
uuid-5fa4c94e51a34f6c91ba06f7d2e38353,purposes other than its labeled indication must be considered investigational,0.894717
uuid-5fa4c94e51a34f6c91ba06f7d2e38353,not identify any citations relevant to your inquiry,0.777381
uuid-5fa4c94e51a34f6c91ba06f7d2e38353,using the following search terms,0.762975
uuid-5fa4c94e51a34f6c91ba06f7d2e38353,efficacy and safety of nivolumab,0.482925
uuid-2b8c5df3db1f45c9bb2cfa53c08e6ca6,open-label,0.353833
uuid-2b8c5df3db1f45c9bb2cfa53c08e6ca6,trial,0.476706
uuid-2b8c5df3db1f45c9bb2cfa53c08e6ca6,phase,0.340384
uuid-1409224ee70c4cd18e5495c971278919,Opdivo,0.50165
uuid-1409224ee70c4cd18e5495c971278919,open-label,0.304253
uuid-1409224ee70c4cd18e5495c971278919,trial,0.521827
uuid-1409224ee70c4cd18e5495c971278919,docetaxel,0.30238
uuid-1409224ee70c4cd18e5495c971278919,safety of nivolumab monotherapy,0.432481
uuid-1409224ee70c4cd18e5495c971278919,phase,0.378496
uuid-05803d15832542d88c853de39161405f,nivolumab,0.567445
uuid-05803d15832542d88c853de39161405f,Bristol-Myers Squibb,0.439784
uuid-05803d15832542d88c853de39161405f,evaluating,0.594796
uuid-05803d15832542d88c853de39161405f,not conducted any controlled clinical trials/studies,0.656647
uuid-05803d15832542d88c853de39161405f,Pubmed literature search,0.878652
uuid-05803d15832542d88c853de39161405f,purposes other than its labeled indication must be considered investigational,0.941484
uuid-05803d15832542d88c853de39161405f,not identify any citations relevant to your inquiry,0.837621
uuid-05803d15832542d88c853de39161405f,using the following search terms,0.825277
uuid-05803d15832542d88c853de39161405f,efficacy and safety of nivolumab,0.433238
uuid-59a4ce6cf22a4e32a05672660c32f2cf,N Engl J Med,0.304989
uuid-59a4ce6cf22a4e32a05672660c32f2cf,AEs,0.337832
uuid-59a4ce6cf22a4e32a05672660c32f2cf,patients,0.387033
uuid-59a4ce6cf22a4e32a05672660c32f2cf,provided in the Detailed Information,0.370845
uuid-59a4ce6cf22a4e32a05672660c32f2cf,ESMO,0.421367
uuid-59a4ce6cf22a4e32a05672660c32f2cf,NEJM,0.709799
uuid-59a4ce6cf22a4e32a05672660c32f2cf,Topalian,0.735417
uuid-59a4ce6cf22a4e32a05672660c32f2cf,grade 3 to 4 AEs,0.538198
uuid-c19715f791c245c4945c24f02b565235,nivolumab,0.547875
uuid-c19715f791c245c4945c24f02b565235,Bristol-Myers Squibb,0.443313
uuid-c19715f791c245c4945c24f02b565235,evaluating,0.622461
uuid-c19715f791c245c4945c24f02b565235,not conducted any controlled clinical trials/studies,0.670631
uuid-c19715f791c245c4945c24f02b565235,Pubmed literature search,0.87285
uuid-c19715f791c245c4945c24f02b565235,purposes other than its labeled indication must be considered investigational,0.936454
uuid-c19715f791c245c4945c24f02b565235,not identify any citations relevant to your inquiry,0.831874
uuid-c19715f791c245c4945c24f02b565235,using the following search terms,0.81989
uuid-c19715f791c245c4945c24f02b565235,efficacy and safety of nivolumab,0.453079
uuid-b45a58d1f6f04726a211f3201ccd8095,N Engl J Med,0.304989
uuid-b45a58d1f6f04726a211f3201ccd8095,AEs,0.337832
uuid-b45a58d1f6f04726a211f3201ccd8095,patients,0.387033
uuid-b45a58d1f6f04726a211f3201ccd8095,provided in the Detailed Information,0.370845
uuid-b45a58d1f6f04726a211f3201ccd8095,ESMO,0.421367
uuid-b45a58d1f6f04726a211f3201ccd8095,NEJM,0.709799
uuid-b45a58d1f6f04726a211f3201ccd8095,Topalian,0.735417
uuid-b45a58d1f6f04726a211f3201ccd8095,grade 3 to 4 AEs,0.538198
uuid-fd38176f277a4a6fb5cbf48a64fab577,nivolumab,0.593641
uuid-fd38176f277a4a6fb5cbf48a64fab577,Bristol-Myers Squibb,0.414112
uuid-fd38176f277a4a6fb5cbf48a64fab577,evaluating,0.591149
uuid-fd38176f277a4a6fb5cbf48a64fab577,not conducted any controlled clinical trials/studies,0.62805
uuid-fd38176f277a4a6fb5cbf48a64fab577,Pubmed literature search,0.778121
uuid-fd38176f277a4a6fb5cbf48a64fab577,purposes other than its labeled indication must be considered investigational,0.853358
uuid-fd38176f277a4a6fb5cbf48a64fab577,not identify any citations relevant to your inquiry,0.741839
uuid-fd38176f277a4a6fb5cbf48a64fab577,using the following search terms,0.723298
uuid-fd38176f277a4a6fb5cbf48a64fab577,efficacy and safety of nivolumab,0.421368
uuid-09d7ddfd78bf4cbb96e6ad0af4b2aa74,use of nivolumab for the treatment,0.305739
uuid-09d7ddfd78bf4cbb96e6ad0af4b2aa74,patients with advanced or metastatic,0.509457
uuid-09d7ddfd78bf4cbb96e6ad0af4b2aa74,nivolumab combined with ipilimumab,0.496885
uuid-09d7ddfd78bf4cbb96e6ad0af4b2aa74,not approved,0.397631
uuid-09d7ddfd78bf4cbb96e6ad0af4b2aa74,clinical trials investigating the safety,0.478965
uuid-09d7ddfd78bf4cbb96e6ad0af4b2aa74,bladder cancer,0.940126
uuid-eae0e77c60034b6e8898d2373fdc4e6c,95% CI,0.419478
uuid-eae0e77c60034b6e8898d2373fdc4e6c,respectively,0.497608
uuid-eae0e77c60034b6e8898d2373fdc4e6c,Objective response rate,0.403649
uuid-eae0e77c60034b6e8898d2373fdc4e6c,ORR,0.578109
uuid-eae0e77c60034b6e8898d2373fdc4e6c,patients with advanced or metastatic,0.306625
uuid-eae0e77c60034b6e8898d2373fdc4e6c,Median overall survival,0.498783
uuid-eae0e77c60034b6e8898d2373fdc4e6c,nivolumab combined with ipilimumab,0.300486
uuid-eae0e77c60034b6e8898d2373fdc4e6c,tumors,0.323334
uuid-eae0e77c60034b6e8898d2373fdc4e6c,ESMO,0.534361
uuid-eae0e77c60034b6e8898d2373fdc4e6c,Median OS,0.394058
uuid-eae0e77c60034b6e8898d2373fdc4e6c,small cell lung cancer,0.380999
uuid-eae0e77c60034b6e8898d2373fdc4e6c,SCLC,0.365686
uuid-eae0e77c60034b6e8898d2373fdc4e6c,hazard ratio,0.419392
uuid-eae0e77c60034b6e8898d2373fdc4e6c,grade 3 to 4 AEs,0.414535
uuid-eae0e77c60034b6e8898d2373fdc4e6c,phase 1/2 study CA209-032,0.398283
uuid-eae0e77c60034b6e8898d2373fdc4e6c,evaluates the efficacy of nivolumab monotherapy,0.391682
uuid-b3f871d3de5448e283363391ad208551,Bristol-Myers Squibb,0.494637
uuid-78a0ccb461684b54b03be22caba7bec4,Weber JS,0.374144
uuid-062fe46e6dda49039df82142d7a78f1d,nivolumab,0.394662
uuid-062fe46e6dda49039df82142d7a78f1d,Bristol-Myers Squibb,0.316062
uuid-062fe46e6dda49039df82142d7a78f1d,evaluating,0.541564
uuid-062fe46e6dda49039df82142d7a78f1d,not conducted any controlled clinical trials/studies,0.506362
uuid-062fe46e6dda49039df82142d7a78f1d,RCC,0.307611
uuid-062fe46e6dda49039df82142d7a78f1d,search of published literature,0.780634
uuid-062fe46e6dda49039df82142d7a78f1d,Additionally,0.726874
uuid-062fe46e6dda49039df82142d7a78f1d,ongoing,0.562906
uuid-062fe46e6dda49039df82142d7a78f1d,PubMed and EMBASE,0.779832
uuid-062fe46e6dda49039df82142d7a78f1d,detailed search of www.clinicaltrials.gov,0.679837
uuid-062fe46e6dda49039df82142d7a78f1d,efficacy and safety of nivolumab,0.711581
uuid-062fe46e6dda49039df82142d7a78f1d,not identify any planned,0.604685
uuid-062fe46e6dda49039df82142d7a78f1d,not identify any citations relevant to your request,0.842672
uuid-062fe46e6dda49039df82142d7a78f1d,present using the following search terms,0.824883
uuid-638864c5852149a283bee79e84df8d47,ongoing,0.323996
uuid-638864c5852149a283bee79e84df8d47,efficacy and safety of nivolumab,0.329856
uuid-638864c5852149a283bee79e84df8d47,not identify any planned,0.303776
uuid-638864c5852149a283bee79e84df8d47,combination,0.313026
uuid-42bc54e0f9ef40cbb12cbc3d263cb38c,Opdivo,0.50165
uuid-42bc54e0f9ef40cbb12cbc3d263cb38c,open-label,0.304253
uuid-42bc54e0f9ef40cbb12cbc3d263cb38c,trial,0.521827
uuid-42bc54e0f9ef40cbb12cbc3d263cb38c,docetaxel,0.30238
uuid-42bc54e0f9ef40cbb12cbc3d263cb38c,safety of nivolumab monotherapy,0.432481
uuid-42bc54e0f9ef40cbb12cbc3d263cb38c,phase,0.378496
uuid-8d0b62b6fb2d4629a758d8c25adbeae9,use of nivolumab for the treatment,0.305739
uuid-8d0b62b6fb2d4629a758d8c25adbeae9,patients with advanced or metastatic,0.509457
uuid-8d0b62b6fb2d4629a758d8c25adbeae9,nivolumab combined with ipilimumab,0.496885
uuid-8d0b62b6fb2d4629a758d8c25adbeae9,not approved,0.397631
uuid-8d0b62b6fb2d4629a758d8c25adbeae9,clinical trials investigating the safety,0.478965
uuid-8d0b62b6fb2d4629a758d8c25adbeae9,bladder cancer,0.940126
uuid-df68b3bafe714f6eb72f3ead28e50d40,ASCO,0.511602
uuid-df68b3bafe714f6eb72f3ead28e50d40,Objective response rate,0.455586
uuid-df68b3bafe714f6eb72f3ead28e50d40,ORR,0.372206
uuid-df68b3bafe714f6eb72f3ead28e50d40,Median OS,0.337583
uuid-df68b3bafe714f6eb72f3ead28e50d40,ASCO 2015,0.420641
uuid-df68b3bafe714f6eb72f3ead28e50d40,phase 1 study,0.343132
uuid-df68b3bafe714f6eb72f3ead28e50d40,Antonia SJ,0.31238
uuid-fc500d4f562f4cefaa38dc79f99973a9,nivolumab,0.570076
uuid-fc500d4f562f4cefaa38dc79f99973a9,Bristol-Myers Squibb,0.438095
uuid-fc500d4f562f4cefaa38dc79f99973a9,evaluating,0.596485
uuid-fc500d4f562f4cefaa38dc79f99973a9,not conducted any controlled clinical trials/studies,0.655487
uuid-fc500d4f562f4cefaa38dc79f99973a9,Pubmed literature search,0.878157
uuid-fc500d4f562f4cefaa38dc79f99973a9,purposes other than its labeled indication must be considered investigational,0.940834
uuid-fc500d4f562f4cefaa38dc79f99973a9,not identify any citations relevant to your inquiry,0.837413
uuid-fc500d4f562f4cefaa38dc79f99973a9,using the following search terms,0.825151
uuid-fc500d4f562f4cefaa38dc79f99973a9,efficacy and safety of nivolumab,0.43254
uuid-b99b9d2accc84604b01d6293acf4897e,ESMO,0.337344
uuid-b99b9d2accc84604b01d6293acf4897e,fatigue,0.660242
uuid-cec0dec44d234c398e5807aee653e037,nivolumab,0.344939
uuid-cec0dec44d234c398e5807aee653e037,Bristol-Myers Squibb,0.363004
uuid-cec0dec44d234c398e5807aee653e037,evaluating,0.564404
uuid-cec0dec44d234c398e5807aee653e037,not conducted any controlled clinical trials/studies,0.538169
uuid-cec0dec44d234c398e5807aee653e037,RCC,0.336118
uuid-cec0dec44d234c398e5807aee653e037,search of published literature,0.750115
uuid-cec0dec44d234c398e5807aee653e037,Additionally,0.766378
uuid-cec0dec44d234c398e5807aee653e037,ongoing,0.629393
uuid-cec0dec44d234c398e5807aee653e037,PubMed and EMBASE,0.745288
uuid-cec0dec44d234c398e5807aee653e037,detailed search of www.clinicaltrials.gov,0.729251
uuid-cec0dec44d234c398e5807aee653e037,efficacy and safety of nivolumab,0.716075
uuid-cec0dec44d234c398e5807aee653e037,not identify any planned,0.665705
uuid-cec0dec44d234c398e5807aee653e037,not identify any citations relevant to your request,0.849476
uuid-cec0dec44d234c398e5807aee653e037,present using the following search terms,0.773092
uuid-5b8a9f1f757141a290cc5165e1751062,nivolumab,0.595944
uuid-5b8a9f1f757141a290cc5165e1751062,Bristol-Myers Squibb,0.409275
uuid-5b8a9f1f757141a290cc5165e1751062,evaluating,0.554713
uuid-5b8a9f1f757141a290cc5165e1751062,not conducted any controlled clinical trials/studies,0.615983
uuid-5b8a9f1f757141a290cc5165e1751062,Pubmed literature search,0.827198
uuid-5b8a9f1f757141a290cc5165e1751062,purposes other than its labeled indication must be considered investigational,0.894487
uuid-5b8a9f1f757141a290cc5165e1751062,not identify any citations relevant to your inquiry,0.789484
uuid-5b8a9f1f757141a290cc5165e1751062,using the following search terms,0.774998
uuid-5b8a9f1f757141a290cc5165e1751062,efficacy and safety of nivolumab,0.400541
uuid-0a23a77658e54879a5eb87779fe7f3e7,provided in the Detailed Information,0.349112
uuid-0a23a77658e54879a5eb87779fe7f3e7,Weber JS,0.321343
uuid-1884deb93dc943878bbad1b4b9b54a59,NSCLC,0.487564
uuid-1884deb93dc943878bbad1b4b9b54a59,Lancet Oncol,0.408285
uuid-1884deb93dc943878bbad1b4b9b54a59,non-small cell lung cancer,0.425216
uuid-1884deb93dc943878bbad1b4b9b54a59,phase 3 study,0.406253
uuid-1884deb93dc943878bbad1b4b9b54a59,phase 1 study,0.591752
uuid-1884deb93dc943878bbad1b4b9b54a59,Rizvi NA,0.511912
uuid-1884deb93dc943878bbad1b4b9b54a59,CA209-003,0.456298
uuid-1884deb93dc943878bbad1b4b9b54a59,Weber JS,0.339277
uuid-1884deb93dc943878bbad1b4b9b54a59,phase 2 study,0.340247
uuid-1884deb93dc943878bbad1b4b9b54a59,SCLC,0.30471
uuid-1884deb93dc943878bbad1b4b9b54a59,Antonia SJ,0.337097
uuid-a27454e75bfe4d439d9e31f505b6a2ad,Opdivo,0.50165
uuid-a27454e75bfe4d439d9e31f505b6a2ad,open-label,0.304253
uuid-a27454e75bfe4d439d9e31f505b6a2ad,trial,0.521827
uuid-a27454e75bfe4d439d9e31f505b6a2ad,docetaxel,0.30238
uuid-a27454e75bfe4d439d9e31f505b6a2ad,safety of nivolumab monotherapy,0.432481
uuid-a27454e75bfe4d439d9e31f505b6a2ad,phase,0.378496
uuid-c95d58d72bda48d3b31579950c465357,95% CI,0.419478
uuid-c95d58d72bda48d3b31579950c465357,respectively,0.497608
uuid-c95d58d72bda48d3b31579950c465357,Objective response rate,0.403649
uuid-c95d58d72bda48d3b31579950c465357,ORR,0.578109
uuid-c95d58d72bda48d3b31579950c465357,patients with advanced or metastatic,0.306625
uuid-c95d58d72bda48d3b31579950c465357,Median overall survival,0.498783
uuid-c95d58d72bda48d3b31579950c465357,nivolumab combined with ipilimumab,0.300486
uuid-c95d58d72bda48d3b31579950c465357,tumors,0.323334
uuid-c95d58d72bda48d3b31579950c465357,ESMO,0.534361
uuid-c95d58d72bda48d3b31579950c465357,Median OS,0.394058
uuid-c95d58d72bda48d3b31579950c465357,small cell lung cancer,0.380999
uuid-c95d58d72bda48d3b31579950c465357,SCLC,0.365686
uuid-c95d58d72bda48d3b31579950c465357,hazard ratio,0.419392
uuid-c95d58d72bda48d3b31579950c465357,grade 3 to 4 AEs,0.414535
uuid-c95d58d72bda48d3b31579950c465357,phase 1/2 study CA209-032,0.398283
uuid-c95d58d72bda48d3b31579950c465357,evaluates the efficacy of nivolumab monotherapy,0.391682
uuid-d3654776db1b42c1910c8dc445f8da9a,melanoma,0.410364
uuid-b555d305064e432093a8bcdb5bbce306,nivolumab,0.543393
uuid-b555d305064e432093a8bcdb5bbce306,Bristol-Myers Squibb,0.458581
uuid-b555d305064e432093a8bcdb5bbce306,evaluating,0.627127
uuid-b555d305064e432093a8bcdb5bbce306,not conducted any controlled clinical trials/studies,0.674468
uuid-b555d305064e432093a8bcdb5bbce306,Pubmed literature search,0.83387
uuid-b555d305064e432093a8bcdb5bbce306,purposes other than its labeled indication must be considered investigational,0.900914
uuid-b555d305064e432093a8bcdb5bbce306,not identify any citations relevant to your inquiry,0.791951
uuid-b555d305064e432093a8bcdb5bbce306,using the following search terms,0.779466
uuid-b555d305064e432093a8bcdb5bbce306,efficacy and safety of nivolumab,0.464468
uuid-d212a94bc4c54043b372412a7e297d44,Lancet Oncol,0.406401
uuid-d212a94bc4c54043b372412a7e297d44,phase 3 study,0.803344
uuid-d212a94bc4c54043b372412a7e297d44,melanoma,0.355296
uuid-d212a94bc4c54043b372412a7e297d44,phase 1 study,0.44682
uuid-d212a94bc4c54043b372412a7e297d44,Rizvi NA,0.53134
uuid-d212a94bc4c54043b372412a7e297d44,CA209-003,0.385648
uuid-d212a94bc4c54043b372412a7e297d44,Weber JS,0.533741
uuid-d212a94bc4c54043b372412a7e297d44,BMS,0.342861
uuid-d212a94bc4c54043b372412a7e297d44,phase 2 study,0.513385
uuid-eb1a2b2b9f67494790e20d6d898a81e0,Bristol-Myers Squibb,0.396088
uuid-eb1a2b2b9f67494790e20d6d898a81e0,95% CI,0.416844
uuid-eb1a2b2b9f67494790e20d6d898a81e0,patients,0.349645
uuid-eb1a2b2b9f67494790e20d6d898a81e0,Median overall survival,0.37953
uuid-eb1a2b2b9f67494790e20d6d898a81e0,adverse,0.360039
uuid-eb1a2b2b9f67494790e20d6d898a81e0,Median OS,0.365925
uuid-eb1a2b2b9f67494790e20d6d898a81e0,hazard ratio,0.381192
uuid-eb1a2b2b9f67494790e20d6d898a81e0,Median duration of response,0.39407
uuid-0f3adae499c740ef829b7cc771f87728,adverse,0.416199
uuid-2e6d0bc3cc694a80890144b8696a0be7,nivolumab,0.359772
uuid-fec3920538f44b148137a6fa72ed7ce3,efficacy,0.354465
uuid-fec3920538f44b148137a6fa72ed7ce3,RCC,0.314785
uuid-fec3920538f44b148137a6fa72ed7ce3,Topalian,0.332318
uuid-fec3920538f44b148137a6fa72ed7ce3,phase 1 study,0.458647
uuid-fec3920538f44b148137a6fa72ed7ce3,CA209-003,0.473563
uuid-fec3920538f44b148137a6fa72ed7ce3,safety,0.382032
uuid-fec3920538f44b148137a6fa72ed7ce3,investigating,0.393338
uuid-fec3920538f44b148137a6fa72ed7ce3,Overall survival,0.323114
uuid-86bb495451d54e3ca423cd5bbb46dd1b,provided in the Detailed Information,0.309309
uuid-acd1fb8044c24038813a239b41403a21,adverse,0.419275
uuid-04bd34db048442cfbcf6ff9878bf1a5e,95% CI,0.419478
uuid-04bd34db048442cfbcf6ff9878bf1a5e,respectively,0.497608
uuid-04bd34db048442cfbcf6ff9878bf1a5e,Objective response rate,0.403649
uuid-04bd34db048442cfbcf6ff9878bf1a5e,ORR,0.578109
uuid-04bd34db048442cfbcf6ff9878bf1a5e,patients with advanced or metastatic,0.306625
uuid-04bd34db048442cfbcf6ff9878bf1a5e,Median overall survival,0.498783
uuid-04bd34db048442cfbcf6ff9878bf1a5e,nivolumab combined with ipilimumab,0.300486
uuid-04bd34db048442cfbcf6ff9878bf1a5e,tumors,0.323334
uuid-04bd34db048442cfbcf6ff9878bf1a5e,ESMO,0.534361
uuid-04bd34db048442cfbcf6ff9878bf1a5e,Median OS,0.394058
uuid-04bd34db048442cfbcf6ff9878bf1a5e,small cell lung cancer,0.380999
uuid-04bd34db048442cfbcf6ff9878bf1a5e,SCLC,0.365686
uuid-04bd34db048442cfbcf6ff9878bf1a5e,hazard ratio,0.419392
uuid-04bd34db048442cfbcf6ff9878bf1a5e,grade 3 to 4 AEs,0.414535
uuid-04bd34db048442cfbcf6ff9878bf1a5e,phase 1/2 study CA209-032,0.398283
uuid-04bd34db048442cfbcf6ff9878bf1a5e,evaluates the efficacy of nivolumab monotherapy,0.391682
uuid-777e607efa7545d894575c58e46be1ac,nivolumab,0.344939
uuid-777e607efa7545d894575c58e46be1ac,Bristol-Myers Squibb,0.363004
uuid-777e607efa7545d894575c58e46be1ac,evaluating,0.564404
uuid-777e607efa7545d894575c58e46be1ac,not conducted any controlled clinical trials/studies,0.538169
uuid-777e607efa7545d894575c58e46be1ac,RCC,0.336118
uuid-777e607efa7545d894575c58e46be1ac,search of published literature,0.750115
uuid-777e607efa7545d894575c58e46be1ac,Additionally,0.766378
uuid-777e607efa7545d894575c58e46be1ac,ongoing,0.629393
uuid-777e607efa7545d894575c58e46be1ac,PubMed and EMBASE,0.745288
uuid-777e607efa7545d894575c58e46be1ac,detailed search of www.clinicaltrials.gov,0.729251
uuid-777e607efa7545d894575c58e46be1ac,efficacy and safety of nivolumab,0.716075
uuid-777e607efa7545d894575c58e46be1ac,not identify any planned,0.665705
uuid-777e607efa7545d894575c58e46be1ac,not identify any citations relevant to your request,0.849476
uuid-777e607efa7545d894575c58e46be1ac,present using the following search terms,0.773092
uuid-e59eab5834d9488183cd1f5a090bcdf7,use of nivolumab for the treatment,0.305739
uuid-e59eab5834d9488183cd1f5a090bcdf7,patients with advanced or metastatic,0.509457
uuid-e59eab5834d9488183cd1f5a090bcdf7,nivolumab combined with ipilimumab,0.496885
uuid-e59eab5834d9488183cd1f5a090bcdf7,not approved,0.397631
uuid-e59eab5834d9488183cd1f5a090bcdf7,clinical trials investigating the safety,0.478965
uuid-e59eab5834d9488183cd1f5a090bcdf7,bladder cancer,0.940126
uuid-5dc267e4e793400ab30b6005de598680,provided in the Detailed Information,0.349112
uuid-5dc267e4e793400ab30b6005de598680,Weber JS,0.321343
uuid-c8b8a55423e74fcea2fd99629cb67d98,N Engl J Med,0.736537
uuid-c8b8a55423e74fcea2fd99629cb67d98,Lancet Oncol,0.412554
uuid-c8b8a55423e74fcea2fd99629cb67d98,protocol,0.498467
uuid-c8b8a55423e74fcea2fd99629cb67d98,McDermott DF,0.527343
uuid-c8b8a55423e74fcea2fd99629cb67d98,Motzer RJ,0.486874
uuid-c8b8a55423e74fcea2fd99629cb67d98,phase 3 study,0.539239
uuid-c8b8a55423e74fcea2fd99629cb67d98,Escudier B,0.522059
uuid-c8b8a55423e74fcea2fd99629cb67d98,et al.,0.50848
uuid-c8b8a55423e74fcea2fd99629cb67d98,J Clin Oncol,0.444735
uuid-c8b8a55423e74fcea2fd99629cb67d98,Rizvi NA,0.663369
uuid-c8b8a55423e74fcea2fd99629cb67d98,Brahmer J,0.697776
uuid-c8b8a55423e74fcea2fd99629cb67d98,Weber JS,0.406207
uuid-c8b8a55423e74fcea2fd99629cb67d98,BMS,0.495407
uuid-c8b8a55423e74fcea2fd99629cb67d98,phase 2 study,0.655158
uuid-c10eb31c326249ac81cd451a40b6b8de,OS,0.62262
uuid-c10eb31c326249ac81cd451a40b6b8de,PFS,0.65903
uuid-c10eb31c326249ac81cd451a40b6b8de,Overall survival,0.644151
uuid-1c35e1e6d3b049e798f4e406e59c46f5,use of nivolumab for the treatment,0.409821
uuid-1c35e1e6d3b049e798f4e406e59c46f5,patients with advanced or metastatic,0.645244
uuid-1c35e1e6d3b049e798f4e406e59c46f5,nivolumab combined with ipilimumab,0.676339
uuid-1c35e1e6d3b049e798f4e406e59c46f5,not approved,0.453534
uuid-1c35e1e6d3b049e798f4e406e59c46f5,clinical trials investigating the safety,0.548799
uuid-1c35e1e6d3b049e798f4e406e59c46f5,phase 1/2 study CA209-032,0.34114
uuid-1c35e1e6d3b049e798f4e406e59c46f5,bladder cancer,0.749142
uuid-1c35e1e6d3b049e798f4e406e59c46f5,evaluates the efficacy of nivolumab monotherapy,0.381221
uuid-235761bca62b4bf38387f5777089e98e,use of nivolumab for the treatment,0.305739
uuid-235761bca62b4bf38387f5777089e98e,patients with advanced or metastatic,0.509457
uuid-235761bca62b4bf38387f5777089e98e,nivolumab combined with ipilimumab,0.496885
uuid-235761bca62b4bf38387f5777089e98e,not approved,0.397631
uuid-235761bca62b4bf38387f5777089e98e,clinical trials investigating the safety,0.478965
uuid-235761bca62b4bf38387f5777089e98e,bladder cancer,0.940126
uuid-80407ce8079943deaa484e91f86ff5eb,N Engl J Med,0.47446
uuid-80407ce8079943deaa484e91f86ff5eb,protocol,0.775143
uuid-80407ce8079943deaa484e91f86ff5eb,McDermott DF,0.756118
uuid-80407ce8079943deaa484e91f86ff5eb,Motzer RJ,0.827454
uuid-80407ce8079943deaa484e91f86ff5eb,phase 3 study,0.422813
uuid-80407ce8079943deaa484e91f86ff5eb,Escudier B,0.764532
uuid-80407ce8079943deaa484e91f86ff5eb,NEJM,0.403986
uuid-80407ce8079943deaa484e91f86ff5eb,et al.,0.688347
uuid-80407ce8079943deaa484e91f86ff5eb,J Clin Oncol,0.796776
uuid-80407ce8079943deaa484e91f86ff5eb,Topalian,0.391537
uuid-80407ce8079943deaa484e91f86ff5eb,phase 1 study,0.491683
uuid-80407ce8079943deaa484e91f86ff5eb,CA209-003,0.556088
uuid-80407ce8079943deaa484e91f86ff5eb,phase 2 study,0.690687
uuid-80407ce8079943deaa484e91f86ff5eb,present using the following search terms,0.310671
uuid-80407ce8079943deaa484e91f86ff5eb,investigating,0.600457
uuid-ef0cde59afa44c04bca6144f388dca89,nivolumab,0.574074
uuid-ef0cde59afa44c04bca6144f388dca89,Bristol-Myers Squibb,0.429238
uuid-ef0cde59afa44c04bca6144f388dca89,evaluating,0.587732
uuid-ef0cde59afa44c04bca6144f388dca89,not conducted any controlled clinical trials/studies,0.645965
uuid-ef0cde59afa44c04bca6144f388dca89,Pubmed literature search,0.877103
uuid-ef0cde59afa44c04bca6144f388dca89,purposes other than its labeled indication must be considered investigational,0.93987
uuid-ef0cde59afa44c04bca6144f388dca89,not identify any citations relevant to your inquiry,0.838127
uuid-ef0cde59afa44c04bca6144f388dca89,using the following search terms,0.82441
uuid-ef0cde59afa44c04bca6144f388dca89,efficacy and safety of nivolumab,0.42376
uuid-401bf9e252e840bf96c78ed1322d82be,OS,0.62262
uuid-401bf9e252e840bf96c78ed1322d82be,PFS,0.65903
uuid-401bf9e252e840bf96c78ed1322d82be,Overall survival,0.644151
uuid-d33fac54e1d242deaed72da9c3e4e041,requested,0.748269
