driver,type,subset,impact,score,related_terms,doc_count,example_doc,example_doc2,example_doc3
refused,auto_found,Month,-1.6416124714351081,-0.0933899263772042,"['discontinue', 'start', 'tolerate', 'patients', 'refused', 'treatment', 'continue']",2517,"Biomedical Learning Institute 1st Annual Symposium on Integrating Immune Therapies & Target Therapies into Standards of Care for Heme and Solid Malignancies; San Fran Sept 10, 2016 
Well Attended with over 200 attendees/ Merck was a sponsor as well as other companies (foundation medicine).   BMS was not one of the major sponsors.  

Lung: One of the major questions was: Are antiPD-1 agents interchangeable, and the presenters overall argued for yes they are the same (nivo/pembro). The schedule differences were mentioned several times highlighting Pembro
Insights 
?	Oak Trial results were mentioned for Atezo (Atezo was alleged as More toxic of the agents)
?	Pembro and Nivo have same toxicity profile
?	We don?t need a cross trial comparison since the populations were very similar and Nivo performs regardless of pd staining percentages
?	Commented that there are so many duplicative 2nd line trials amongst PD-1 inhibitors.  There is pressure to move into front line setting.  
?	In reference to 1st line lung press releases ? ?Merck cherry picked their patients? for trial, and consensus was that no doc on panel board would use off label 1st line IO tx unless on trial, they are all waiting for data; they all concluded that BMS strategy in 1st line did not pay off, and chemo ?isn?t going anywhere?, since only 50% of pts likely have pd expression. One TL did comment that if he did he would use Pembro as the data is there and it has the best schedule. 
?	Awaiting Blueprint project for further information on which testing to use (docs agreed that most facilities will pick one test and use exclusively due to cost and training)
?	All panel board docs advised audience to get PD status on new dx pts.  The question was asked if testing should be mandatory for newly diagnosed patients and they all said yes.  
?	National TL discussed Nivo trial looking at OS by PDL1 expression and stated 10% had better OS and that PDL-1 staining does predict OS. 
?	A lot of excitement over Ipi/Nivo combo in Lung  
1.	Mentioned that it is very alluring to give a boost of Ipi when single agent IO is fizzling to boost responses (no data to support however)
?	*Pseudoprogression mentioned many times ?does not exist in lung? ?pts refuse to be taken off of tx even in the face of wild progression?
?	Mentioned BMS 153 trial looking at early stopping of tx  Discussed the need to look at how long to continue these therapies.  TL went on to say he wasn?t sure how the data would pan out with this trial since many patients don?t survive to 1 year which is the cutoff for the trial to continue without therapy.
Costs: Cost was mentioned many times with one quote from podium for Lung 1st Line ?The only thing more expensive than IO is IO combo? 


Melanoma: Dr. J. Weber was one of the 2 presenters- NTL 
*Discussed BRAF pts to use targeted or IO first line setting (no consensus, both sides argued)
*Weber alleged Ipi/Nivo regimen is ?very toxic? and ?very effective? tx. Targeted Tx?s are less toxic that Combo IO. 
*advised audience to use 8 weeks of Targeted tx and move on to regimen of ipi/nivo
*Tvec treatment cant compare to IO
*064 Trial highlighted as switch approach 
*Encouraged extrapolating data from Lung Trial 012 for melanoma and to use reversed dosing or Ipi Q6w or Q12w
*believes adding braf inh target tx to IO combo will be very effective

Other solid Tumor:
-Pancreas: stated due to hypoxic pancreas tumor micro-environment and no local tcells that single agent antiPD1 hasn?t worked so far
Prostate: Discussed ipi negative trial and that bone disease only arm did much better 
H&N: Stated Nivo is new standard of care","nsclc patient with presumed hx of colitis in the past who has been treated with opdivo and developed  G2 diarrhea. he was evaluated with colonoscopy that showed mild colitis. complete resolution with steroids however, patient has refused to continue with opdivo despite noticeble improvement in tumor burden. subsequent disease progression and poor tolerance of cytotoxic therapy. Decision to resume opdivo, subsequent diarrhea grade 2. opdivo was placed on hold, prednisone initiated and patient was  further kept on prednisone 10mg po qd and continued on opdivo with good response.",TL stated that in RCC he always uses nivo prior to cabo stating his preference is to get I-O in as soon as possible in any treatment regimen for patients specifying that he truly believes in the durability we see with I-O - went on to refer to how many physicians are using I-O before a BRAF inhibitor in melanoma; TL also shared that he dislikes everolimus (and associated toxicities) so much that he refuses to use lev+ever
PD,auto_found,Month,-1.4618486084807576,-0.08624165667515503,"['regardless', 'pts', 'SD', 'PD', 'status']",384,"Biomedical Learning Institute 1st Annual Symposium on Integrating Immune Therapies & Target Therapies into Standards of Care for Heme and Solid Malignancies; San Fran Sept 10, 2016 
Well Attended with over 200 attendees/ Merck was a sponsor as well as other companies (foundation medicine).   BMS was not one of the major sponsors.  

Lung: One of the major questions was: Are antiPD-1 agents interchangeable, and the presenters overall argued for yes they are the same (nivo/pembro). The schedule differences were mentioned several times highlighting Pembro
Insights 
?	Oak Trial results were mentioned for Atezo (Atezo was alleged as More toxic of the agents)
?	Pembro and Nivo have same toxicity profile
?	We don?t need a cross trial comparison since the populations were very similar and Nivo performs regardless of pd staining percentages
?	Commented that there are so many duplicative 2nd line trials amongst PD-1 inhibitors.  There is pressure to move into front line setting.  
?	In reference to 1st line lung press releases ? ?Merck cherry picked their patients? for trial, and consensus was that no doc on panel board would use off label 1st line IO tx unless on trial, they are all waiting for data; they all concluded that BMS strategy in 1st line did not pay off, and chemo ?isn?t going anywhere?, since only 50% of pts likely have pd expression. One TL did comment that if he did he would use Pembro as the data is there and it has the best schedule. 
?	Awaiting Blueprint project for further information on which testing to use (docs agreed that most facilities will pick one test and use exclusively due to cost and training)
?	All panel board docs advised audience to get PD status on new dx pts.  The question was asked if testing should be mandatory for newly diagnosed patients and they all said yes.  
?	National TL discussed Nivo trial looking at OS by PDL1 expression and stated 10% had better OS and that PDL-1 staining does predict OS. 
?	A lot of excitement over Ipi/Nivo combo in Lung  
1.	Mentioned that it is very alluring to give a boost of Ipi when single agent IO is fizzling to boost responses (no data to support however)
?	*Pseudoprogression mentioned many times ?does not exist in lung? ?pts refuse to be taken off of tx even in the face of wild progression?
?	Mentioned BMS 153 trial looking at early stopping of tx  Discussed the need to look at how long to continue these therapies.  TL went on to say he wasn?t sure how the data would pan out with this trial since many patients don?t survive to 1 year which is the cutoff for the trial to continue without therapy.
Costs: Cost was mentioned many times with one quote from podium for Lung 1st Line ?The only thing more expensive than IO is IO combo? 


Melanoma: Dr. J. Weber was one of the 2 presenters- NTL 
*Discussed BRAF pts to use targeted or IO first line setting (no consensus, both sides argued)
*Weber alleged Ipi/Nivo regimen is ?very toxic? and ?very effective? tx. Targeted Tx?s are less toxic that Combo IO. 
*advised audience to use 8 weeks of Targeted tx and move on to regimen of ipi/nivo
*Tvec treatment cant compare to IO
*064 Trial highlighted as switch approach 
*Encouraged extrapolating data from Lung Trial 012 for melanoma and to use reversed dosing or Ipi Q6w or Q12w
*believes adding braf inh target tx to IO combo will be very effective

Other solid Tumor:
-Pancreas: stated due to hypoxic pancreas tumor micro-environment and no local tcells that single agent antiPD1 hasn?t worked so far
Prostate: Discussed ipi negative trial and that bone disease only arm did much better 
H&N: Stated Nivo is new standard of care","Academic TL stated that his nivo non-benefittors (ie, PD w/o any SD/PR) tend to progress at a much faster pace than their 1L progression, sometimes causing them to not be able to get a 3L therapy.  However if they have had any benefit, even a short term slowing of disease prior to progression, their progression is much more tapered and they tend to do better on 3L chemos","TL shared that he looks at duration of response to prior therapy, in addition to patient PS, when determining to treat beyond progression and differentiate between pseudo progression or true progression. In his experience of patients where he treated beyond initial PD, those patients with rapid progression on 1L therapy tend to have true progression whereas those that derived clinical benefit on 1L therapy went on to have non conventional response"
PD1 agents,auto_found,Month,-1.235268443434003,-0.08264424463917397,"['standard of care', 'regardless', 'PD1 agents', 'everolimus', 'treatment options', 'targeted therapy']",195,"NTL from podium spoke very positively of IO and Regimen (most data discussed from Nivo studies):
1)	We have 10y OS data with Yervoy and this will probably be even longer with Regimen.  Pts don?t want a response ?they want to be on the tail in of the curve?.  He stated with Regimen and other IO combinations that ?hopefully we?ll be talking to pts about a 30y OS plan in the future?
2)	Regimen 
a.	Presented data from -069 and -067 showing the PFS curve stating ?you don?t need statistics to tell the difference in the curve favoring regimen?. 
b.	Toxicity is a concern and for older pts he chooses single agent PD1
c.	Regimen demonstrates similar activity in PDL1- pts
d.	TL stated uses Regimen every day in the clinic and has seen some spectacular results.  It?s an ?excellent Regimen?.  Very potent regimen
3)	Stated the immune response is very rapid with PD1 agents and especially regimen
4)	PDL1 as biomarker:
a.	PDL1+ pts tend to have better responses across tumor types
b.	Showed Nivo OS curves in PDL+/- pts and stated most of the advantage is in PDL1+ pts.  However, he stated you ?don?t want to withhold nivolumab treatment based on PDL1 expression levels bc PDL1- pts can have significant benefit as well?
c.	He stated mutational load may be the best biomarker
d.	Pts with high levels of CD8+ T cells in tumor microenvironment and invasive margins tend to have better responses
e.	No T cells within in tumor microenvironment pts don?t seem to respond as well and this is an area ?we as researchers need to improve T cell recruitment with novel combinations of injectables/vaccines (referenced TVEC)
5)	Need to identify agents that have activity in checkpoint resistant pts ? TL has had success with adoptive T cell transfer with approximately 30% RR although the RR drops in checkpoint resistant pts from 50% (checkpoint naïve) to about 30%.","Attended session led by Head and Neck Cancer researcher, who provided the following comments from the podium:
?	Speaker said from podium that because Nivo showed OS, and afatinib didn't, he would use Nivo over afatinib.
?	He doesn't think P16 status at this time (HPV) should determine a treatment decision. 
?	He says in a patient that becomes unresectable during chemo radiation treatment, he would next go to Nivo. 
?	Audience member asked speaker would Nivo treatment be confusing in neo-adjuvant setting due to the tumor flare syndrome that?s sometimes seen before a response? He said there?s no data in Head and Neck, but he referenced there is data in lung that shows some patients who were treated beyond progression had a response and the initial flare is part of what occurs, while pd1 agent is starting to work.","Met with a NSCLC national AI/TL advisor to NCCN panelist, during which AI/TL shared the following unsolicited insights.

?	She proactively brought up that she supports distinguishing PDL1 expression levels in treatment decisions and applying data thresholds to what's studied. 
?	She thinks community oncologists don't understand the point above and need to be educated that PD1 agent decisions should follow the data available for specific threshold expression levels studied and that efficacy results are not necessarily equivalent and translatable for different agents studied at different expression levels.
?	AI thinks that the NCCN should delineate in terms of distinguishing recommendations based on the efficacy/safety data available for specific PDL1 expression thresholds studied, which would help to educate the community and prevent confusion that all agents and expression levels are necessarily equal.
?	AI shared that she thinks Merck has not been active to educate community about above point. She gave example that if a patient is positive for PDL1 expression greater than 50%, then you can apply that specific data to treatment decisions, but not if that?s not the patient you have.
?	She thinks BMS needs to provide better education about how to manage patients with immune AE's in patients who are refractory to steroid management.  
o	For example, for a patient on Nivo who experiences immune mediated pneumonitis or colitis AE?s who is refractory to steroids, there needs to be better data to support how to best manage that patient with infliximab.  
?	She thinks that in 1L, it?s absolutely critical to test for PDL1 and there?s a need to educate community docs about this distinction from the 2L setting, where a test may not be needed for decisions.
?	She currently doesn't test for PDL1 in 2L.
?	AI was familiar with 012 and 032 and says she has used Nivo/Ipi for patients who are not candidates for chemo (she didn?t elaborate further).
?	She says that she has many patients experiencing that prolonged duration of response tail on Nivo.
?	AI feels that patients on PD1 treatment who don't have a response are often patients whose disease is really already progressing despite treatment with the PD1.  She feels that this explains the sometimes unimpressive PFS seen in trials like 057.
?	She says the above scenario is different than when a patient is treated with chemo because nothing is suppressing the immune system in patients who are non-responders to Nivo and thus they progress rapidly.  In contrast, chemo patients are still experiencing some suppression of their immune system, so we see some response.
?	Thus, she says OS is the better evaluator of a PD1 agent, not PFS, nor ORR which is just the fastest endpoint.
?	She cautions a need to wait for phase 3 1L trials to compare against chemo, and that phase 1 trials like 012 have a small N (patients).  
?	AI feels that PDL1 testing needs to be standardized and be able to be easily performed at providers? own institutions, instead of being hard to access and having a gamut of different tests."
impressed,auto_found,Month,-0.9933754607110513,-0.08199380063318744,"['impressed', 'encouraging']",108,Regional TL is impressed to see the OS 069 data presented at AACR but is still awaiting the OS data from 067 to see the regimen compared single agent opdivo. Does think the 069 data helps to support regimen versus sequencing since majority of the ipi patients received a pd1 following,"Part of a matrix presentation to a State Oncology Society.  As part of our discussion with the society staff and physician leadership, the following insights were obtained:

1. Significant dissatisfaction with BMS over the use of television marketing.  Two physicians present both indicated they felt that the use of commercials for Nivolumab was unethical.  One physician stated he felt it was ""morally irreprehensible"" and expressed extreme frustration at having to take time with patients to explain why they aren't candidates for Nivolumab that he would have been using to discuss the treatment he was going to be prescribing for them.  The Society administrators commented that this is a common theme that has been previously verbalized by multiple physician groups that are part of the state society.

2.  Physicians identified the need for more IO education for their staff members - particularly the mid--level providers.  This was an outstanding opportunity to provide information on the IOCL efforts and the various educational resources the BMS provides (wallet cards, patient checklist, IMAR guides).  The physicians were both very impressed with the information provided and indicated that they would be in contact with me to come speak to their staffs

3.  The need for talks that could have CE associated with them at their annual meeting.  They were provided information on our unbranded materials and also the Unbranded IO talk.

4.  Physicians and society staff verbalized concerns related to cost and this provided an opportunity for a discussion on this by the matrix members including data on BMS' premier access program.  The attendees expressed interest in knowing more about these programs.

5.  One physician did comment on treating a 90+ y/o patient with nivolumab with metastatic melanoma who decided to stop treatment after two doses.  The patient went on palliative care following that, but the physician is getting texts every 3 weeks from the patient's son indicating that the large lesion on his father's back continues to regress and the patient is doing very well.

6.  One physician downloaded our Opdivo APP while we were meeting with the group!","RTL at academic practice stated that he is, ""very impressed"" with the response rates of OPDIVO in cHL patients.  He stated he his getting ready to initiate therapy for a cHL patient.  Had no concerns with Allo data when the cHL deck was presented.  Did ask for me to come back to present and educate his nurses on Opdivo, he said you forget BMT units have no Opdivo experience and are way behind in Opdivo education since they have no experience with solid tumors.  He did really appreciate the Opdivo app information for the iphone"
essentially,auto_found,Month,-1.453663532696338,-0.07403956341218146,['essentially'],13,"RTL shared that essentially all of his NSCLC nivo  responders are progressing after about 6 months.  His only longer-term responders had an early toxicity requiring discontinuation, so he believe toxicity does have a positive correlation. TL does not think that PD1 monotherapy will provide LT durable survival and that emergence of other checkpoints may be contributing to 'resistance'.  While understands that they are the obvious starting spots for trials, does not believe that either ipi or chemo combo will be more effective. Is excited to see partners such as as CD138, KIR, OX40","1.	Biomarker:  He?s not routinely testing for PDL-1 status. He?s making his treatment decisions purely on a clinical basis because he doesn?t have enough confidence in PDL1 as a biomarker.  He stated although the outcomes are better for PDL1 + pts, PDL1- can still respond durably so he does not want to deprive a pt of the opportunity for long term survival based on PDL1 status.  

2.	Treatment Landscape:  NTL?s approach to melanoma pts:  he will attempt to treat all pts with Regimen front-line bc it gives them the best chance for long term OS.  If a pt is elderly (>75y), has comorbidities, or has pre-existing autoimmune disorders that he feels could be exacerbated on Regimen, he?ll treat with single agent Nivolumab.  He said he treats most elderly pts with single agent Nivo. He was in agreement with the robust efficacy of regimen and potential benefit for long term OS versus single agent.   He said pts don?t want a median increase in survival of a few months.  He said pts want to be on the ?tail end of curve? and that?s what he discusses with pts and that?s what Regimen/IO can provide.  NTL was extremely positive on Regimen data and hopes it will have similar results in other tumor types

3.	R&D Research Opportunities:  NTL brought up a discussion regarding mutations and response to immunotherapy.  NTL mentioned pts with high mutational load and tumors associated with high mutational burden tend to have better responses to IO.  We discussed reasoning for this was bc mutations often result in abnormal proteins which are recognized by intracellular immunological machinery, chopped up into small peptides, and presented on the tumor cell surface for immune cells to recognize.  Pts with high mutation load may have more tumor antigens present on the cell surface making them more visible to the immune system. I asked him if it would be a worthwhile research approach to identify potential targets in the intracellular immunological machinery of tumors that could be targeted to enhance the processing of mutated proteins so that you essentially have more mutated proteins being recognized, chopped up, and presented on the cell surface making the tumor even more visible to the immune system.  TL had an ?aha moment? and was very interested in this idea.  He asked if he could take this idea to his scientists in the lab for further investigation. He felt if you could manipulate the intracellular immunological machinery in the tumor to enhance the processing of mutated proteins (which is inherent to tumors) in combination with immune checkpoint inhibitors, it could potentially result in a more synergistic response - exposing the tumor to the immune system",Community TL shared that he participated in a SCCHN trial with pembro in combination with another I-O agent which enrolled EXTREMELY quickly and went on to elaborate that these patients have essentially no options that offer significant benefit therefore any chance to get them on I-O therapy is ideal
prostate,auto_found,Month,-1.158205070535768,-0.07222305767927445,"['advanced', 'bevacizumab', 'prostate']",66,"Biomedical Learning Institute 1st Annual Symposium on Integrating Immune Therapies & Target Therapies into Standards of Care for Heme and Solid Malignancies; San Fran Sept 10, 2016 
Well Attended with over 200 attendees/ Merck was a sponsor as well as other companies (foundation medicine).   BMS was not one of the major sponsors.  

Lung: One of the major questions was: Are antiPD-1 agents interchangeable, and the presenters overall argued for yes they are the same (nivo/pembro). The schedule differences were mentioned several times highlighting Pembro
Insights 
?	Oak Trial results were mentioned for Atezo (Atezo was alleged as More toxic of the agents)
?	Pembro and Nivo have same toxicity profile
?	We don?t need a cross trial comparison since the populations were very similar and Nivo performs regardless of pd staining percentages
?	Commented that there are so many duplicative 2nd line trials amongst PD-1 inhibitors.  There is pressure to move into front line setting.  
?	In reference to 1st line lung press releases ? ?Merck cherry picked their patients? for trial, and consensus was that no doc on panel board would use off label 1st line IO tx unless on trial, they are all waiting for data; they all concluded that BMS strategy in 1st line did not pay off, and chemo ?isn?t going anywhere?, since only 50% of pts likely have pd expression. One TL did comment that if he did he would use Pembro as the data is there and it has the best schedule. 
?	Awaiting Blueprint project for further information on which testing to use (docs agreed that most facilities will pick one test and use exclusively due to cost and training)
?	All panel board docs advised audience to get PD status on new dx pts.  The question was asked if testing should be mandatory for newly diagnosed patients and they all said yes.  
?	National TL discussed Nivo trial looking at OS by PDL1 expression and stated 10% had better OS and that PDL-1 staining does predict OS. 
?	A lot of excitement over Ipi/Nivo combo in Lung  
1.	Mentioned that it is very alluring to give a boost of Ipi when single agent IO is fizzling to boost responses (no data to support however)
?	*Pseudoprogression mentioned many times ?does not exist in lung? ?pts refuse to be taken off of tx even in the face of wild progression?
?	Mentioned BMS 153 trial looking at early stopping of tx  Discussed the need to look at how long to continue these therapies.  TL went on to say he wasn?t sure how the data would pan out with this trial since many patients don?t survive to 1 year which is the cutoff for the trial to continue without therapy.
Costs: Cost was mentioned many times with one quote from podium for Lung 1st Line ?The only thing more expensive than IO is IO combo? 


Melanoma: Dr. J. Weber was one of the 2 presenters- NTL 
*Discussed BRAF pts to use targeted or IO first line setting (no consensus, both sides argued)
*Weber alleged Ipi/Nivo regimen is ?very toxic? and ?very effective? tx. Targeted Tx?s are less toxic that Combo IO. 
*advised audience to use 8 weeks of Targeted tx and move on to regimen of ipi/nivo
*Tvec treatment cant compare to IO
*064 Trial highlighted as switch approach 
*Encouraged extrapolating data from Lung Trial 012 for melanoma and to use reversed dosing or Ipi Q6w or Q12w
*believes adding braf inh target tx to IO combo will be very effective

Other solid Tumor:
-Pancreas: stated due to hypoxic pancreas tumor micro-environment and no local tcells that single agent antiPD1 hasn?t worked so far
Prostate: Discussed ipi negative trial and that bone disease only arm did much better 
H&N: Stated Nivo is new standard of care",Local HCP shared off-label treatment of patient with metastatic prostate cancer with Opdivo demonstrated quick response in PSA and clinically.  The patient is tolerating the single agent without adverse events to date.,"GU-only community RTL shared story of 2 advanced prostate cancer patients who had failed  'all available therapies' yet had ""exceptional PSA responses"" to nivo+cabozatanib as a last ditch effort.  

One patients had PSA of ~5000, decreased to ~600 on nivo monotherapy, added cabozatanib and decreased to 27.  Another patients had PSA 3000, down to 300 on nivo, added cabo PSA into the teens.  

Stated that he in interested to do some further biomarker studies (ie, profiling pre/post biopsies) and writing up as a case report."
using nivo,auto_found,Month,1.7104791694684895,0.22361423512700176,"['using nivo', 'off-label', 'atezo', 'RTL said', 'bladder', 'testing for PD-L1', 'pembro', 'using nivolumab', 'use pembro', '1L', 'TLs have stated', 'SCCHN', 'preferred', 'not do PDL1 testing', 'LTL', 'atezolizumab', 'RCC patients', '2L+', '2L', 'not test', 'second line', 'become SOC', 'Regional TL', 'platinum doublet', 'Nivo']",3102,"Recent discussion with TL around PD-L1 testing, it was mentioned that if the test comes back > 50% he's using Pembro, if less than 50 he's using Nivo.  His perception is that Pembro only works > 50%, shared some data around Nivo and he commented that he felt like I was backing him into a corner.","RTL from a community institution mentioned that he will still use nivo (vs. atezo or pembro) due to his extensive familiarity with the expected efficacy and safety from his experience so far with nivo.  Moreover, RTL does not want to test for PD-L1 at all in second-line NSCLC.","An community oncologist called me to ask about using nivo in PD-L1- pts.   She has a plt-resistant NSCLC pt who tested negative on the Merck test.  She said has not seen many responses with nivo and feels it may not be as good as pembro and was wondering why she should even try nivo in this pt, in light of the 026 data.  She also asked about the MOA of PD-1 pathway."
wondered,auto_found,Month,2.7841198220227708,0.2049605717802188,['wondered'],19,"During a proactive meeting to discuss CM-026 data, a member of the NCCN Board of Directors and Executive Director of a large regional cancer center made the following comments:
+++New NCCN guidelines+++
?	At first wondered if there might be a role for PD1 inhibitors in 1L NSLCL for patients with PDL1 5%-to-50%. However was sensitive to the arguments that: 1) there is no data with pembro in 1L for PDL1<50%NSCLC; 2) no parallel should be made between exploratory results of CM-057 in patients with <1% PDL1 - a trial that met its primary endpoint - and results of CM-026 ? a negative study not designed as a non-inferiority trial.","An community oncologist called me to ask about using nivo in PD-L1- pts.   She has a plt-resistant NSCLC pt who tested negative on the Merck test.  She said has not seen many responses with nivo and feels it may not be as good as pembro and was wondering why she should even try nivo in this pt, in light of the 026 data.  She also asked about the MOA of PD-1 pathway.","NTL in Lung stated that because of Keynote 24, PD-L1 testing will become part of ""Reflex testing"".  He wondered whether the PD-L1 test should be reported back as percentage positive, or positive/negative for a 50% cut-off (based on KN24).  He added that his institution does not have an in-house PD-L1 test and has to current send out to an outside lab for PD-L1 testing.  He envisions the pathology developing there own PD-L1 test (or purchasing one) over the next 12 months."
particularly,auto_found,Month,2.6181354078984738,0.19595772213481583,['particularly'],36,"A thoracic TL  has been using nivo in their head and neck patients.  The TL was familiar with the AACR head and neck data and mentioned it was impressive, particularly the OS data in the p16 positive patients.","Community TL expressed frustration that insurance companies that he works with (private practice) don't use standardized  guidelines for making payment decisions. He cited how they switch between NCCN, Medicare, etc. to choose whatever is ""to their advantage"" as far as avoiding payment liability. He said this is particularly a problem in patients requiring genetic testing.","RTL at an Academic NCI designated institution shared that In second line, he does not believe that the data with atezo is compelling enough for him to move away from his SOC choice of nivo. He did highlight the never smoker results being stronger than what was seen with nivo, but shared that the Q3 dosing would be his reason to consider atezo over nivo, particularly if the patient has issues with getting to his clinic Q2 weeks."
wait,auto_found,Month,1.4121016190567452,0.16989235661081997,"['wait', 'expects']",128,"[026 - Top 300] LTL from a large community institution mentioned that he does NOT test for PD-L1 in second-line NSCLC and doesn't want to.

Although data from KEYNOTE-024 shows an importance for the PD-L1 expression, he's NOT likely to have everyone test for PD-L1, wait for results, then go to pembro if they are very high expressors.  Because of this hassle, LTL is very hesitant to implement PD-L1 expression into clinical practice without seeing results from 227.

LTL is just fine with chemo x4 cycles, then go straight to nivo and bypass PD-L1 testing.","In the context of an online lecture about IO role in NSCLC (NCCN 2016 Webex Congress Series), a NSCLC NCCN panelist made the following comment from the podium::
In study CM-012, very impressive results were observed with nivo+ipi regimen in patients with PD-L1 expression levels of ?1% and ?5%, but cohorts were very small. In KN-021, the pembro+ipi combination regimen was very toxic and more toxic than nivo+ipi. Let?s wait for results of CM-227.","Community oncologist shared that they have difficulties enrolling onto first line lung trials because it takes too long to wait for the results of the biopsy. Most of the medical oncologists will start treating a patient before the results of the biopsy have returned. Additionally, if a patient has had surgery, the hospital is responsible for ordering and charging for all testing on the biopsy sample for 30 days post surgery. They often either do not know to order tests or do not want to pay which introduces even further delays."
suggested,auto_found,Month,1.321098814328887,0.15710574805973188,"['suggested', 'question']",173,"During a proactive meeting to discuss CM-026 data, a member of the NCCN Board of Directors and Executive Director of a large regional cancer center made the following comments:
+++CM-024+++
?	Knew only what had been published in the press release and the ESMO abstract. Was shocked to see that CM-024 had missed all of its endpoints.
?	 Suggested that the following factors probably contributed to the negative results: inclusion of very low PDL1 expressors and low power resulting in major imbalances between groups. 
?	Commented that the PFS KM curves were baffling. Asked if pseudoprogressions in the nivo arm might have played a role (noted that pseudoprogressions seem to be rarer with NSCLC than melanoma, but first follow-up assessment in CM-026 took place early at 6 wks).
?	Suggested that nivo had shown no clinical activity in CM-026. After being reminded that PFS, OS, and ORR were similar in both study arms, agreed that it was more appropriate to conclude that nivo had an efficacy similar to that of CT in PDL1 ?5% NSCLC, with a better safety profile.","Insights from 1:1 meeting with chief of pathology at large healthcare network in NW territory: i) within network, payment in regards to PD-L1 testing is not an issue, whatever medical oncologists order for testing is ultimately covered including PD-L1 testing; ii) no in-house PD-L1 testing is performed, all testing sent out to NeoGenomics; iii) medical oncologists only order 22C3 test but are not reflex testing although TL suggests this will happen very soon; iv) currently reconsidering using ARUP as the prices may be better; v) reports provided by paper/PDF copy which is then scanned and entered into patient records upon receipt; vi) PD-L1 reported as % positive tumor cells and binned into one of the three bins: >50% (high expressers), 1-49% (low expressers), <1% (non-expressers);","A RTL for Lung shared that he was surprised to hear that CM26 was negative. He is looking forward to seeing the subgroup analysis based on other PD-L1 cut offs, but he added that this increases the need to do PD-L1 testing in all 1st line NSCLC pts. He also suggested the need to choose PD-1 agents in the 2nd line settting based on PD-L1 results."
NTL said,auto_found,Month,3.0885956261010676,0.14609005455678403,"['atezo', 'NTL said', 'bladder', 'atezolizumab']",277,Melanoma NTL says his institution now does routine TPK screening for patients on IO treatments and that ECOG is implementing the test for current and future IO studies.,"In discussing the treatment landscape, NTL said that now that high PD-L1 expressers will be treated with Pembro in first-line and therefore removed as candidates for anti-PD-1/PD-L1 treatment in second-line, he is no longer sure that anti-PD-1/PD-L1 therapy has enough differential activity as compared to Docetaxel to justify the cost","NTL said that he sees PD-1/PD-L1 agents as equivalent, but prefers Tecentriq due to lower cost and Q3W dosing."
FDA approval,auto_found,Month,2.2338351923808424,0.1449164614070623,"['off-label', 'FDA approval', 'SCCHN', 'atezolizumab']",200,"Spoke with Director of Medical Oncology and Hematology at UPMC
on 12/6/2016 together with Andy Lepisto

Spoke about blueprint data and the slide from asco 2015 showing difference in PDL1 expression on top vs bottom of the slide
3.	Explained that one of his patients tested 0% PDL1+ before chemo and then tested again after chemo and was 90% PDL1
a.	He said in general PDL1 test(s) are currently inadequate; UPMC performs two different tests (different platforms - Ventana/Dako 22C3) to confirm expression
4.	He said he doesn?t really know about the pathology details around which clone of antibody used for PDL1 test
5.	Discussed the 026 data at ESMO and the H&N approval and placement on the VIA pathways
6.	We spoke about 227 design and combo dosing moving forward
7.	He asked if we are still using a 1% or 5% cutoff in 227
8.	Talked about phase I vs Phase III data deciding factor for nivo vs pembro in H&N pathway
a.	Ellis was very direct and stated phase I data should not be used for FDA approvals","P&T committee member/lung AI at an NCCN center stated the following

o	When asked if cost/cost avoidance discussion are part of their formulary discussions, he stated they are minimized at his institution. He stated decisions are NCCN/FDA approval/data driven.","Local and regional HN TLs have used nivo for H&N even prior to NCCN adoption or FDA approval, based on the OS endpoint being met and had not had issues with reimbursement."
seems,auto_found,Month,1.7073253582527308,0.14360406318538052,"['seems', 'PDL1 expressors', 'intrigued', 'question', 'disappointed', 'QOL', 'similar']",410,"During a proactive meeting to discuss CM-026 data, a member of the NCCN Board of Directors and Executive Director of a large regional cancer center made the following comments:
+++CM-024+++
?	Knew only what had been published in the press release and the ESMO abstract. Was shocked to see that CM-024 had missed all of its endpoints.
?	 Suggested that the following factors probably contributed to the negative results: inclusion of very low PDL1 expressors and low power resulting in major imbalances between groups. 
?	Commented that the PFS KM curves were baffling. Asked if pseudoprogressions in the nivo arm might have played a role (noted that pseudoprogressions seem to be rarer with NSCLC than melanoma, but first follow-up assessment in CM-026 took place early at 6 wks).
?	Suggested that nivo had shown no clinical activity in CM-026. After being reminded that PFS, OS, and ORR were similar in both study arms, agreed that it was more appropriate to conclude that nivo had an efficacy similar to that of CT in PDL1 ?5% NSCLC, with a better safety profile.","During a proactive meeting to discuss CM-026 data, a RAI/NSCLC panelist advisor made the following comments: 
+++CM-026 ? frequently made comments+++
?	Seemed to be already aware that CM-026 had not met any of its endpoints.
?	Attributed negative results to weak study design and risky research hypotheses.  
?	At this stage, would not change anything to CM-227.
?	Is comfortable with recommendations for nivo and pembro in latest NSCLC NCCN guidelines.","A TL told me that his center is sending out the PD-L1 test results to a commercial lab and it seems to him to take about 3 weeks to get them back.  TL unsure what lab is doing the testing.  The TL is unhappy about this as he has had several patients decide to start with a platinum doublet therapy before the results came back as they became worried about ""letting the tumor grow without doing anything"""
