doc_id,doc_text,doc_date,Subset 0,Subset 0_centrality,Theme 0,Theme 1,Theme 2,Theme 3,Theme 4,Theme 5,Theme 6
uuid-ededee5e5d9b46088ce0b66595eb75bf,"I met with presumed NCCN panel member for bladder at NCCN institution in midwest.

She stated that about 20% of her patients are not Cis candidates.  Multiple reasons but mostly age and renal status

Prefers DDMVAC for MIBC neo-adjuvant based on 8710 SWOG (2001, University Penn, 317 pts.  1/2 received no neo-adjuvant   Results: 5 yr overall survival was 57% vs 42% favoring the MVAC arm
Patients with a pathologic complete response had an overall survival of 85% at 5 years)

Stated best option for second line systemic is clinical trial.  Has used atezo a few times.  Too early to tell.  Otherwise uses Pem.  Feels taxol is useless

From a guideline standpoint feels FDA approval is important.  Will accept published data but if only a presentation this would mean little unless the results were shockingly good

Believes q3 beats q2",0, 12,0.191176,0,0,0,0,0,0,0
uuid-c51b20381fb24fad812a1b4351fc0915,"NTLdoesn't  think there?s a comprehensive explanation for -026. She thinks Opdivo and Keytruda are equivalent.  We discussed all of the hypothesized explanations.
-Population differences: feels that this likely contributed, but doesn?t fully explain the difference in outcomes. In particular, the imbalance in female population would have a limited effect. She thinks the higher population of 50+% PD-L1 in the chemo arm would also be expected to perform worse.
-Scan times: she doesn?t think pseudoprogression is a common occurrence in lung cancer, undermining this explanation. She would find this more compelling if there were data showing that patients with early ?progression? had later demonstrated response.
-Archived vs. Fresh tissue samples: She pointed out that the ?difficult? patients avoided by having only fresh tissue samples should extend to both Nivo/Keytruda and Chemo populations",0, 12,0.0615768,0,0,0,0,0,0,0
uuid-e8dffbbf08764c298692eb077fd59580,"NTL shared that she was :floored"" by the news about -026 and thought it would be a slam dunk.  She reiterated that it?s hard to make any snap judgments until the full data set is released.  While the news was unfortunate she said that ?it?s not the end of the world but just a bump in the road? for BMS.",0, 8,0.00958535,0,0,0,0,0,0,0
uuid-3e75d23768ad4bf79440463e77d1498c,"Pharmacy manager at large academic institution states that ~50% of Patient Assistant Foundation drug shipment arrive without an packing slip or way to identify assigned patient, requiring time consuming phone calls and 'detective work'.  In packages that are properly assigned, she states that the patient's full name is printed on the external shipping label and fully visible, and site is concerned this could potentially jeopardize patient privacy.  

Thinks that PAF is wonderful, however operational aspects need to be streamlined for site/staff ease and patient privacy.",0, 2,0.0980119,0,0,0,0,0,0,0
uuid-ffff49e9705a4aeaa086fa8fe41bdaa1,"BCBS Vermont: Keytruda - PA Criteria
Updated 2016-12-13
Updated indications. Added coverage for Keytruda as first line treatment for metastatic non-small cell lung cancer (NSCLC) whose tumors express programmed death receptor-ligand1 (PD-L1) as determined by an FDA-approved test, with no epidermal growth factor receptor (EGFR) or anaplastic lymphoma kinase (ALK) genomic tumor aberrations. Revised 11/2016.",0, 12,0.012103,0,0,0,0,0,0,0
uuid-162eaccc78674f0e9ec037a1263bd3d8,"A Melanoma NTL from Boston, stated that ""there is no value in doing PD-L1 testing in melanoma pts.""  He added that ""I don't test any of my pts""",0, 11,0.0724181,0,0,0,0,0,0,0
uuid-66384e29a2424657ae24a867527e44f9,RTL has Nivo 2L treatment for RCC top of mind in this tumor type.  He mentioned currently using Sutent as 1L and will definitely use Nivo as first option when his patients fail.,0, 8,0.183617,0,0,0,0,0,0,0
uuid-e15f1281ef8c448d9fb0aca84f21fcf6,Community physician drawing from large radius states that he is testing some NSCLC patients for PDL1 expression because he prefers pembro's Q3w dosing convenience (rather that testing to 'enrich' any responses),0, 2,-0.0248207,0,0,0,0,0,0,0
uuid-b623ac47e48a40ecbfef81d6f20a0ccd,NTL in the Boston area mentioned that regarding AVD - A is the most active agent. Also mentioned that stopping A  after 6 cycles patient are doing fine 20 years out,0, 8,0.164572,0,0,0,0,0,0,0
uuid-7386f2a73ef54b048845e3ab15fbc82a,NTL in Boston mentioned that patients who have progressive cHL disease may have other pathways for tumor cell death via CD4 and NK. She also mentioned that [patients who progress on Nivo have a change in the micro environment which is being researched,0, 8,0.0565412,0,0,0,0,0,0,0
uuid-ca263c3017ba4b97b450dbb3ba6bfe56,"Regional TL at Academic Institutions stated that he is commonly combining Nivo and Sutint for 2L+ RCC patients.  He said that he has attempted direct combination treatment of several (2-3 patients) where he has dosed Sutint within the Q2W window of Nivo.  He stated that he had 2 patients in Hospice that he treated with this combination that are now almost 1 year out with Complete Responses.  ""It is amazing, they have no disease, and they were in Hospice.""

When asked about the possibility of combinatorial Adverse Event Profiles, he stated that he did not worry about it, in fact he said he has yet to see the Liver issues that previous data states should be expected with this combination of drugs.  

This combination is his ""go to"" for late line treatment patients that he is commonly being referred.",0, 10,0.170506,0,0,0,0,0,0,0
uuid-dfffa39a3ecd4da8a2684a38054f87f6,RCC TL attended a program who stated that the speaker attempted to differentiate cabo with IO agents by calling out potential for unconventional responses and highlighting patients with bulky diseases having more of a favorable response if on cabo.,0, 5,0.184494,0,0,0,0,0,0,0
uuid-089886755f4e4afc88e1a6d0a80e5581,"Regional lung TL tweeted from ESMO that oncologists have ""assumed all PD1 agents are the same but not proven"". In light of the 024 and 026 data, he said that ""the differences between 024 and 026 could be due to patient populations but he would like to see a head to head pembro vs nivo"".",0, 10,0.158151,0,0,0,0,0,0,0
uuid-1a4c859adaae4ce5b2476ee55e45b118,"Community Pan-tumor TL at research focused site states that while he is regularly testing NSCLC patients for PDL1, he would never consider testing RCC patients as ""the data clearly shows there is no value... and the PDL1 negative patients numerically do better""

He states that he has never heard of anyone testing in RCC, but within his practice, testing in lung in increasing and they now plan to test most patients at diagnosis when possible",0, 10,0.113581,0,0,0,0,0,0,0
uuid-4370aefd676d4030960523acf0ee5ca9,"NTL for Pediatric lymphoma at a large academic center stated they have stock-piled Bleomycin and do not have issues with shortage at this time. TL stated she would like to get rid of it from the regimen, looking forward to changing it out for brentuximab vedotin.",0, 6,0.0809906,0,0,0,0,0,0,0
uuid-46e3bff1ab3e40ffb57a1b41914ae53a,"Post an OPDIVO NSCLC, SCCHN PVP meeting, Heritage Provider Network, a group of 9 regional medical groups in Southern CA, 500k lives, with various levels of risk in the medical benefit space, asked HSL to serve as a resource and review draft policies for NSCLC, SCCHN, and MM for the group.  Opportunity to further develop presentations/resources targeted specifically to IDNs/large medical group entities with carved out risk in Onc/RA?",0, 11,-0.0567214,0,0,0,0,0,0,0
uuid-3e4e8079d7d34e889e3e7dc98ead04f0,"Field sales provided onc clinician feedback that for 2L lung, they are committed to staying with Opdivo (versus Keytruda or Tecentriq) based on their positive clinical experience with their patients.  Also, feels Keytruda's 1L Lung data hasn't convinced of an unmet need to move vs their surrent standard of care.",0, 11,0.131118,0,0,0,0,0,0,0
uuid-2724baf4ec284507b911315fbd2a4f24,"Customer discussed future possibility of establishing a ""PDL 1"" preferred agent based on broad clinical profile, efficacy and cost.  Inquired if BMS would consider any preferred pricing model when these types of decisions are being made.",0, 11,0.0445602,0,0,0,0,0,0,0
uuid-81a056a3f6dc4436aba79bb6d03b37b8,"RTL said he would ""essentially have to"" use Opdivo at his institution since the formulary will have a strong preference for OS data, limiting the use of Keytruda. He said this might not be true for community practices.",0, 12,0.116265,0,0,0,0,0,0,0
uuid-f8ce368968d5483b93778e028ae0cf28,"Presenting at local conferene, NTL said that locally advanced disease is an area where more deep, durable responses are needed. Addition of RT to IO could be good approach. Data suggests that anti-PD1 should precede RT (and also be used after), particularly with the effect of expanding population of active, non-exhausted cytotoxic T cells",0, 12,0.0340894,0,0,0,0,0,0,0
uuid-af67cdfe7e8f4e6eafbcc44563ac0f13,"Met with a national/regional lung AI and NCCN NSCLC Panelist, who provided the following unsolicited insights:
?	AI favors idea of separating efficacy data by PDL1 expression thresholds, but he says the picture is not telling yet, and understands that PDL1 expression is a wide spectrum instead of being binary.
?	He says there still needs to be more efficacy trials done evaluating specific data in different PDL1 populations, before the NCCN would add clarifiers on the guidelines around PDL1.  Reactively mentioned the mOS comparisons from 057 at the 1, 5, and 10% PDL1 thresholds, showing higher response with higher levels of expression.
?	He?s unsure of the role of PDL1 in mesothelioma, due to lack of studies in this area.
?	He says he is transitioning NSCLC focus to his colleague at his institution, as he is transitioning his research focus to mesothelioma.
?	He thinks combo IO therapy and IO combos with chemo both are promising strategies, but not sure which combo strategy is the better one, but he is encouraged by promising early response like that seen in CM 012 with Nivo and KN trials.  
?	In terms of the 012 data, he prefers the Ipi Q6h dosing regimen due to lower rate of AE?s seen.
?	He thinks that the CM 026 failure to hit PFS is not telling yet.  It actually makes PDL1 thresholds more important.
?	It may tell us of the need to apply efficacy data to certain PDL1 enriched populations.",0, 8,0.0520458,0,0,0,0,0,0.833201971785,0
uuid-14702beec40b4cb7a123c6d4b6ad6081,Lung NTL was wondering if 50% really is the magic cut-off or are there pts. with lower expression levels that also received benefit.  She mentioned that based on the study design of KN-024 Merck will not be able to supply that information based on the eligibility criteria and that is one benefit BMS has when we cut our data.,0, 8,0.0636917,0,0,0,0,0,0,0
uuid-5b6ebce87d3648168129171f16f5b003,"Met with a regional state and Medicare CAC AI, who provided the following unsolicited insights:
?	AI thinks that combos of SBRT with PD1 immunotherapy may bring great responses due to release of antigens which primes the immune system.
?	He thinks such SBRT and PD1 combo regimens make sense, partly because it may increase the chance to observe an abscopal effect.
?	He inquired whether BMS is sponsoring such trials.  Reactively shared with him that MSKCC is doing a trial comparing SBRT plus Nivo versus Nivo monotherapy in head and neck cancer (available on clinicaltrials.gov)
?	He thinks these types of combos may increase the chance to see CR?s in patients, which should be the true goal of therapy.",0, 8,0.0854341,0,0,0,0,0,0,0
uuid-eb5fac2b9615482da90ff96cecc32fc7,"Lung NTL was questioning what will happen with the single agent arm in -227 based on CM-026.  Regardless, she is confident that -227 will be positive based on the CM -012 data and that it will be standard of care for first line pts.",0, 8,0.105723,0,0,0,0,0,0,0
uuid-d9f640b65d69409ab7a6bc5f5f68a1b4,"NTL believes that  after the news of -026, the sequencing question will be crucial to answer and referenced Tom Hensing?s study that is being run through Alliance: https://clinicaltrials.gov/ct2/show/NCT02591615?term=Pembrolizumab+AND+lung+AND+Alliance&rank=1",0, 8,0.0422341,0,0,0,0,0,0,0
uuid-2473e0639ae5447fa7103206bb3ebb9b,"Based on personal positive experiences in SARC028 (pembro) and ALLIANCE (nivo/ipi) sarcoma trials, academic NTL has begun using nivo off-label in several uterine leiomyosarcoma patients.",0, 2,0.235111,0,0,0,0,0,0,0
uuid-603598a592ca436db49b9bc10c85c224,"To address potential concerns arising from CheckMate 026 results, I met with the Medical Director of Clinical Pathways of a major NCCN institution in New England.  Though he was not interested in discussing the 026 results in detail, he commented that potential positive signals would have been masked by the very low PD-L1 cutoff for enrollment.  Commenting on Keynote 024 results, he felt that the positive results from this trial will likely strengthen the case for pembrolizumab in second-line use.  In their institution-specific pathway, they are already using pembrolizumab as their preferred agent for PD-L1 positive patients, with a cutoff of PD-L1>1%.  Upon being challenged by the HSL for the rationale for this low cut off for pembrolizumab in second line, he pointed to Keynote 10 data where patients with PD-L1>1% did better than docetaxel.  This AI and his institution gives high weightage to q3w dosing, discounting factors such as PD-L1 cutoff levels and differences between squamous/non-squamous histologies.",0, 10,0.122158,0,0,0,0,0,0,0
uuid-20c3198a4f2b455da6bf8b88a4f6497b,HDB Clinician is waiting for Nivolumabs' FDA approval in GBM to start a patient on treatment. He mentioned patient discontinued Avastin due to adverse event and currently has no other treatment option.  He expressed his preference on not having to do PD-L1 testing with any tumor type.,0, 8,0.174328,0,0,0,0,0,0,0
uuid-88709bafd0f84e24bb405b8ac2ac3076,"Community oncologist requested more guidance/education around the identification and treatment of IMAR endocrinopathies (in particular, hypophysitis) as he shared that there can be a 2month wait in their (semi-rural) area for an endocrinologist consult, leaving the med oncs ""on their own"" to manage the mild/moderate cases.",0, 2,0.119576,0,0,0,0,0,0,0
uuid-57fad032cc0646f2933b9bfe8b28795d,RTL in the community mentioned that he does not see any difference between current checkpoint inhibitors regarding safety and efficacy. Also mentioned that 2 week vs 3 week administration is not a concern given that fact that most patients come in weekly for office visits.,0, 8,0.128133,0,0,0,0,0,0,0
uuid-2a5871a666b846849117bd65a52ee94a,Melanoma TL commented that management of patients with I-O and autoimmune disease hasn't been addressed. TL felt this topic was discussed more at ASCO this year and data presented was informative.,0, 6,0.117986,0,0,0,0,0,0,0
uuid-3adf4fd5b9af40b1843a77e1749fbb5d,NTL in the Boston area mentioned that those patients who don't achieve a CR with BV then their response will be short lived. Also mentioned that BV is easy to give with a focused toxicity. Regarding Nivo - toxicity is broader and harder to manage but that Nivo CRs seem to do better,0, 8,0.1412,0,0,0,0,0,0,0
uuid-80cdb06694c04736b7f8cba49d96144d,NTL in the Boston area mentioned that he sees Nivo as a maintenance drug in patients with cHL. He sees it being used without RT due to toxicities associated with RT. He also mentioned that he currently does not use RT in PET- patients because of toxicity,0, 8,0.166293,0,0,0,0,0,0,0
uuid-84be51f1054a4ae0b369fa2fddfe1c43,"In past week, received 2 additional questions regarding concerns around reduced efficacy of using 240mg flat dose nivo in Obese patients.   One pharmacist had pulled the original Topalian -003 paper and based on the lower overall efficacy the 1mg/kg dose was very concern in using flat dose in patients who were above 300lbs (and thus getting effective dose of  <2mg/kg).  Pharmacists very comfortable in safety in patients <80kg, but ongoing question of potential reduced efficacy in those significantly >80kg.",0, 10,0.0656293,0,0,0,0,0,0,0
uuid-4460c9c286514290bddcc75e06a10198,"Community TL mentioned he had an ovarian cancer patient who progressed through all options, so he did a Foundation One analysis.  It demonstrated amplification of CD274 (PDL1) and PDCD1LG2 (PDL2) genes.  He was unaware of the official gene names and wanted to know what it all meant and if Opdivo would be an option for this patient.",0, 7,0.100635,0,0,0,0,0,0,0
uuid-23e13ea35d114d73a93250be8ff9d4dc,"NTL stated they are currently in the process of ?bar coding? immune cells in order to separate different immune cells more efficiently for biomarker analysis.  Basically, they insert the appropriate sequences and bar code into the probe used to identify specific immune cells and it allows easy separation of immune cells.",0, 7,-0.0475779,0,0,0,0,0,0,0
uuid-9b4c869e100b4ae98921b807bfe28460,NP at large institution reported one of her RCC pts had history of shingles and was asymptomatic at baseline. Once dosed with opidvo this pt had recurrence of shingles. Dose was held and symptoms resumed. NP is going to work with pt and schedule to allow for continued dosing with holds as needed.,0, 7,0.0489936,0,0,0,0,0,0,0
uuid-1278cd6c9f7a421fb407eaaaa0e033d8,"HCP from a community institution was very excited to see CheckMate 012 and 032 results for first-line NSCLC and SCLC, respectively.  For 012, HCP was shocked at the ORR by PD-L1 expression level for the pooled patients for combination of nivo and ipi.  HCP is eager to see additional results from CheckMate 227.",0, 7,0.152979,0,0,0,0,0,0,0
uuid-768d7ea645d845e7a8d9ddc62621d325,"Busy Cancer clinic nurses reported the use of minocyclin for any IO rash, with resolution of symptoms. The rashes noticed by nurses were mild and controlled with minocyclin dosing.",0, 7,0.0270968,0,0,0,0,0,0,0
uuid-4d37fa634b6d4de6bc74391202ecf12c,HCP from a community institution who regularly sees head and neck patients was enthusiastic to see results from CheckMate 141.  HCP also mentioned that he does not use the EXTREME regimen often.,0, 7,0.156382,0,0,0,0,0,0,0
uuid-817c15a132d84bf0998b47afa22417b4,HCP from a community institution does not test for PD-L1 expression routinely.  HCP mentioned that he does not see the value of testing because he'll still use Opdivo for patients who come back PD-L1 negative.  HCP was very keen on NCCN guidelines' explanation of PD-L1 testing for nivolumab as he stated his rationale verbatim from the guidelines.,0, 7,0.05388,0,0,0,0,0,0,0
uuid-6fc489262e9e4a20a85e90ff8b1bbd5c,"Most impactful presentation at NRG occurred during Immune Modulation Session regarding the Cancer Moonshot 2020 Program.  TL is founder and developer NantHealth and GPS personalized molecular decision making platform (Genomic, Proteomic, Spectrometry).  GPS platform includes all current assays in one platform (DNA, RNA, Protein) and informs the doctor on the best treatment option based on the patients tumor analysis.  Stated the assay is CLIA and CAP certified and covered by insurance - mentioned BCBS.  Stated most Oncologists believe IO, IO combos, and IO+chemo will be the future.  Spoke most positively of Immune modulating therapies.  Stated this platform most accurately addresses the changes in the tumor microenvironment and immune system interaction needed to predict response to immunotherapies because it looks at DNA, RNA, and Protein instead of just one component such as sequencing  with DNA

Platform information:  http://nanthealth.com/",0, 7,-0.0176587,0,0,0,0,0,0,0
uuid-dcbbbab4b42a4b6fb534909aad435356,"A community RTL commented that Biodesix, a diagnostic company doing tests on peripheral blood to detect presence of most common actionable mutations in lung cancer are providing a centrifuge to doctor's clinics.  He refused to take the hurdle, would prefer to send the patient to a lab for collection and handling.",0, 8,-0.0299482,0,0,0,0,0,0,0
uuid-051d61625b47467a9b464c2ec29eb6ab,"A LTL for Lung/Mel/H&N, spoke very highly of BMS's Access Support program.  He mentioned that for all his platinum refactory H&N pts, his almost always uses the BMS Access Support and virtually all his pts have received nivolumab without a problem.",0, 8,0.126051,0,0,0,0,0,0,0
uuid-08554870db7a4a249818b323c6bd5d2b,Nivo needs to be used earlier in the treatment regimen for cHL.,0, 8,0.15721,0,0,0,0,0,0,0
uuid-acbbf6e9e3dc44ee90ba6d50442d24ec,Investigator would like to see a trial where Nivo would be given in conjunction with CAR-T in lymphomas.,0, 8,0.130281,0,0,0,0,0,0,0
uuid-76770b1fa55d416e9632943d1ce8778c,"TL thinks that pseudo-progression is possible and that treatment should be continued especially when symptoms are adequate.  He stated that they need to keep the surgeons away, not be too eager to d/c treatment, and be patient with continued treatment.",0, 8,0.138075,0,0,0,0,0,0,0
uuid-22db9405c4d548f981124acb160c433e,"HCP thinks that GVHD is a possibility with Nivo in cHL, but this is always monitored very closely and can be managed.",0, 8,0.107699,0,0,0,0,0,0,0
uuid-85a826cd93c045ebbd89d44e3c164886,"TL likes the fact that oral agents for RCC gets a fast response vs. slower response from Nivo.  However, the I/O provides durability.",0, 8,0.147976,0,0,0,0,0,0,0
uuid-a1826037640f44deb9d6e484e459cbb1,"HCP asks, ""What should we use after I/O has been used?""",0, 8,0.0614609,0,0,0,0,0,0,0
uuid-f952339580d04990b4fd3441917f9eea,"TL feels that with all the new agents available for cHL, the discussion needs to be taking place about the sequence of SCT in the treatment strategy of cHL patients.",0, 8,0.0457706,0,0,0,0,0,0,0
uuid-53d511e32a004e04b694bee4baccaa52,HCP thinks that going to Nivo after having used Ipi leads to positive outcomes.,0, 8,0.157463,0,0,0,0,0,0,0
uuid-4b97f11f89a447fa80174fde54f91e7a,"A Lung RTL shared that he has ""ordered merck's PD-L1 test multiple times"" as part of his routine biomarker test prior to 1st line platinum doublet treatment, and ""it has come back negative every single time"". He inquired further around ""does PD-L1 levels go up after Pt resistance?""",0, 8,0.0164965,0,0,0,0,0,0,0
uuid-8fbd9240bfaa43e9bdb9c92531a3cd97,Investigator would like to see a trial where Nivo could be tested post CAR-T failure.,0, 8,0.0504122,0,0,0,0,0,0,0
uuid-90fe4453ae7144fa8f4a15174b1c3963,Investigator would like to see a trial using BMS BET agent in prostate cancer.,0, 8,0.0655993,0,0,0,0,0,0,0
uuid-57720a8b8b2546478b537ae2bea991f7,HCP would like to see a trial where Nivo is used in combination with other agents (Brentuximub) earlier in the treatment regimen.,0, 8,0.161377,0,0,0,0,0,0,0
uuid-75d6f518503943c887fb20debc0eb31c,TL thinks that going from Nivo to Ipi is negative.,0, 8,0.142502,0,0,0,0,0,0,0
uuid-6fcb331c82df4a4987136223998f82d1,TL thinks that a melanoma patient with high disease burden should start with a targeted agent to get a rapid response then add Nivo & possibly Ipi to the regimen to get the durability.,0, 8,0.179157,0,0,0,0,0,0,0
uuid-3c847f13a94b40428c774d46c71d4cc6,HCP thinks that if a patient with cHL shows increased size of lesions that treatment should be continued as it may be pseudo-progression.  Especially if the symptoms are okay.  Too many practitioners will discontinue thinking the disease is progressing but they need to be patient as the scans show infiltration of immune cells into the tumor.,0, 8,0.109204,0,0,0,0,0,0,0
uuid-a5024fef71524ad39416c9329cc4cc65,"NTL in the Boston area mentioned that setting the expression so low in -026 was bold. However, it does not matter because you won't use single agent nivo in the frontline setting anyways. He also went on to say that it was a poorly designed study and that we didn't follow the science but got greedy for market share.",0, 10,0.16161,0,0,0,0,0,0,0
uuid-2c2380883ffb4ca5b2e84c4369704b10,NTL during the Clinical Pathway Congress mentioned from the podium that they use Pembrolizumab as their preferred agent in PD-L1 high expressers and nivolumab is recommended in non-expressers in second line NSCLC. He also mentioned that differences between pembo and nivo are: pembro requires staining and is given every 3 weeks vs 2 weeks.,0, 10,0.123809,0,0,0,0,0,0,0
uuid-7b09227c0fed45cba2df101f7ec33d72,"TL highly recommended that BMS should put 110% effort into accelerating that FDA filing of Regimen for NSCLC, as ""that's the only thing that will save you. Once FDA approves Keytruda 1L and Atezo 2L, Nivo will be shut out of the NSCLC market until Ipi+Nivo regimen is approved.""",0, 10,0.137772,0,0,0,0,0,0,0
uuid-0994a4d4fea14533bf5d1dce66d548e0,"NTL at a large community hospital said he was previous dismissive of Ipi+Nivo for NSCLC but then saw the ""impressive"" Hellman ASCO'16 CM-012 presentation.  However, TL also said regimen may not be a slam-dunk, as KN-021 Pembro+Carbo+Pem data seem equally as impressive as CM-012 regimen data.",0, 10,0.0952919,0,0,0,0,0,0,0
uuid-26c6489090384e4790a723dadfd6b3ab,TL at academic center shared that they are now permitted to infuse opdivo over 30 minutes due to their pharmacy guidelines based on -153 analysis.,0, 8,-0.0405102,0,0,0,0,0,0,0
uuid-8f03043714bc4032999e9455de3bbdd1,"A pharmacist from a large community center shared that the oncologists at the clinic are reluctant to use the flat dose of Opdivo. When asked why he responded ?for ethical reasons, because patients who would have received less than 240 mg if the drug was given at 3 mg/kg are now  going to be charged a higher price ?.",0, 11,0.0423537,0,0,0,0,0,0,0.256077248046
uuid-939c5a81069a4ae0a3c9c981c7de8519,The Cleveland matrix team has not heard of anyone testing for PD-L1 or using PD-L1 results for treatment decision-making in advanced RCC.,0, 10,0.0758132,0,0,0,0,0,0,0
uuid-b0d3b23a148b4777ae461e83d5c360af,Regional TL said no data supports testing for PD-L1 in RCC in any line.,0, 10,0.119959,0,0,0,0,0,0,0
uuid-864d9d8615f94f32820cbc7773854fd0,A regional TL and current BMS investigator said they do not test for PD-L1 in RCC patients outside of a clinical trial.  They have seen responses long-term durable responses in study patient irrespective of PD-L1 status.,0, 10,0.202522,0,0,0,0,0,0,0
uuid-3b0edfd4b5c44b2ead378fa2dae004b5,"A local TL in western NY said their community is practice is testing for PD-L1 in NSCLC and melanoma but not in RCC.  They said they thought PD-L1 patients ""did just as well or better"" than the PD-L1 positive patients.",0, 10,0.1671,0,0,0,0,0,0,0
uuid-208164306a964a34bfb655de4fefb95f,TL at academic institution verbalized giving Keytruda q 4 weeks for patient convenience.  TL did not know what dosing was used the 4 week administrating.,0, 8,0.0556799,0,0,0,0,0,0,0
uuid-dc95eaded2c24e0da649e028dbeb109b,"RTL from a top academic institution mentioned that 026 was disappointing, but really the key to answer front line NSCLC is combination therapy.  RTL's institution was a potential site for KEYNOTE-024, but couldn't enroll a single patient as no one had PD-L1 expression 50% or higher.  RTL's institution is a site for 227 and RTL was glad 227 is less restrictive.",0, 12,0.124775,0,0,0,0,0,0,0
uuid-75dc9fa63fa641b99446614195cc8212,"Met with a AI/RTL who treats multiple tumor types, but is also a Head and Neck national/regional NCCN panelist AI/RTL, during which AI/RTL shared the following unsolicited insights.
BMS Attendees: Cynthia Chan (MSL), Tony Wang (HSL)
?	Reactively shared that the NCCN panel will include an immunotherapy update to the guideline to include both nivo and pembro.
?	Stated that her recommendation does distinguish that the data supporting nivo (Phase III) vs pembro (single arm trial) are different and should have a different category of recommendation.
?	Commented that the SCCHN NCCN committee does not have ad hoc meetings based on recent data presented, and meetings/updates are generally every 6 months with the next update forthcoming. 
?	AI felt that in terms of trials presented overall at ASCO, there were too many trials with induction chemo combined with IO therapies.
?	She feels that induction chemo strategies with later Immunotherapy is not the right approach.
?	She inquired whether BMS has a process for partnering with other companies to explore IO combos, seeming to express a positive view of this approach. 
?	She shared that she feels BMS ""knows what they are doing"" in being very strategic about supporting ISR's and making decisions about research.",0, 7,-0.0298839,0,0,0,0,0,0,0
uuid-e7bb77ae54464dadb9fffaff31e03e01,"Regional TL from a major academic institution believes that the push right now should be on how to effectively manage toxicities associated with use of ipi/nivo combination in order to build confidence for community physicians. Also, BMS should focus on trying to understand pneumonitis more thoroughly, and believes that additional trials are necessary to do so",0, 10,0.0795795,0,0,0,0,0,0,0
uuid-c1e11a06d37445b48a0ab8a8317abc5e,TL stated that even in 1st line lung pts w/ >50% expression would still recommend they go on ipi/nivo trial rather than start on pembro,0, 10,0.185073,0,0,0,0,0,0,0
uuid-7746fe578f7b40e78513a262d8dcf6ad,"Academic TL was ""really impressed"" with the Nivo_Ipi data from CM012 presented at ASCO'16.  TL said it was striking that the ORR for N+I in EGFRmutant patients (typically poor responders to PD1 blockade) was higher than the ORR for Nivo monotherapy in smokers (who typically respond well to PD1 blockade). TL said this comparison really highlights the benefit of adding Ipi to Nivo.",0, 7,0.155455,0,0,0,0,0,0,0
uuid-7717d3ae972a4f65ad8940ef3eed61b0,"Community HCP - Next question for opdivo in HL is using it upfront. 
My colleague is starting a pt on opdivo in AML.",0, 10,0.0307869,0,0,0,0,0,0,0
uuid-794dba1092f04239b0b1d69cf5a1528a,"Pharmacist at community practice stated they don't have sufficient staff to seek the necessary authorization from payers to switch existing Opdivo patients over to flat dosing. They plan to keep existing patients on weight-based dosing of Opdivo until their current insurance authorization runs out, then file the pre-authorization for flat dosing on a rolling-basis.",0, 9,0.0889908,0,0,0,0,0,0,0
uuid-02e89cb4acb64e4bb673b4a19beabdf7,Using a PD-1 inhibitor with allo transplant would provide a graft vs. leukemia effect which would be beneficial.,0, 9,0.0309688,0,0,0,0,0,0,0
uuid-48782c03345d4dd09c6c83d094101be7,"PD-1 testing should be done on all cases, even though it doesn't seem to be the best marker.",0, 9,-0.0228904,0,0,0,0,0,0,0
uuid-6c0d5b6a332a4eedb796ebde12ea33ea,PD-1 testing may predict outcomes.,0, 9,-0.0291232,0,0,0,0,0,0,0
uuid-56184c29d27945659c72857155738d67,GVHD can be managed with PD-1 inhibitor and allo transplants.,0, 9,-0.0348004,0,0,0,0,0,0,0
uuid-67858d161fbd4d70ab8301c7151784b5,"NCCN H&N Panel member gave a SCCHN review to Fellows and apologized for not including more data from Checkmate141, citing the requirement to stick to FDA-approved agents. She wanted to review CM141, stating her view that BMS;s data (Checkmate141) are ""much more robust "" than Merck's (KN-012 & KN-055).",0, 9,0.042936,0,0,0,0,0,0,0
uuid-81e141d1141a462fbeae63e97f8ce773,"A national melanoma and RCC TL during our meeting asked if we have data on Nivolumab given Q3W. Following a review/discussion of the OS data from Checkmate -010, the TL made the following comments: 
a). The study did not include a treatment group with Nivolumab at 3 mg/kg. 
 b). We should compare Nivolumab 3 mg/kg Q2W vs Nivolumab 3mg/kg Q3W in randomized fashion.
 c). Our competitor has done a phase-3 study comparing pembrolizumab Q2W vs Q3W, while we have not.",0, 7,0.0168825,0,0,0,0,0,0,0
uuid-b7df8f018d7f4c0ebca0660eea95bebf,A national Melanoma and RCC TL mentioned the study of Ribas et al. (PD-1 blockade resistance in melanoma) published in the recent issue of the NEJM while talking about an ISR concept. Expressed a positive impression of the study.,0, 7,0.0105386,0,0,0,0,0,0,0
uuid-6aa53335ccb049ae861ebc620c60495a,"A National GBM TL inquire with regards to Checkmate 026.  After indepth discussion, he agreed that Keynote-24 can not be cross compared with Checkmate-26 and commended BMS from taking the learning from Checkmate 26 and applying to other clinical trials (ie, Checkmate 227).  He was impressed with the CheckMate 012 combo data, and stated that the future of IO therapy (lung and GBM).",0, 10,0.0752888,0,0,0,0,0,0,0
uuid-c4839244d3a94a86a6908ffa35bef67a,NTL for Pediatric lymphoma at a large academic center stated that Nivolumab is very good for PRs with not as many CRs so it would likely not be used as a single agent earlier in the disease.,0, 6,0.141198,0,0,0,0,0,0,0
